stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ALT;18650302;-;-;-;958.6;19.7;-;3.1;-;-;-
ALT;18650303;-;-;-;967.7;20.3;-;1.8;-;-;-
ALT;18650304;-;-;-;971.9;3.6;-;0.7;-;-;-
ALT;18650305;-;-;-;955.9;0;-;2.3;-;-;-
ALT;18650306;-;-;-;947.4;1.7;-;3.9;-;-;-
ALT;18650307;-;-;-;947.3;3.5;-;1.3;-;-;-
ALT;18650308;-;-;-;944.8;8.5;-;0.8;-;-;-
ALT;18650309;-;-;-;952.6;3.2;-;0.4;-;-;-
ALT;18650310;-;-;-;956.9;0.5;-;0.4;-;-;-
ALT;18650311;-;-;-;948.6;0;-;1.2;-;-;-
ALT;18650312;-;-;-;954.6;0;-;1.7;-;-;-
ALT;18650313;-;-;-;955.6;0;-;1.9;-;-;-
ALT;18650314;-;-;-;950.7;1.2;-;1.6;-;-;-
ALT;18650315;-;-;-;956.4;0;-;3.3;-;-;-
ALT;18650316;-;-;-;958.1;0.2;-;0.8;-;-;-
ALT;18650317;-;-;-;959;0.3;-;0.1;-;-;-
ALT;18650318;-;-;-;961.3;0;-;0.4;-;-;-
ALT;18650319;-;-;-;953.5;0;-;-0.3;-;-;-
ALT;18650320;-;-;-;950.8;0;-;-3.7;-;-;-
ALT;18650321;-;-;-;956.6;5.5;-;-1.1;-;-;-
ALT;18650322;-;-;-;949.8;0;-;0.4;-;-;-
ALT;18650323;-;-;-;950.8;2;-;-3;-;-;-
ALT;18650324;-;-;-;952.7;0;-;-1;-;-;-
ALT;18650325;-;-;-;957.7;0.9;-;-0.7;-;-;-
ALT;18650326;-;-;-;951.7;0;-;3;-;-;-
ALT;18650327;-;-;-;952.1;0;-;0.5;-;-;-
ALT;18650328;-;-;-;958.5;5.8;-;-3.1;-;-;-
ALT;18650329;-;-;-;960.2;0;-;-4.3;-;-;-
ALT;18650330;-;-;-;962.4;0.8;-;-3.5;-;-;-
ALT;18650331;-;-;-;966.2;0;-;-0.7;-;-;-
ALT;18650401;-;-;-;967.2;0.7;-;0.4;-;-;-
ALT;18650402;-;-;-;963.5;0;-;2.9;-;-;-
ALT;18650403;-;-;-;960.8;0;-;4.6;-;-;-
ALT;18650404;-;-;-;968.4;0;-;7.8;-;-;-
ALT;18650405;-;-;-;976.4;0;-;8.9;-;-;-
ALT;18650406;-;-;-;975.1;0;-;10.7;-;-;-
ALT;18650407;-;-;-;970.4;0;-;9.5;-;-;-
ALT;18650408;-;-;-;968.1;0;-;9.6;-;-;-
ALT;18650409;-;-;-;970.9;0;-;12;-;-;-
ALT;18650410;-;-;-;972.1;0;-;13.5;-;-;-
ALT;18650411;-;-;-;969.1;0;-;13.7;-;-;-
ALT;18650412;-;-;-;966.5;0;-;13.2;-;-;-
ALT;18650413;-;-;-;966.8;0;-;13.7;-;-;-
ALT;18650414;-;-;-;965.7;0;-;16.2;-;-;-
ALT;18650415;-;-;-;967.4;0;-;13.5;-;-;-
ALT;18650416;-;-;-;968.6;0.5;-;15.1;-;-;-
ALT;18650417;-;-;-;963.8;0;-;18.7;-;-;-
ALT;18650418;-;-;-;960.9;0;-;21.3;-;-;-
ALT;18650419;-;-;-;964.4;0;-;19.5;-;-;-
ALT;18650420;-;-;-;966.7;0;-;17.5;-;-;-
ALT;18650421;-;-;-;964.3;0;-;18.6;-;-;-
ALT;18650422;-;-;-;965.6;0;-;15.9;-;-;-
ALT;18650423;-;-;-;968.3;0;-;17;-;-;-
ALT;18650424;-;-;-;968.5;0;-;16.1;-;-;-
ALT;18650425;-;-;-;966.9;0;-;18;-;-;-
ALT;18650426;-;-;-;967.4;0.1;-;16.6;-;-;-
ALT;18650427;-;-;-;966.7;0;-;16.4;-;-;-
ALT;18650428;-;-;-;961.2;0;-;17.3;-;-;-
ALT;18650429;-;-;-;961.7;0;-;15.4;-;-;-
ALT;18650430;-;-;-;960.2;0;-;10.3;-;-;-
ALT;18650501;-;-;-;962.5;0;-;12.1;-;-;-
ALT;18650502;-;-;-;969;0;-;14.8;-;-;-
ALT;18650503;-;-;-;967.5;0;-;16.2;-;-;-
ALT;18650504;-;-;-;966.1;0;-;19.3;-;-;-
ALT;18650505;-;-;-;964.9;0;-;22.4;-;-;-
ALT;18650506;-;-;-;966.1;0;-;17.9;-;-;-
ALT;18650507;-;-;-;965.3;0;-;17.6;-;-;-
ALT;18650508;-;-;-;962.1;0;-;21.7;-;-;-
ALT;18650509;-;-;-;954.3;0;-;19;-;-;-
ALT;18650510;-;-;-;951.5;2.3;-;17.1;-;-;-
ALT;18650511;-;-;-;959.5;2.8;-;10.4;-;-;-
ALT;18650512;-;-;-;963.9;2.8;-;14.7;-;-;-
ALT;18650513;-;-;-;964.4;0;-;15.5;-;-;-
ALT;18650514;-;-;-;961.8;0;-;19.6;-;-;-
ALT;18650515;-;-;-;957.9;0;-;20.7;-;-;-
ALT;18650516;-;-;-;961.1;8.2;-;11.8;-;-;-
ALT;18650517;-;-;-;964.7;0;-;14.5;-;-;-
ALT;18650518;-;-;-;962.5;0;-;17.4;-;-;-
ALT;18650519;-;-;-;968.5;34.3;-;12.5;-;-;-
ALT;18650520;-;-;-;967.6;0;-;15.3;-;-;-
ALT;18650521;-;-;-;966.7;0;-;20.8;-;-;-
ALT;18650522;-;-;-;967.5;0;-;22;-;-;-
ALT;18650523;-;-;-;966.9;0;-;20.1;-;-;-
ALT;18650524;-;-;-;969.3;0;-;15.1;-;-;-
ALT;18650525;-;-;-;968.6;12.9;-;11.3;-;-;-
ALT;18650526;-;-;-;965.2;1;-;14.8;-;-;-
ALT;18650527;-;-;-;964;0;-;16.6;-;-;-
ALT;18650528;-;-;-;966.4;0;-;19.5;-;-;-
ALT;18650529;-;-;-;967.1;0;-;20.5;-;-;-
ALT;18650530;-;-;-;964.5;1;-;21.6;-;-;-
ALT;18650531;-;-;-;961.4;5;-;21.2;-;-;-
ALT;18650601;-;-;-;958.1;2.5;-;20.7;-;-;-
ALT;18650602;-;-;-;961.9;1.8;-;17.2;-;-;-
ALT;18650603;-;-;-;968.4;19.9;-;17.1;-;-;-
ALT;18650604;-;-;-;968.6;9.5;-;16.7;-;-;-
ALT;18650605;-;-;-;970.3;3.1;-;15.4;-;-;-
ALT;18650606;-;-;-;970.2;0;-;16.8;-;-;-
ALT;18650607;-;-;-;970.3;0;-;16.3;-;-;-
ALT;18650608;-;-;-;972.8;0;-;18.4;-;-;-
ALT;18650609;-;-;-;973.1;0;-;18;-;-;-
ALT;18650610;-;-;-;967.7;0;-;19.9;-;-;-
ALT;18650611;-;-;-;962.4;20;-;17.9;-;-;-
ALT;18650612;-;-;-;969.1;21.4;-;13.7;-;-;-
ALT;18650613;-;-;-;972;0;-;13.3;-;-;-
ALT;18650614;-;-;-;969.8;0;-;16.2;-;-;-
ALT;18650615;-;-;-;969.7;0;-;15.9;-;-;-
ALT;18650616;-;-;-;968.5;0;-;15.4;-;-;-
ALT;18650617;-;-;-;967.4;0;-;15.9;-;-;-
ALT;18650618;-;-;-;964.4;0;-;14.3;-;-;-
ALT;18650619;-;-;-;967.3;0;-;14;-;-;-
ALT;18650620;-;-;-;969.6;0;-;18;-;-;-
ALT;18650621;-;-;-;970.1;0;-;19.1;-;-;-
ALT;18650622;-;-;-;967.8;0;-;20.2;-;-;-
ALT;18650623;-;-;-;966.8;0;-;20.3;-;-;-
ALT;18650624;-;-;-;965.3;0;-;19.3;-;-;-
ALT;18650625;-;-;-;966.1;1.3;-;14.7;-;-;-
ALT;18650626;-;-;-;966.3;2.4;-;16.8;-;-;-
ALT;18650627;-;-;-;966.6;7;-;17.9;-;-;-
ALT;18650628;-;-;-;963;0;-;17.1;-;-;-
ALT;18650629;-;-;-;954.1;0;-;18.3;-;-;-
ALT;18650630;-;-;-;949.7;0;-;11.8;-;-;-
ALT;18650701;-;-;-;955.6;0.5;-;14.3;-;-;-
ALT;18650702;-;-;-;968;15.8;-;13.3;-;-;-
ALT;18650703;-;-;-;967.2;0;-;17;-;-;-
ALT;18650704;-;-;-;966.5;0;-;18.6;-;-;-
ALT;18650705;-;-;-;968.8;0;-;20.4;-;-;-
ALT;18650706;-;-;-;965.6;0;-;21.6;-;-;-
ALT;18650707;-;-;-;964;0;-;23.5;-;-;-
ALT;18650708;-;-;-;966.3;15.3;-;21.6;-;-;-
ALT;18650709;-;-;-;965.2;6;-;20.1;-;-;-
ALT;18650710;-;-;-;963.7;54.7;-;14.2;-;-;-
ALT;18650711;-;-;-;962.1;0;-;17.3;-;-;-
ALT;18650712;-;-;-;965.2;5.6;-;14;-;-;-
ALT;18650713;-;-;-;969.1;9.2;-;15.1;-;-;-
ALT;18650714;-;-;-;967;0;-;19;-;-;-
ALT;18650715;-;-;-;966.9;0;-;22.3;-;-;-
ALT;18650716;-;-;-;966.9;0;-;22.8;-;-;-
ALT;18650717;-;-;-;964.4;0;-;23.9;-;-;-
ALT;18650718;-;-;-;964.4;10;-;20.9;-;-;-
ALT;18650719;-;-;-;958.4;0;-;25.5;-;-;-
ALT;18650720;-;-;-;958.2;0;-;27.3;-;-;-
ALT;18650721;-;-;-;957;0;-;23.6;-;-;-
ALT;18650722;-;-;-;963.2;0.4;-;17.6;-;-;-
ALT;18650723;-;-;-;964.9;0;-;20.5;-;-;-
ALT;18650724;-;-;-;968.6;27.2;-;16.4;-;-;-
ALT;18650725;-;-;-;969.2;0;-;17.3;-;-;-
ALT;18650726;-;-;-;967.3;71.4;-;16.9;-;-;-
ALT;18650727;-;-;-;966;4.1;-;19.5;-;-;-
ALT;18650728;-;-;-;966.2;21.4;-;19.1;-;-;-
ALT;18650729;-;-;-;967.3;3.9;-;19.8;-;-;-
ALT;18650730;-;-;-;965.9;0;-;20.2;-;-;-
ALT;18650731;-;-;-;960.1;11.7;-;20.7;-;-;-
ALT;18650801;-;-;-;958.7;3.9;-;17.1;-;-;-
ALT;18650802;-;-;-;961.1;3.8;-;15.9;-;-;-
ALT;18650803;-;-;-;960.4;10.1;-;14.1;-;-;-
ALT;18650804;-;-;-;963.9;21.5;-;11.2;-;-;-
ALT;18650805;-;-;-;968.1;5.1;-;12;-;-;-
ALT;18650806;-;-;-;966.2;0.4;-;14.9;-;-;-
ALT;18650807;-;-;-;965;0;-;14.6;-;-;-
ALT;18650808;-;-;-;963.2;6.8;-;13.5;-;-;-
ALT;18650809;-;-;-;961.4;0;-;15.4;-;-;-
ALT;18650810;-;-;-;960.6;0;-;17.4;-;-;-
ALT;18650811;-;-;-;959.5;0;-;22.8;-;-;-
ALT;18650812;-;-;-;963.5;0;-;20.9;-;-;-
ALT;18650813;-;-;-;964.3;0;-;17.8;-;-;-
ALT;18650814;-;-;-;963.7;17.9;-;14.9;-;-;-
ALT;18650815;-;-;-;963.5;7.5;-;17;-;-;-
ALT;18650816;-;-;-;961.8;6.1;-;16.5;-;-;-
ALT;18650817;-;-;-;965.7;7.3;-;14.8;-;-;-
ALT;18650818;-;-;-;963.5;0;-;15.6;-;-;-
ALT;18650819;-;-;-;962.7;57.9;-;14.2;-;-;-
ALT;18650820;-;-;-;961.7;0;-;16.5;-;-;-
ALT;18650821;-;-;-;960.3;2.9;-;17.8;-;-;-
ALT;18650822;-;-;-;957.1;2.5;-;16.8;-;-;-
ALT;18650823;-;-;-;955.6;2.2;-;18.4;-;-;-
ALT;18650824;-;-;-;960.8;1.2;-;17.9;-;-;-
ALT;18650825;-;-;-;963.8;12.2;-;17.6;-;-;-
ALT;18650826;-;-;-;970.6;20.7;-;17.4;-;-;-
ALT;18650827;-;-;-;971.1;0;-;19.2;-;-;-
ALT;18650828;-;-;-;966.3;0;-;21;-;-;-
ALT;18650829;-;-;-;963.2;0;-;19.6;-;-;-
ALT;18650830;-;-;-;966.6;36.2;-;15.6;-;-;-
ALT;18650831;-;-;-;968.9;2;-;14;-;-;-
ALT;18650901;-;-;-;969.3;0;-;17.5;-;-;-
ALT;18650902;-;-;-;971.7;0;-;17.3;-;-;-
ALT;18650903;-;-;-;971.5;0;-;16.7;-;-;-
ALT;18650904;-;-;-;970.5;0;-;17.3;-;-;-
ALT;18650905;-;-;-;971.5;0;-;18.2;-;-;-
ALT;18650906;-;-;-;970.2;0;-;18.4;-;-;-
ALT;18650907;-;-;-;968.8;0;-;18.5;-;-;-
ALT;18650908;-;-;-;969.3;0;-;19.7;-;-;-
ALT;18650909;-;-;-;971.8;2;-;19.1;-;-;-
ALT;18650910;-;-;-;973.9;0;-;19.3;-;-;-
ALT;18650911;-;-;-;974.3;0;-;20.2;-;-;-
ALT;18650912;-;-;-;974.4;0;-;16.1;-;-;-
ALT;18650913;-;-;-;973.8;0;-;13.4;-;-;-
ALT;18650914;-;-;-;973.4;0;-;14.3;-;-;-
ALT;18650915;-;-;-;972.6;0;-;15.3;-;-;-
ALT;18650916;-;-;-;971;0;-;15.3;-;-;-
ALT;18650917;-;-;-;971.4;0;-;17.1;-;-;-
ALT;18650918;-;-;-;974;0;-;15.8;-;-;-
ALT;18650919;-;-;-;974.1;0;-;14.9;-;-;-
ALT;18650920;-;-;-;972;0;-;15.6;-;-;-
ALT;18650921;-;-;-;968;0;-;16.9;-;-;-
ALT;18650922;-;-;-;969.6;0;-;16.2;-;-;-
ALT;18650923;-;-;-;973.1;0;-;14.7;-;-;-
ALT;18650924;-;-;-;975.4;0;-;14.7;-;-;-
ALT;18650925;-;-;-;975.7;0;-;13.9;-;-;-
ALT;18650926;-;-;-;975.6;0;-;12.9;-;-;-
ALT;18650927;-;-;-;971.6;0;-;18;-;-;-
ALT;18650928;-;-;-;971.2;0;-;13.3;-;-;-
ALT;18650929;-;-;-;969.3;0;-;13.1;-;-;-
ALT;18650930;-;-;-;966;0;-;12.7;-;-;-
ALT;18651001;-;-;-;963.6;0;-;14.5;-;-;-
ALT;18651002;-;-;-;963.8;0;-;13.3;-;-;-
ALT;18651003;-;-;-;967.9;0;-;12.9;-;-;-
ALT;18651004;-;-;-;968.7;0;-;11.3;-;-;-
ALT;18651005;-;-;-;964.4;0;-;8.5;-;-;-
ALT;18651006;-;-;-;963.8;0;-;7.9;-;-;-
ALT;18651007;-;-;-;963.5;0;-;8.2;-;-;-
ALT;18651008;-;-;-;955.7;0;-;15.6;-;-;-
ALT;18651009;-;-;-;948.5;0;-;19.9;-;-;-
ALT;18651010;-;-;-;952.1;6.9;-;12.7;-;-;-
ALT;18651011;-;-;-;956.6;14.2;-;11.9;-;-;-
ALT;18651012;-;-;-;959.9;2;-;11.3;-;-;-
ALT;18651013;-;-;-;954.8;8.9;-;11;-;-;-
ALT;18651014;-;-;-;959.3;0.7;-;10.3;-;-;-
ALT;18651015;-;-;-;964.3;9;-;10.1;-;-;-
ALT;18651016;-;-;-;964.4;4.8;-;9;-;-;-
ALT;18651017;-;-;-;955.5;0;-;7.4;-;-;-
ALT;18651018;-;-;-;943.9;0;-;14.5;-;-;-
ALT;18651019;-;-;-;943.9;29.4;-;10.6;-;-;-
ALT;18651020;-;-;-;953.5;0;-;10.5;-;-;-
ALT;18651021;-;-;-;960.9;2;-;9.4;-;-;-
ALT;18651022;-;-;-;954.3;0;-;16.1;-;-;-
ALT;18651023;-;-;-;955.6;15.1;-;8.8;-;-;-
ALT;18651024;-;-;-;961;0;-;8.1;-;-;-
ALT;18651025;-;-;-;957.4;0;-;10.9;-;-;-
ALT;18651026;-;-;-;962.5;0;-;9.3;-;-;-
ALT;18651027;-;-;-;950.2;0;-;10.3;-;-;-
ALT;18651028;-;-;-;952.1;7.6;-;6;-;-;-
ALT;18651029;-;-;-;961.2;8.8;-;6.1;-;-;-
ALT;18651030;-;-;-;956;0;-;12.5;-;-;-
ALT;18651031;-;-;-;959.1;0.1;-;9;-;-;-
ALT;18651101;-;-;-;962;15.7;-;6.8;-;-;-
ALT;18651102;-;-;-;963.5;34.8;-;4.9;-;-;-
ALT;18651103;-;-;-;959.2;8.5;-;6;-;-;-
ALT;18651104;-;-;-;961.8;4.7;-;6;-;-;-
ALT;18651105;-;-;-;962.7;0;-;5.5;-;-;-
ALT;18651106;-;-;-;962.7;0.3;-;6.1;-;-;-
ALT;18651107;-;-;-;963;0;-;5.9;-;-;-
ALT;18651108;-;-;-;952.8;0;-;10.1;-;-;-
ALT;18651109;-;-;-;956.8;10.4;-;6.8;-;-;-
ALT;18651110;-;-;-;963.2;0;-;6.6;-;-;-
ALT;18651111;-;-;-;972.2;0;-;2.5;-;-;-
ALT;18651112;-;-;-;975;0;-;1.4;-;-;-
ALT;18651113;-;-;-;975.6;0;-;0.5;-;-;-
ALT;18651114;-;-;-;978.3;0;-;-0.1;-;-;-
ALT;18651115;-;-;-;978.8;0;-;0.4;-;-;-
ALT;18651116;-;-;-;975.4;0;-;1.1;-;-;-
ALT;18651117;-;-;-;970.2;0;-;4.3;-;-;-
ALT;18651118;-;-;-;971;5.9;-;5.3;-;-;-
ALT;18651119;-;-;-;968.6;0.8;-;2.4;-;-;-
ALT;18651120;-;-;-;965;0;-;2.6;-;-;-
ALT;18651121;-;-;-;957.4;0;-;8.6;-;-;-
ALT;18651122;-;-;-;957;1;-;8.6;-;-;-
ALT;18651123;-;-;-;958.5;0;-;15.4;-;-;-
ALT;18651124;-;-;-;960.7;0;-;16.9;-;-;-
ALT;18651125;-;-;-;957;0;-;16.9;-;-;-
ALT;18651126;-;-;-;952.9;0;-;16.6;-;-;-
ALT;18651127;-;-;-;962.4;5.7;-;7.4;-;-;-
ALT;18651128;-;-;-;956;0;-;10.4;-;-;-
ALT;18651129;-;-;-;961.2;0.1;-;5.7;-;-;-
ALT;18651130;-;-;-;962.9;0;-;7.2;-;-;-
ALT;18651201;-;-;-;964.5;2.2;-;5;-;-;-
ALT;18651202;-;-;-;961;1.2;-;5.1;-;-;-
ALT;18651203;-;-;-;957.5;0;-;8.1;-;-;-
ALT;18651204;-;-;-;953.1;0;-;14;-;-;-
ALT;18651205;-;-;-;962.4;0.9;-;5.7;-;-;-
ALT;18651206;-;-;-;970;0;-;4.9;-;-;-
ALT;18651207;-;-;-;975.4;0;-;2.4;-;-;-
ALT;18651208;-;-;-;980.7;0;-;0.8;-;-;-
ALT;18651209;-;-;-;980.7;0;-;0.3;-;-;-
ALT;18651210;-;-;-;983.2;0;-;-2.1;-;-;-
ALT;18651211;-;-;-;980.2;0;-;-0.7;-;-;-
ALT;18651212;-;-;-;976.6;0;-;-1.6;-;-;-
ALT;18651213;-;-;-;974;0;-;-2.5;-;-;-
ALT;18651214;-;-;-;975.7;0;-;-4.2;-;-;-
ALT;18651215;-;-;-;976;0.6;-;-1.4;-;-;-
ALT;18651216;-;-;-;982.3;0;-;1.4;-;-;-
ALT;18651217;-;-;-;980.2;0;-;-4.3;-;-;-
ALT;18651218;-;-;-;975.8;0;-;-4.5;-;-;-
ALT;18651219;-;-;-;974.2;0;-;-4.3;-;-;-
ALT;18651220;-;-;-;977.3;0;-;-2.5;-;-;-
ALT;18651221;-;-;-;978.8;0;-;-3;-;-;-
ALT;18651222;-;-;-;978.7;0;-;-3.4;-;-;-
ALT;18651223;-;-;-;978;0;-;-2.4;-;-;-
ALT;18651224;-;-;-;979.6;0;-;-3.8;-;-;-
ALT;18651225;-;-;-;982.1;0;-;-4.1;-;-;-
ALT;18651226;-;-;-;979;0;-;-4.6;-;-;-
ALT;18651227;-;-;-;979.3;0;-;-5.7;-;-;-
ALT;18651228;-;-;-;974.6;0;-;-5.9;-;-;-
ALT;18651229;-;-;-;973;0;-;2.7;-;-;-
ALT;18651230;-;-;-;960.9;0;-;3.1;-;-;-
ALT;18651231;-;-;-;972.7;1;-;-1;-;-;-
ALT;18660101;-;-;-;-;0;-;8;-;-;-
ALT;18660102;-;-;-;-;0;-;1.5;-;-;-
ALT;18660103;-;-;-;-;0;-;3.4;-;-;-
ALT;18660104;-;-;-;-;0;-;1.4;-;-;-
ALT;18660105;-;-;-;-;0;-;-1.2;-;-;-
ALT;18660106;-;-;-;-;0;-;-1.8;-;-;-
ALT;18660107;-;-;-;-;0;-;1.1;-;-;-
ALT;18660108;-;-;-;-;33.4;-;2.6;-;-;-
ALT;18660109;-;-;-;-;0;-;3.4;-;-;-
ALT;18660110;-;-;-;-;2.6;-;2.3;-;-;-
ALT;18660111;-;-;-;-;0;-;6.8;-;-;-
ALT;18660112;-;-;-;-;0;-;1.7;-;-;-
ALT;18660113;-;-;-;-;0;-;1.3;-;-;-
ALT;18660114;-;-;-;-;14.1;-;4.3;-;-;-
ALT;18660115;-;-;-;-;0.2;-;2.8;-;-;-
ALT;18660116;-;-;-;-;0;-;4.8;-;-;-
ALT;18660117;-;-;-;-;9.6;-;5.4;-;-;-
ALT;18660118;-;-;-;-;0;-;3.8;-;-;-
ALT;18660119;-;-;-;-;0;-;2.9;-;-;-
ALT;18660120;-;-;-;-;0;-;2.4;-;-;-
ALT;18660121;-;-;-;-;0;-;2.8;-;-;-
ALT;18660122;-;-;-;-;0;-;1.9;-;-;-
ALT;18660123;-;-;-;-;0;-;2.4;-;-;-
ALT;18660124;-;-;-;-;18.5;-;1.9;-;-;-
ALT;18660125;-;-;-;-;0;-;0.1;-;-;-
ALT;18660126;-;-;-;-;0;-;1.2;-;-;-
ALT;18660127;-;-;-;-;0;-;1.8;-;-;-
ALT;18660128;-;-;-;-;0;-;2.1;-;-;-
ALT;18660129;-;-;-;-;0;-;4;-;-;-
ALT;18660130;-;-;-;-;0;-;4.1;-;-;-
ALT;18660131;-;-;-;-;0;-;6.4;-;-;-
ALT;18660201;-;-;-;-;0;-;9.4;-;-;-
ALT;18660202;-;-;-;-;33.9;-;7.2;-;-;-
ALT;18660203;-;-;-;-;11.2;-;4.9;-;-;-
ALT;18660204;-;-;-;-;9;-;4.2;-;-;-
ALT;18660205;-;-;-;-;10.3;-;4.1;-;-;-
ALT;18660206;-;-;-;-;9.3;-;4.7;-;-;-
ALT;18660207;-;-;-;-;5.1;-;8.8;-;-;-
ALT;18660208;-;-;-;-;2.3;-;7.3;-;-;-
ALT;18660209;-;-;-;-;1.7;-;4;-;-;-
ALT;18660210;-;-;-;-;0;-;8.2;-;-;-
ALT;18660211;-;-;-;-;4;-;8.9;-;-;-
ALT;18660212;-;-;-;-;6.2;-;4;-;-;-
ALT;18660213;-;-;-;-;29.6;-;2.1;-;-;-
ALT;18660214;-;-;-;-;0.6;-;2.3;-;-;-
ALT;18660215;-;-;-;-;0;-;2.8;-;-;-
ALT;18660216;-;-;-;-;0.1;-;2.8;-;-;-
ALT;18660217;-;-;-;-;0.6;-;4.1;-;-;-
ALT;18660218;-;-;-;-;0;-;9.9;-;-;-
ALT;18660219;-;-;-;-;0;-;5.2;-;-;-
ALT;18660220;-;-;-;-;3.5;-;3.6;-;-;-
ALT;18660221;-;-;-;-;0;-;4.3;-;-;-
ALT;18660222;-;-;-;-;0;-;5.1;-;-;-
ALT;18660223;-;-;-;-;1.3;-;3.6;-;-;-
ALT;18660224;-;-;-;-;1.2;-;3.9;-;-;-
ALT;18660225;-;-;-;-;4;-;1.7;-;-;-
ALT;18660226;-;-;-;-;0;-;2.7;-;-;-
ALT;18660227;-;-;-;-;0;-;9.4;-;-;-
ALT;18660228;-;-;-;-;0.6;-;9.3;-;-;-
ALT;18660301;-;-;-;-;0;-;9.7;-;-;-
ALT;18660302;-;-;-;-;0;-;8.2;-;-;-
ALT;18660303;-;-;-;-;0;-;5.7;-;-;-
ALT;18660304;-;-;-;-;0;-;9.9;-;-;-
ALT;18660305;-;-;-;-;0;-;7.8;-;-;-
ALT;18660306;-;-;-;-;18.6;-;4.1;-;-;-
ALT;18660307;-;-;-;-;0;-;6.9;-;-;-
ALT;18660308;-;-;-;-;14.6;-;3.7;-;-;-
ALT;18660309;-;-;-;-;6.4;-;1.8;-;-;-
ALT;18660310;-;-;-;-;15.6;-;2.8;-;-;-
ALT;18660311;-;-;-;-;0;-;2.2;-;-;-
ALT;18660312;-;-;-;-;0;-;2;-;-;-
ALT;18660313;-;-;-;-;0;-;3.6;-;-;-
ALT;18660314;-;-;-;-;2.6;-;1.2;-;-;-
ALT;18660315;-;-;-;-;4.3;-;-1.8;-;-;-
ALT;18660316;-;-;-;-;0;-;9.2;-;-;-
ALT;18660317;-;-;-;-;0;-;9.3;-;-;-
ALT;18660318;-;-;-;-;0;-;6.8;-;-;-
ALT;18660319;-;-;-;-;0;-;11.6;-;-;-
ALT;18660320;-;-;-;-;0;-;9.2;-;-;-
ALT;18660321;-;-;-;-;0;-;5.6;-;-;-
ALT;18660322;-;-;-;-;2.9;-;5.3;-;-;-
ALT;18660323;-;-;-;-;5;-;2.9;-;-;-
ALT;18660324;-;-;-;-;0;-;9;-;-;-
ALT;18660325;-;-;-;-;34.4;-;4.7;-;-;-
ALT;18660326;-;-;-;-;14.8;-;6.4;-;-;-
ALT;18660327;-;-;-;-;0;-;6.8;-;-;-
ALT;18660328;-;-;-;-;11.5;-;7.2;-;-;-
ALT;18660329;-;-;-;-;4.8;-;6.7;-;-;-
ALT;18660330;-;-;-;-;0;-;8.6;-;-;-
ALT;18660331;-;-;-;-;7.7;-;8.1;-;-;-
ALT;18660401;-;-;-;-;0;-;5.7;-;-;-
ALT;18660402;-;-;-;-;0;-;3;-;-;-
ALT;18660403;-;-;-;-;20.3;-;6.4;-;-;-
ALT;18660404;-;-;-;-;0;-;6.3;-;-;-
ALT;18660405;-;-;-;-;0;-;7;-;-;-
ALT;18660406;-;-;-;-;3.7;-;8;-;-;-
ALT;18660407;-;-;-;-;0;-;13.1;-;-;-
ALT;18660408;-;-;-;-;0;-;14.8;-;-;-
ALT;18660409;-;-;-;-;0.3;-;11.4;-;-;-
ALT;18660410;-;-;-;-;0;-;10.3;-;-;-
ALT;18660411;-;-;-;-;0;-;12.1;-;-;-
ALT;18660412;-;-;-;-;19.8;-;9.7;-;-;-
ALT;18660413;-;-;-;-;0;-;13.5;-;-;-
ALT;18660414;-;-;-;-;0;-;15.8;-;-;-
ALT;18660415;-;-;-;-;45.1;-;8.1;-;-;-
ALT;18660416;-;-;-;-;0;-;8.9;-;-;-
ALT;18660417;-;-;-;-;0;-;12.7;-;-;-
ALT;18660418;-;-;-;-;0;-;12.5;-;-;-
ALT;18660419;-;-;-;-;6;-;13.5;-;-;-
ALT;18660420;-;-;-;-;6.5;-;11.5;-;-;-
ALT;18660421;-;-;-;-;11.1;-;8.3;-;-;-
ALT;18660422;-;-;-;-;9.1;-;6.6;-;-;-
ALT;18660423;-;-;-;-;0;-;6.4;-;-;-
ALT;18660424;-;-;-;-;0;-;7.1;-;-;-
ALT;18660425;-;-;-;-;0;-;11.1;-;-;-
ALT;18660426;-;-;-;-;0;-;12.1;-;-;-
ALT;18660427;-;-;-;-;0;-;16.6;-;-;-
ALT;18660428;-;-;-;-;0;-;19.4;-;-;-
ALT;18660429;-;-;-;-;0;-;14.5;-;-;-
ALT;18660430;-;-;-;-;0;-;17.3;-;-;-
ALT;18660501;-;-;-;-;16.5;-;13.3;-;-;-
ALT;18660502;-;-;-;-;30.1;-;9.1;-;-;-
ALT;18660503;-;-;-;-;0.2;-;10.7;-;-;-
ALT;18660504;-;-;-;-;0;-;16.6;-;-;-
ALT;18660505;-;-;-;-;0.4;-;8.5;-;-;-
ALT;18660506;-;-;-;-;4.4;-;9.9;-;-;-
ALT;18660507;-;-;-;-;1.2;-;12.6;-;-;-
ALT;18660508;-;-;-;-;0;-;13.9;-;-;-
ALT;18660509;-;-;-;-;0;-;16.1;-;-;-
ALT;18660510;-;-;-;-;0;-;14.7;-;-;-
