stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
ELM;18790424;-;-;-;-;-;7.6;5.1;-;-;-
ELM;18790425;-;-;-;-;-;6.2;4;-;-;-
ELM;18790426;-;-;-;-;-;2.1;4.8;-;-;-
ELM;18790427;-;-;-;-;-;10.2;7.2;-;-;-
ELM;18790428;-;-;-;-;-;29.4;3;-;-;-
ELM;18790429;-;-;-;-;-;2.4;4.5;-;-;-
ELM;18790430;-;-;-;-;-;0;1.5;-;-;-
ELM;18790501;-;-;-;-;-;0;2.1;-;-;-
ELM;18790502;-;-;-;-;-;0.3;5.2;-;-;-
ELM;18790503;-;-;-;-;-;1.4;2.2;-;-;-
ELM;18790504;-;-;-;-;-;1.3;2.4;-;-;-
ELM;18790505;-;-;-;-;-;0;5.9;-;-;-
ELM;18790506;-;-;-;-;-;0;7.9;-;-;-
ELM;18790507;-;-;-;-;-;13.6;3.3;-;-;-
ELM;18790508;-;-;-;-;-;0.6;2.9;-;-;-
ELM;18790509;-;-;-;-;-;10.4;4.9;-;-;-
ELM;18790510;-;-;-;-;-;7.8;1.3;-;-;-
ELM;18790511;-;-;-;-;-;0;1.6;-;-;-
ELM;18790512;-;-;-;-;-;0;3.2;-;-;-
ELM;18790513;-;-;-;-;-;0;5.6;-;-;-
ELM;18790514;-;-;-;-;-;0;9.3;-;-;-
ELM;18790515;-;-;-;-;-;18.7;5.8;-;-;-
ELM;18790516;-;-;-;-;-;10.7;3.8;-;-;-
ELM;18790517;-;-;-;-;-;8.8;3.7;-;-;-
ELM;18790518;-;-;-;-;-;1.4;7.3;-;-;-
ELM;18790519;-;-;-;-;-;0;9.8;-;-;-
ELM;18790520;-;-;-;-;-;7.1;10.5;-;-;-
ELM;18790521;-;-;-;-;-;0;11;-;-;-
ELM;18790522;-;-;-;-;-;0;13.2;-;-;-
ELM;18790523;-;-;-;-;-;7.4;13.3;-;-;-
ELM;18790524;-;-;-;-;-;2.3;5.4;-;-;-
ELM;18790525;-;-;-;-;-;1.3;9.9;-;-;-
ELM;18790526;-;-;-;-;-;35;10.9;-;-;-
ELM;18790527;-;-;-;-;-;0;11.2;-;-;-
ELM;18790528;-;-;-;-;-;36.8;11.9;-;-;-
ELM;18790529;-;-;-;-;-;1.7;7.4;-;-;-
ELM;18790530;-;-;-;-;-;4.5;14.3;-;-;-
ELM;18790531;-;-;-;-;-;0;12.5;-;-;-
ELM;18790601;-;-;-;-;-;5.7;11.4;-;-;-
ELM;18790602;-;-;-;-;-;0;11.4;-;-;-
ELM;18790603;-;-;-;-;-;4.4;14.3;-;-;-
ELM;18790604;-;-;-;-;-;0.2;12.5;-;-;-
ELM;18790605;-;-;-;-;-;0.6;18.4;-;-;-
ELM;18790606;-;-;-;-;-;4.2;12.9;-;-;-
ELM;18790607;-;-;-;-;-;0.1;15.9;-;-;-
ELM;18790608;-;-;-;-;-;1.7;14.6;-;-;-
ELM;18790609;-;-;-;-;-;1.8;13.3;-;-;-
ELM;18790610;-;-;-;-;-;7.1;14.2;-;-;-
ELM;18790611;-;-;-;-;-;0;16.4;-;-;-
ELM;18790612;-;-;-;-;-;12.6;13.2;-;-;-
ELM;18790613;-;-;-;-;-;4.8;9.1;-;-;-
ELM;18790614;-;-;-;-;-;2.6;11;-;-;-
ELM;18790615;-;-;-;-;-;0;13.8;-;-;-
ELM;18790616;-;-;-;-;-;4.6;16.9;-;-;-
ELM;18790617;-;-;-;-;-;6.6;10.6;-;-;-
ELM;18790618;-;-;-;-;-;8.4;10.1;-;-;-
ELM;18790619;-;-;-;-;-;0;13.1;-;-;-
ELM;18790620;-;-;-;-;-;4;17.2;-;-;-
ELM;18790621;-;-;-;-;-;0;15.6;-;-;-
ELM;18790622;-;-;-;-;-;1.3;13.5;-;-;-
ELM;18790623;-;-;-;-;-;12.3;15.6;-;-;-
ELM;18790624;-;-;-;-;-;26.7;16.3;-;-;-
ELM;18790625;-;-;-;-;-;36.4;10.2;-;-;-
ELM;18790626;-;-;-;-;-;0;13.7;-;-;-
ELM;18790627;-;-;-;-;-;0;18.3;-;-;-
ELM;18790628;-;-;-;-;-;0;21.7;-;-;-
ELM;18790629;-;-;-;-;-;5.2;22;-;-;-
ELM;18790630;-;-;-;-;-;0;14.1;-;-;-
ELM;18790701;-;-;-;-;-;7.1;20.6;-;-;-
ELM;18790702;-;-;-;-;-;42.3;8.8;-;-;-
ELM;18790703;-;-;-;-;-;0;12.4;-;-;-
ELM;18790704;-;-;-;-;-;20.2;10.7;-;-;-
ELM;18790705;-;-;-;-;-;7.2;7.4;-;-;-
ELM;18790706;-;-;-;-;-;16.6;8.3;-;-;-
ELM;18790707;-;-;-;-;-;1.6;11.9;-;-;-
ELM;18790708;-;-;-;-;-;7.6;18.8;-;-;-
ELM;18790709;-;-;-;-;-;10.4;9.5;-;-;-
ELM;18790710;-;-;-;-;-;8.6;8.4;-;-;-
ELM;18790711;-;-;-;-;-;5.2;7.7;-;-;-
ELM;18790712;-;-;-;-;-;0;12.5;-;-;-
ELM;18790713;-;-;-;-;-;7.7;15.1;-;-;-
ELM;18790714;-;-;-;-;-;10.7;9;-;-;-
ELM;18790715;-;-;-;-;-;5.3;9.2;-;-;-
ELM;18790716;-;-;-;-;-;0.7;10.2;-;-;-
ELM;18790717;-;-;-;-;-;11.1;12.3;-;-;-
ELM;18790718;-;-;-;-;-;1.5;13.1;-;-;-
ELM;18790719;-;-;-;-;-;2.2;15.7;-;-;-
ELM;18790720;-;-;-;-;-;8.7;16.3;-;-;-
ELM;18790721;-;-;-;-;-;5.6;12.2;-;-;-
ELM;18790722;-;-;-;-;-;3.7;10.3;-;-;-
ELM;18790723;-;-;-;-;-;17.8;9.2;-;-;-
ELM;18790724;-;-;-;-;-;0;12;-;-;-
ELM;18790725;-;-;-;-;-;0;15.5;-;-;-
ELM;18790726;-;-;-;-;-;9.5;16.7;-;-;-
ELM;18790727;-;-;-;-;-;13.9;11.2;-;-;-
ELM;18790728;-;-;-;-;-;0;14.4;-;-;-
ELM;18790729;-;-;-;-;-;0;17.1;-;-;-
ELM;18790730;-;-;-;-;-;0.2;18.2;-;-;-
ELM;18790731;-;-;-;-;-;0;19;-;-;-
ELM;18790801;-;-;-;-;-;0;21;-;-;-
ELM;18790802;-;-;-;-;-;0;22;-;-;-
ELM;18790803;-;-;-;-;-;0;22.3;-;-;-
ELM;18790804;-;-;-;-;-;6.1;20.3;-;-;-
ELM;18790805;-;-;-;-;-;0;20.7;-;-;-
ELM;18790806;-;-;-;-;-;25.5;15.9;-;-;-
ELM;18790807;-;-;-;-;-;0;13.4;-;-;-
ELM;18790808;-;-;-;-;-;0;14.9;-;-;-
ELM;18790809;-;-;-;-;-;43;13.9;-;-;-
ELM;18790810;-;-;-;-;-;20.5;12;-;-;-
ELM;18790811;-;-;-;-;-;0;14.6;-;-;-
ELM;18790812;-;-;-;-;-;0;16.1;-;-;-
ELM;18790813;-;-;-;-;-;0;17.3;-;-;-
ELM;18790814;-;-;-;-;-;0;18.7;-;-;-
ELM;18790815;-;-;-;-;-;0;19;-;-;-
ELM;18790816;-;-;-;-;-;16.8;16.3;-;-;-
ELM;18790817;-;-;-;-;-;0.9;12.1;-;-;-
ELM;18790818;-;-;-;-;-;5.2;11.6;-;-;-
ELM;18790819;-;-;-;-;-;0.4;13.4;-;-;-
ELM;18790820;-;-;-;-;-;0;16.5;-;-;-
ELM;18790821;-;-;-;-;-;0;18.8;-;-;-
ELM;18790822;-;-;-;-;-;32.2;15.5;-;-;-
ELM;18790823;-;-;-;-;-;3.2;16;-;-;-
ELM;18790824;-;-;-;-;-;2;16.1;-;-;-
ELM;18790825;-;-;-;-;-;0;16;-;-;-
ELM;18790826;-;-;-;-;-;11.6;13.3;-;-;-
ELM;18790827;-;-;-;-;-;0;13.8;-;-;-
ELM;18790828;-;-;-;-;-;0;17.2;-;-;-
ELM;18790829;-;-;-;-;-;0;17.7;-;-;-
ELM;18790830;-;-;-;-;-;0;18.7;-;-;-
ELM;18790831;-;-;-;-;-;0;17.7;-;-;-
ELM;18790901;-;-;-;-;-;0.5;13.4;-;-;-
ELM;18790902;-;-;-;-;-;0;13.9;-;-;-
ELM;18790903;-;-;-;-;-;0;15.2;-;-;-
ELM;18790904;-;-;-;-;-;0;17.3;-;-;-
ELM;18790905;-;-;-;-;-;0;17;-;-;-
ELM;18790906;-;-;-;-;-;3;15.7;-;-;-
ELM;18790907;-;-;-;-;-;0;15.5;-;-;-
ELM;18790908;-;-;-;-;-;6.7;19.2;-;-;-
ELM;18790909;-;-;-;-;-;59.3;12.3;-;-;-
ELM;18790910;-;-;-;-;-;2.2;7.5;-;-;-
ELM;18790911;-;-;-;-;-;0;9.3;-;-;-
ELM;18790912;-;-;-;-;-;0;15;-;-;-
ELM;18790913;-;-;-;-;-;0;12.8;-;-;-
ELM;18790914;-;-;-;-;-;0;14.3;-;-;-
ELM;18790915;-;-;-;-;-;0;17.1;-;-;-
ELM;18790916;-;-;-;-;-;0;15.5;-;-;-
ELM;18790917;-;-;-;-;-;1.4;12.7;-;-;-
ELM;18790918;-;-;-;-;-;0;14.3;-;-;-
ELM;18790919;-;-;-;-;-;1.5;13.2;-;-;-
ELM;18790920;-;-;-;-;-;0.7;13.4;-;-;-
ELM;18790921;-;-;-;-;-;0;12.6;-;-;-
ELM;18790922;-;-;-;-;-;8.7;10.5;-;-;-
ELM;18790923;-;-;-;-;-;0;9.8;-;-;-
ELM;18790924;-;-;-;-;-;0.2;12.1;-;-;-
ELM;18790925;-;-;-;-;-;24.7;7;-;-;-
ELM;18790926;-;-;-;-;-;14.7;2.5;-;-;-
ELM;18790927;-;-;-;-;-;2.6;4.7;-;-;-
ELM;18790928;-;-;-;-;-;0;6.7;-;-;-
ELM;18790929;-;-;-;-;-;0;8;-;-;-
ELM;18790930;-;-;-;-;-;0;8.4;-;-;-
ELM;18791001;-;-;-;-;-;0;10;-;-;-
ELM;18791002;-;-;-;-;-;5.2;12.6;-;-;-
ELM;18791003;-;-;-;-;-;1.5;9;-;-;-
ELM;18791004;-;-;-;-;-;0;7.4;-;-;-
ELM;18791005;-;-;-;-;-;0;8.1;-;-;-
ELM;18791006;-;-;-;-;-;0;9;-;-;-
ELM;18791007;-;-;-;-;-;0;8.1;-;-;-
ELM;18791008;-;-;-;-;-;0;8.1;-;-;-
ELM;18791009;-;-;-;-;-;0;9.4;-;-;-
ELM;18791010;-;-;-;-;-;0;7.5;-;-;-
ELM;18791011;-;-;-;-;-;0;7;-;-;-
ELM;18791012;-;-;-;-;-;0;7.3;-;-;-
ELM;18791013;-;-;-;-;-;0;7.3;-;-;-
ELM;18791014;-;-;-;-;-;0;8.2;-;-;-
ELM;18791015;-;-;-;-;-;13.3;3.9;-;-;-
ELM;18791016;-;-;-;-;-;4.5;-0.8;-;-;-
ELM;18791017;-;-;-;-;-;11.6;0.1;-;-;-
ELM;18791018;-;-;-;-;-;25.7;0.8;-;-;-
ELM;18791019;-;-;-;-;-;15.1;3.5;-;-;-
ELM;18791020;-;-;-;-;-;12.1;6.9;-;-;-
ELM;18791021;-;-;-;-;-;7.3;2.3;-;-;-
ELM;18791022;-;-;-;-;-;3;1;-;-;-
ELM;18791023;-;-;-;-;-;0;-0.2;-;-;-
ELM;18791024;-;-;-;-;-;0;2.1;-;-;-
ELM;18791025;-;-;-;-;-;0;4.4;-;-;-
ELM;18791026;-;-;-;-;-;0;4.7;-;-;-
ELM;18791027;-;-;-;-;-;0;4.1;-;-;-
ELM;18791028;-;-;-;-;-;0;4.5;-;-;-
ELM;18791029;-;-;-;-;-;0;4;-;-;-
ELM;18791030;-;-;-;-;-;0;4.9;-;-;-
ELM;18791031;-;-;-;-;-;0;2.9;-;-;-
ELM;18791101;-;-;-;-;-;0;6.8;-;-;-
ELM;18791102;-;-;-;-;-;11.7;2.3;-;-;-
ELM;18791103;-;-;-;-;-;2.6;-2.5;-;-;-
ELM;18791104;-;-;-;-;-;0;-3.2;-;-;-
ELM;18791105;-;-;-;-;-;0;-2.2;-;-;-
ELM;18791106;-;-;-;-;-;21.1;0.8;-;-;-
ELM;18791107;-;-;-;-;-;27.8;-0.2;-;-;-
ELM;18791108;-;-;-;-;-;0;-3.1;-;-;-
ELM;18791109;-;-;-;-;-;0;0.6;-;-;-
ELM;18791110;-;-;-;-;-;0;2.6;-;-;-
ELM;18791111;-;-;-;-;-;0;2.4;-;-;-
ELM;18791112;-;-;-;-;-;28.3;0.7;-;-;-
ELM;18791113;-;-;-;-;-;4.5;-4.4;-;-;-
ELM;18791114;-;-;-;-;-;11.2;-3.2;-;-;-
ELM;18791115;-;-;-;-;-;0.3;-8;-;-;-
ELM;18791116;-;-;-;-;-;11.3;-6.9;-;-;-
ELM;18791117;-;-;-;-;-;20.4;-2.4;-;-;-
ELM;18791118;-;-;-;-;-;35.1;0.2;-;-;-
ELM;18791119;-;-;-;-;-;10.1;-1.8;-;-;-
ELM;18791120;-;-;-;-;-;20.8;-3.2;-;-;-
ELM;18791121;-;-;-;-;-;0;7.8;-;-;-
ELM;18791122;-;-;-;-;-;0;11.4;-;-;-
ELM;18791123;-;-;-;-;-;0;9.7;-;-;-
ELM;18791124;-;-;-;-;-;10.4;1.8;-;-;-
ELM;18791125;-;-;-;-;-;0;-0.8;-;-;-
ELM;18791126;-;-;-;-;-;0.2;-3.4;-;-;-
ELM;18791127;-;-;-;-;-;0;-7.8;-;-;-
ELM;18791128;-;-;-;-;-;0;-9;-;-;-
ELM;18791129;-;-;-;-;-;0;-7.7;-;-;-
ELM;18791130;-;-;-;-;-;0;-8.2;-;-;-
ELM;18791201;-;-;-;-;-;4.8;-7.9;-;-;-
ELM;18791202;-;-;-;-;-;0;-9.9;-;-;-
ELM;18791203;-;-;-;-;-;0;-5.6;-;-;-
ELM;18791204;-;-;-;-;-;4.7;-0.7;-;-;-
ELM;18791205;-;-;-;-;-;1.5;-3.7;-;-;-
ELM;18791206;-;-;-;-;-;13.3;-6.2;-;-;-
ELM;18791207;-;-;-;-;-;0;-14.5;-;-;-
ELM;18791208;-;-;-;-;-;0;-18.2;-;-;-
ELM;18791209;-;-;-;-;-;0;-18.5;-;-;-
ELM;18791210;-;-;-;-;-;0;-16.5;-;-;-
ELM;18791211;-;-;-;-;-;0.2;-12.9;-;-;-
ELM;18791212;-;-;-;-;-;3.1;-5.9;-;-;-
ELM;18791213;-;-;-;-;-;1.2;-7.7;-;-;-
ELM;18791214;-;-;-;-;-;0;-14;-;-;-
ELM;18791215;-;-;-;-;-;0;-13.1;-;-;-
ELM;18791216;-;-;-;-;-;0;-4.9;-;-;-
ELM;18791217;-;-;-;-;-;0;-5.7;-;-;-
ELM;18791218;-;-;-;-;-;0;-6.1;-;-;-
ELM;18791219;-;-;-;-;-;0;-7.2;-;-;-
ELM;18791220;-;-;-;-;-;0;-4.7;-;-;-
ELM;18791221;-;-;-;-;-;0;-2.3;-;-;-
ELM;18791222;-;-;-;-;-;0;-0.7;-;-;-
ELM;18791223;-;-;-;-;-;0;-2.2;-;-;-
ELM;18791224;-;-;-;-;-;0;-1.2;-;-;-
ELM;18791225;-;-;-;-;-;0;-3.7;-;-;-
ELM;18791226;-;-;-;-;-;0;-5.9;-;-;-
ELM;18791227;-;-;-;-;-;0;-5.8;-;-;-
ELM;18791228;-;-;-;-;-;0;-0.1;-;-;-
ELM;18791229;-;-;-;-;-;0;3.7;-;-;-
ELM;18791230;-;-;-;-;-;1.5;-0.4;-;-;-
ELM;18791231;-;-;-;-;-;0;1.1;-;-;-
ELM;18800101;-;-;-;-;-;9.8;3;-;-;-
ELM;18800102;-;-;-;-;-;0;1.3;-;-;-
ELM;18800103;-;-;-;-;-;0;-0.2;-;-;-
ELM;18800104;-;-;-;-;-;0;-3.9;-;-;-
ELM;18800105;-;-;-;-;-;0;-3.5;-;-;-
ELM;18800106;-;-;-;-;-;0;-5.7;-;-;-
ELM;18800107;-;-;-;-;-;0;-3;-;-;-
ELM;18800108;-;-;-;-;-;0;-6.2;-;-;-
ELM;18800109;-;-;-;-;-;0;-7.9;-;-;-
ELM;18800110;-;-;-;-;-;0;-10.5;-;-;-
ELM;18800111;-;-;-;-;-;0;-10.7;-;-;-
ELM;18800112;-;-;-;-;-;0;-9.7;-;-;-
ELM;18800113;-;-;-;-;-;0;-8.3;-;-;-
ELM;18800114;-;-;-;-;-;3.9;-4.8;-;-;-
ELM;18800115;-;-;-;-;-;3.8;-5.7;-;-;-
ELM;18800116;-;-;-;-;-;2.6;-7;-;-;-
ELM;18800117;-;-;-;-;-;16.3;-5.7;-;-;-
ELM;18800118;-;-;-;-;-;5.2;-7.6;-;-;-
ELM;18800119;-;-;-;-;-;0;-14.9;-;-;-
ELM;18800120;-;-;-;-;-;0;-12.1;-;-;-
ELM;18800121;-;-;-;-;-;0;-9.6;-;-;-
ELM;18800122;-;-;-;-;-;0;-10.9;-;-;-
ELM;18800123;-;-;-;-;-;0;-13.5;-;-;-
ELM;18800124;-;-;-;-;-;0;-12.4;-;-;-
ELM;18800125;-;-;-;-;-;0;-9.7;-;-;-
ELM;18800126;-;-;-;-;-;0;-7.7;-;-;-
ELM;18800127;-;-;-;-;-;0;-6.8;-;-;-
ELM;18800128;-;-;-;-;-;0;-0.6;-;-;-
ELM;18800129;-;-;-;-;-;0;3.3;-;-;-
ELM;18800130;-;-;-;-;-;0;5.3;-;-;-
ELM;18800131;-;-;-;-;-;0;2.2;-;-;-
ELM;18800201;-;-;-;-;-;0;0.9;-;-;-
ELM;18800202;-;-;-;-;-;0;-1.6;-;-;-
ELM;18800203;-;-;-;-;-;0;-2.1;-;-;-
ELM;18800204;-;-;-;-;-;0;-1.3;-;-;-
ELM;18800205;-;-;-;-;-;0;-1.2;-;-;-
ELM;18800206;-;-;-;-;-;0;-1.8;-;-;-
ELM;18800207;-;-;-;-;-;0;-1.5;-;-;-
ELM;18800208;-;-;-;-;-;0;1.7;-;-;-
ELM;18800209;-;-;-;-;-;0;-0.6;-;-;-
ELM;18800210;-;-;-;-;-;0;5.3;-;-;-
ELM;18800211;-;-;-;-;-;2.1;4.9;-;-;-
ELM;18800212;-;-;-;-;-;4;2.5;-;-;-
ELM;18800213;-;-;-;-;-;1.7;-0.4;-;-;-
ELM;18800214;-;-;-;-;-;0;-1.9;-;-;-
ELM;18800215;-;-;-;-;-;0;-1.1;-;-;-
ELM;18800216;-;-;-;-;-;0;4.7;-;-;-
ELM;18800217;-;-;-;-;-;4.9;9;-;-;-
ELM;18800218;-;-;-;-;-;3.1;3.3;-;-;-
ELM;18800219;-;-;-;-;-;0;4.5;-;-;-
ELM;18800220;-;-;-;-;-;1.7;5.4;-;-;-
ELM;18800221;-;-;-;-;-;0;4.6;-;-;-
ELM;18800222;-;-;-;-;-;15.5;3.8;-;-;-
ELM;18800223;-;-;-;-;-;13.7;0.4;-;-;-
ELM;18800224;-;-;-;-;-;4.4;0.6;-;-;-
ELM;18800225;-;-;-;-;-;0;0.4;-;-;-
ELM;18800226;-;-;-;-;-;0;-2.7;-;-;-
ELM;18800227;-;-;-;-;-;4.1;-2;-;-;-
ELM;18800228;-;-;-;-;-;0;-1.3;-;-;-
ELM;18800229;-;-;-;-;-;0;1.6;-;-;-
ELM;18800301;-;-;-;-;-;0;1.3;-;-;-
ELM;18800302;-;-;-;-;-;0;1.7;-;-;-
ELM;18800303;-;-;-;-;-;1.4;5.1;-;-;-
ELM;18800304;-;-;-;-;-;31.6;6.4;-;-;-
ELM;18800305;-;-;-;-;-;1.3;6.7;-;-;-
ELM;18800306;-;-;-;-;-;0;7.2;-;-;-
ELM;18800307;-;-;-;-;-;0;8.3;-;-;-
ELM;18800308;-;-;-;-;-;0;6.6;-;-;-
ELM;18800309;-;-;-;-;-;0;7.1;-;-;-
ELM;18800310;-;-;-;-;-;0;7.8;-;-;-
ELM;18800311;-;-;-;-;-;0;7.9;-;-;-
ELM;18800312;-;-;-;-;-;0;7.3;-;-;-
ELM;18800313;-;-;-;-;-;0;3.9;-;-;-
ELM;18800314;-;-;-;-;-;1.8;5.5;-;-;-
ELM;18800315;-;-;-;-;-;2.9;4.3;-;-;-
ELM;18800316;-;-;-;-;-;24.2;4.9;-;-;-
ELM;18800317;-;-;-;-;-;15.4;1;-;-;-
ELM;18800318;-;-;-;-;-;0;1.9;-;-;-
ELM;18800319;-;-;-;-;-;0;2;-;-;-
ELM;18800320;-;-;-;-;-;0;4.3;-;-;-
ELM;18800321;-;-;-;-;-;0;1.8;-;-;-
ELM;18800322;-;-;-;-;-;0;-0.7;-;-;-
ELM;18800323;-;-;-;-;-;0;1.6;-;-;-
ELM;18800324;-;-;-;-;-;0;2.3;-;-;-
ELM;18800325;-;-;-;-;-;0;4.3;-;-;-
ELM;18800326;-;-;-;-;-;0;6.6;-;-;-
ELM;18800327;-;-;-;-;-;0;6.9;-;-;-
ELM;18800328;-;-;-;-;-;0;5.9;-;-;-
ELM;18800329;-;-;-;-;-;0;7.2;-;-;-
ELM;18800330;-;-;-;-;-;2.9;6.3;-;-;-
ELM;18800331;-;-;-;-;-;0;5.5;-;-;-
ELM;18800401;-;-;-;-;-;13.2;3.9;-;-;-
ELM;18800402;-;-;-;-;-;0;2.7;-;-;-
ELM;18800403;-;-;-;-;-;11.3;4.8;-;-;-
ELM;18800404;-;-;-;-;-;7.9;7.6;-;-;-
ELM;18800405;-;-;-;-;-;1.2;3.4;-;-;-
ELM;18800406;-;-;-;-;-;0;3.3;-;-;-
ELM;18800407;-;-;-;-;-;39.1;2;-;-;-
ELM;18800408;-;-;-;-;-;6.5;2.1;-;-;-
ELM;18800409;-;-;-;-;-;2.6;4.4;-;-;-
ELM;18800410;-;-;-;-;-;0;2.3;-;-;-
ELM;18800411;-;-;-;-;-;1.8;4.6;-;-;-
ELM;18800412;-;-;-;-;-;0;4.5;-;-;-
ELM;18800413;-;-;-;-;-;0;8.1;-;-;-
ELM;18800414;-;-;-;-;-;0;11.5;-;-;-
ELM;18800415;-;-;-;-;-;0;12.9;-;-;-
ELM;18800416;-;-;-;-;-;0;14.1;-;-;-
ELM;18800417;-;-;-;-;-;12.1;10.1;-;-;-
ELM;18800418;-;-;-;-;-;0.7;7.6;-;-;-
ELM;18800419;-;-;-;-;-;0;9.5;-;-;-
ELM;18800420;-;-;-;-;-;0;11.4;-;-;-
ELM;18800421;-;-;-;-;-;0;9.6;-;-;-
ELM;18800422;-;-;-;-;-;0;11.1;-;-;-
ELM;18800423;-;-;-;-;-;0;9.1;-;-;-
ELM;18800424;-;-;-;-;-;1.6;10.4;-;-;-
ELM;18800425;-;-;-;-;-;0;10.1;-;-;-
ELM;18800426;-;-;-;-;-;6.4;11.6;-;-;-
ELM;18800427;-;-;-;-;-;0;7.9;-;-;-
ELM;18800428;-;-;-;-;-;20.1;7.3;-;-;-
ELM;18800429;-;-;-;-;-;2.7;6.2;-;-;-
ELM;18800430;-;-;-;-;-;0;3.8;-;-;-
ELM;18800501;-;-;-;-;-;0.3;3.8;-;-;-
ELM;18800502;-;-;-;-;-;0.5;7;-;-;-
ELM;18800503;-;-;-;-;-;0;9.6;-;-;-
ELM;18800504;-;-;-;-;-;0.7;9.5;-;-;-
ELM;18800505;-;-;-;-;-;2.8;10.8;-;-;-
ELM;18800506;-;-;-;-;-;0;11.4;-;-;-
ELM;18800507;-;-;-;-;-;13.1;7.7;-;-;-
ELM;18800508;-;-;-;-;-;0;1.1;-;-;-
ELM;18800509;-;-;-;-;-;2.2;2.6;-;-;-
ELM;18800510;-;-;-;-;-;0;4;-;-;-
ELM;18800511;-;-;-;-;-;0;6.6;-;-;-
ELM;18800512;-;-;-;-;-;0;13;-;-;-
ELM;18800513;-;-;-;-;-;0;11.6;-;-;-
ELM;18800514;-;-;-;-;-;0;14.1;-;-;-
ELM;18800515;-;-;-;-;-;0;14.6;-;-;-
ELM;18800516;-;-;-;-;-;0;13.6;-;-;-
ELM;18800517;-;-;-;-;-;0;14.6;-;-;-
ELM;18800518;-;-;-;-;-;5.4;6.4;-;-;-
ELM;18800519;-;-;-;-;-;0.5;2.2;-;-;-
ELM;18800520;-;-;-;-;-;0;7;-;-;-
ELM;18800521;-;-;-;-;-;0;8.6;-;-;-
ELM;18800522;-;-;-;-;-;9.1;9.6;-;-;-
ELM;18800523;-;-;-;-;-;1.5;8.8;-;-;-
ELM;18800524;-;-;-;-;-;0;12.4;-;-;-
ELM;18800525;-;-;-;-;-;0;16.6;-;-;-
ELM;18800526;-;-;-;-;-;0;18.3;-;-;-
ELM;18800527;-;-;-;-;-;0;19.4;-;-;-
ELM;18800528;-;-;-;-;-;29.6;13.1;-;-;-
ELM;18800529;-;-;-;-;-;10.5;4.8;-;-;-
ELM;18800530;-;-;-;-;-;9.2;4.9;-;-;-
ELM;18800531;-;-;-;-;-;0;3.3;-;-;-
ELM;18800601;-;-;-;-;-;0.3;9.4;-;-;-
ELM;18800602;-;-;-;-;-;9.4;10.4;-;-;-
ELM;18800603;-;-;-;-;-;0;9.9;-;-;-
ELM;18800604;-;-;-;-;-;40.4;10.3;-;-;-
ELM;18800605;-;-;-;-;-;8.3;6.5;-;-;-
ELM;18800606;-;-;-;-;-;1.7;7.8;-;-;-
ELM;18800607;-;-;-;-;-;0;11.4;-;-;-
ELM;18800608;-;-;-;-;-;0;12.9;-;-;-
ELM;18800609;-;-;-;-;-;0;13.7;-;-;-
ELM;18800610;-;-;-;-;-;2.2;17.8;-;-;-
ELM;18800611;-;-;-;-;-;29.8;16;-;-;-
ELM;18800612;-;-;-;-;-;25.7;8.1;-;-;-
ELM;18800613;-;-;-;-;-;13.3;9.5;-;-;-
ELM;18800614;-;-;-;-;-;0.1;12.9;-;-;-
ELM;18800615;-;-;-;-;-;0;12.9;-;-;-
ELM;18800616;-;-;-;-;-;0.4;12.7;-;-;-
ELM;18800617;-;-;-;-;-;6.7;14.1;-;-;-
ELM;18800618;-;-;-;-;-;0.1;14.3;-;-;-
ELM;18800619;-;-;-;-;-;1;15.6;-;-;-
ELM;18800620;-;-;-;-;-;16;13.9;-;-;-
ELM;18800621;-;-;-;-;-;8.8;12.6;-;-;-
ELM;18800622;-;-;-;-;-;8.7;12.5;-;-;-
ELM;18800623;-;-;-;-;-;5.8;13.1;-;-;-
ELM;18800624;-;-;-;-;-;10.4;11.3;-;-;-
ELM;18800625;-;-;-;-;-;10.6;12.3;-;-;-
ELM;18800626;-;-;-;-;-;20.4;11.4;-;-;-
ELM;18800627;-;-;-;-;-;8.5;9.4;-;-;-
ELM;18800628;-;-;-;-;-;0;19;-;-;-
ELM;18800629;-;-;-;-;-;0;16.6;-;-;-
ELM;18800630;-;-;-;-;-;12.4;16.6;-;-;-
ELM;18800701;-;-;-;-;-;2.7;17.1;-;-;-
ELM;18800702;-;-;-;-;-;0;16.7;-;-;-
ELM;18800703;-;-;-;-;-;5.3;17.4;-;-;-
ELM;18800704;-;-;-;-;-;22.7;10.7;-;-;-
ELM;18800705;-;-;-;-;-;0.9;10.9;-;-;-
ELM;18800706;-;-;-;-;-;0;13.9;-;-;-
ELM;18800707;-;-;-;-;-;0;16.7;-;-;-
ELM;18800708;-;-;-;-;-;0;14.1;-;-;-
ELM;18800709;-;-;-;-;-;0.6;15.3;-;-;-
ELM;18800710;-;-;-;-;-;10.1;14.7;-;-;-
ELM;18800711;-;-;-;-;-;4;15.1;-;-;-
ELM;18800712;-;-;-;-;-;0.5;16.6;-;-;-
ELM;18800713;-;-;-;-;-;4.1;15.8;-;-;-
