stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Relative Luftfeuchtigkeit (%);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Niederschlag (mm)
SIA;18650114;-;798.4;-;-;67;84.7;-3;-;-;6
SIA;18650115;-;795.5;-;-;17;77;-12.8;-;-;0
SIA;18650116;-;793.3;-;-;73;73.7;-13.5;-;-;0
SIA;18650117;-;788.7;-;-;67;85;-10.3;-;-;0
SIA;18650118;-;792.5;-;-;40;78.3;-13.3;-;-;4.2
SIA;18650119;-;799.9;-;-;3;83;-17.2;-;-;0
SIA;18650120;-;803.3;-;-;73;93.3;-12.1;-;-;0
SIA;18650121;-;804;-;-;100;91.7;-5.1;-;-;4.3
SIA;18650122;-;802.5;-;-;90;95.7;-4.1;-;-;4
SIA;18650123;-;806;-;-;33;79.3;-11.2;-;-;0
SIA;18650124;-;808;-;-;50;74.7;-3.7;-;-;0
SIA;18650125;-;806.9;-;-;37;73.7;-0.5;-;-;0
SIA;18650126;-;806.9;-;-;100;86;-0.4;-;-;0
SIA;18650127;-;800.5;-;-;100;96;-0.2;-;-;5.3
SIA;18650128;-;798.9;-;-;77;85;-4.5;-;-;13.3
SIA;18650129;-;808.7;-;-;0;64.3;-13.9;-;-;0
SIA;18650130;-;802.9;-;-;73;78;-8.8;-;-;0
SIA;18650131;-;799.8;-;-;57;77.3;-7.5;-;-;0
SIA;18650201;-;794;-;-;77;81;-6.1;-;-;0
SIA;18650202;-;798.1;-;-;73;71;-6;-;-;0
SIA;18650203;-;794.5;-;-;80;79.7;-6.1;-;-;0
SIA;18650204;-;797.1;-;-;67;75.7;-8.6;-;-;0
SIA;18650205;-;805.3;-;-;40;80.3;-9.4;-;-;0
SIA;18650206;-;806.9;-;-;87;76;-7.6;-;-;0
SIA;18650207;-;809.4;-;-;0;77.7;-11.1;-;-;0
SIA;18650208;-;807.7;-;-;23;64.3;-7.4;-;-;0
SIA;18650209;-;800.6;-;-;97;77;-10.6;-;-;0
SIA;18650210;-;803.6;-;-;47;67;-13.9;-;-;0
SIA;18650211;-;804.4;-;-;100;71.7;-17.9;-;-;0
SIA;18650212;-;803.6;-;-;50;84.3;-16.1;-;-;0
SIA;18650213;-;808.4;-;-;70;81.3;-12.2;-;-;0
SIA;18650214;-;810.6;-;-;0;79.7;-11.8;-;-;0
SIA;18650215;-;808.3;-;-;0;75.7;-13.7;-;-;0
SIA;18650216;-;806.1;-;-;0;70;-11.4;-;-;0
SIA;18650217;-;802.9;-;-;100;86.7;-6.3;-;-;4.3
SIA;18650218;-;807.8;-;-;67;79;-8.7;-;-;0
SIA;18650219;-;808.8;-;-;0;85;-6.1;-;-;3.5
SIA;18650220;-;803.6;-;-;93;83;-10.9;-;-;0
SIA;18650221;-;808;-;-;100;56.3;-12.1;-;-;0
SIA;18650222;-;811.9;-;-;43;62.3;-13.5;-;-;0
SIA;18650223;-;817.5;-;-;17;57;-13.5;-;-;0
SIA;18650224;-;815.8;-;-;0;62.7;-10.2;-;-;0
SIA;18650225;-;809.5;-;-;33;75.3;-5.6;-;-;0
SIA;18650226;-;814.3;-;-;3;78;-8.6;-;-;0
SIA;18650227;-;814.4;-;-;47;74;-4.9;-;-;0
SIA;18650228;-;810.3;-;-;33;80.3;-4;-;-;0
SIA;18650301;-;804.2;-;-;77;88.7;-4.3;-;-;2.8
SIA;18650302;-;807.2;-;-;67;73.3;-4.7;-;-;0
SIA;18650303;-;811.2;-;-;67;72;-4.8;-;-;0
SIA;18650304;-;815.7;-;-;30;71.7;-10.1;-;-;0
SIA;18650305;-;808.1;-;-;53;71;-10.1;-;-;0
SIA;18650306;-;800.9;-;-;70;88.3;-8.5;-;-;2.2
SIA;18650307;-;795.6;-;-;70;87.7;-6.3;-;-;19.1
SIA;18650308;-;793.8;-;-;77;78;-7.3;-;-;5.4
SIA;18650309;-;799;-;-;43;78;-8.8;-;-;0
SIA;18650310;-;803.4;-;-;3;78.3;-9.9;-;-;0
SIA;18650311;-;799.4;-;-;67;78.7;-8.3;-;-;0
SIA;18650312;-;802.9;-;-;10;77.3;-8.7;-;-;0
SIA;18650313;-;803;-;-;63;76;-5.1;-;-;0
SIA;18650314;-;801.6;-;-;60;83.7;-6.9;-;-;0
SIA;18650315;-;806.4;-;-;50;79.7;-7.4;-;-;0
SIA;18650316;-;803.8;-;-;40;71.7;-6.8;-;-;0
SIA;18650317;-;805.2;-;-;3;75;-9.4;-;-;0
SIA;18650318;-;808.5;-;-;57;80.3;-8.7;-;-;0
SIA;18650319;-;805.2;-;-;43;77.3;-6.8;-;-;0
SIA;18650320;-;798.9;-;-;100;88;-6.6;-;-;1.8
SIA;18650321;-;806.1;-;-;93;90.3;-8.9;-;-;1.6
SIA;18650322;-;800.7;-;-;100;85.7;-6;-;-;0.6
SIA;18650323;-;794.3;-;-;100;69;-7;-;-;2.8
SIA;18650324;-;797.6;-;-;77;68.7;-11.4;-;-;0
SIA;18650325;-;803.6;-;-;13;74.7;-13.6;-;-;0
SIA;18650326;-;804.5;-;-;63;83;-11.6;-;-;0
SIA;18650327;-;800.4;-;-;100;85.3;-7;-;-;4.4
SIA;18650328;-;800.5;-;-;67;68.7;-10.4;-;-;5.9
SIA;18650329;-;801.9;-;-;20;65;-13.8;-;-;0
SIA;18650330;-;804.8;-;-;37;72.7;-12.5;-;-;0
SIA;18650331;-;810.1;-;-;53;79.7;-10.3;-;-;0
SIA;18650401;-;812.4;-;-;0;73.3;-10.3;-;-;0
SIA;18650402;-;812.1;-;-;0;75.3;-8.8;-;-;0
SIA;18650403;-;813;-;-;50;82.7;-7.2;-;-;0
SIA;18650404;-;816.2;-;-;73;79.7;-3.3;-;-;0
SIA;18650405;-;825.7;-;-;33;75.7;-0.7;-;-;0
SIA;18650406;-;825.9;-;-;0;78.7;1;-;-;0
SIA;18650407;-;822.8;-;-;3;61.3;0.9;-;-;0
SIA;18650408;-;822.2;-;-;0;84;1.7;-;-;0
SIA;18650409;-;823.9;-;-;0;74;1.2;-;-;0
SIA;18650410;-;824.8;-;-;0;63.7;2.7;-;-;0
SIA;18650411;-;822.7;-;-;0;66;3;-;-;0
SIA;18650412;-;821.1;-;-;0;67.7;3.4;-;-;0
SIA;18650413;-;821.2;-;-;33;69.3;3.9;-;-;0
SIA;18650414;-;822.1;-;-;93;81.7;3.8;-;-;0
SIA;18650415;-;822.2;-;-;100;82.7;4.1;-;-;0
SIA;18650416;-;822.9;-;-;17;72.3;5.6;-;-;0
SIA;18650417;-;821.9;-;-;7;77;5.6;-;-;0
SIA;18650418;-;819.7;-;-;43;79.3;7;-;-;0
SIA;18650419;-;821.7;-;-;33;76;5.8;-;-;0
SIA;18650420;-;821.4;-;-;37;80.3;6.3;-;-;0
SIA;18650421;-;821.5;-;-;27;81.3;6.3;-;-;3
SIA;18650422;-;822.1;-;-;43;85;3.7;-;-;0
SIA;18650423;-;822.4;-;-;3;79.3;4.8;-;-;0
SIA;18650424;-;822.5;-;-;0;66;6.8;-;-;0
SIA;18650425;-;821.6;-;-;3;58.7;6.7;-;-;0
SIA;18650426;-;821.4;-;-;60;70.3;7.6;-;-;0
SIA;18650427;-;821.2;-;-;37;55.3;8.8;-;-;0
SIA;18650428;-;816.9;-;-;43;79.3;7.9;-;-;0
SIA;18650429;-;812.2;-;-;73;74.3;7.9;-;-;0
SIA;18650430;-;809.2;-;-;83;88.7;4.3;-;-;2.3
SIA;18650501;-;814.8;-;-;0;58.7;5.2;-;-;2.6
SIA;18650502;-;821.6;-;-;13;77.7;5.3;-;-;0
SIA;18650503;-;822.8;-;-;3;74.7;6.8;-;-;0
SIA;18650504;-;822.8;-;-;13;73;7.9;-;-;0
SIA;18650505;-;823.4;-;-;70;68;8.1;-;-;0
SIA;18650506;-;823.4;-;-;87;66;8.4;-;-;0
SIA;18650507;-;821.4;-;-;80;68.3;10.3;-;-;0
SIA;18650508;-;819.9;-;-;73;81.3;9.1;-;-;0
SIA;18650509;-;814.7;-;-;57;76.7;9.9;-;-;0
SIA;18650510;-;809.5;-;-;80;91;4.9;-;-;14.4
SIA;18650511;-;812;-;-;53;92.3;2.6;-;-;3.5
SIA;18650512;-;819.6;-;-;40;80.3;4.9;-;-;6.7
SIA;18650513;-;818.6;-;-;90;86.3;5.6;-;-;0
SIA;18650514;-;819.4;-;-;20;80;8.5;-;-;0
SIA;18650515;-;817.1;-;-;77;85.7;8.3;-;-;0
SIA;18650516;-;813.4;-;-;100;91.7;4;-;-;41.2
SIA;18650517;-;819.9;-;-;0;70;6;-;-;9.4
SIA;18650518;-;819.2;-;-;97;80;7.8;-;-;0
SIA;18650519;-;819.2;-;-;100;89;5.8;-;-;17.9
SIA;18650520;-;822.9;-;-;90;93;6.4;-;-;6.3
SIA;18650521;-;824.1;-;-;87;91.7;7.4;-;-;4.7
SIA;18650522;-;824.3;-;-;23;76;7.6;-;-;0
SIA;18650523;-;823.7;-;-;33;77;7.2;-;-;0
SIA;18650524;-;822.6;-;-;90;84.3;6.9;-;-;0.4
SIA;18650525;-;818.8;-;-;90;78.3;5.1;-;-;7
SIA;18650526;-;818.2;-;-;40;71.3;7;-;-;0
SIA;18650527;-;819.3;-;-;0;65;9.3;-;-;0
SIA;18650528;-;823;-;-;10;74.7;10.6;-;-;0
SIA;18650529;-;824.3;-;-;33;79.3;12.8;-;-;0
SIA;18650530;-;822.6;-;-;23;78.3;12.9;-;-;0.5
SIA;18650531;-;819.2;-;-;30;77;12.8;-;-;0
SIA;18650601;-;817.5;-;-;70;79;13.3;-;-;0
SIA;18650602;-;818.7;-;-;100;87;11.3;-;-;0
SIA;18650603;-;821.3;-;-;60;75;10;-;-;9.5
SIA;18650604;-;821.3;-;-;97;82.7;8.6;-;-;1.7
SIA;18650605;-;821.5;-;-;83;78.7;8.6;-;-;0
SIA;18650606;-;821.9;-;-;10;61.3;10.1;-;-;0
SIA;18650607;-;822.8;-;-;80;57.7;10.4;-;-;0
SIA;18650608;-;825;-;-;67;63.3;12;-;-;0
SIA;18650609;-;826.2;-;-;23;64.3;10.8;-;-;0
SIA;18650610;-;823.2;-;-;10;59.7;12.1;-;-;0
SIA;18650611;-;816.9;-;-;87;63;10.2;-;-;1.3
SIA;18650612;-;818.5;-;-;30;54.3;6.4;-;-;0
SIA;18650613;-;821.4;-;-;17;55;5.9;-;-;0
SIA;18650614;-;821.1;-;-;33;49.3;10.3;-;-;0
SIA;18650615;-;821.7;-;-;33;62;9.9;-;-;0
SIA;18650616;-;820;-;-;17;66.7;8.6;-;-;0
SIA;18650617;-;819.6;-;-;50;65.3;7.8;-;-;0
SIA;18650618;-;815.6;-;-;63;60.7;6.6;-;-;0
SIA;18650619;-;819.1;-;-;7;56.7;8.1;-;-;0
SIA;18650620;-;822.2;-;-;7;56;10.8;-;-;0
SIA;18650621;-;824.3;-;-;23;74;9.9;-;-;4.2
SIA;18650622;-;822.8;-;-;23;64.7;11;-;-;0
SIA;18650623;-;820.5;-;-;77;72;9.6;-;-;0.3
SIA;18650624;-;819.7;-;-;70;59.3;10.4;-;-;0
SIA;18650625;-;819;-;-;77;78.7;8.4;-;-;0.4
SIA;18650626;-;819.2;-;-;73;63;11.3;-;-;0
SIA;18650627;-;819.5;-;-;30;57.7;9.8;-;-;0
SIA;18650628;-;817.5;-;-;0;55.3;10.8;-;-;0
SIA;18650629;-;813.9;-;-;67;78.3;10.9;-;-;0
SIA;18650630;-;805.3;-;-;100;94;4.6;-;-;62.3
SIA;18650701;-;811.1;-;-;80;86.7;5.7;-;-;11.8
SIA;18650702;-;818.6;-;-;30;64.3;7.8;-;-;0.8
SIA;18650703;-;822;-;-;0;64;8.9;-;-;0
SIA;18650704;-;821.5;-;-;0;64.7;12.3;-;-;0
SIA;18650705;-;824.6;-;-;0;59.3;12.3;-;-;0
SIA;18650706;-;824.5;-;-;10;70.7;14;-;-;0
SIA;18650707;-;823.9;-;-;43;73.3;13.9;-;-;0
SIA;18650708;-;824.7;-;-;7;68;14.7;-;-;0
SIA;18650709;-;822.6;-;-;40;75.3;13;-;-;0
SIA;18650710;-;816.4;-;-;77;88.7;8.2;-;-;48.9
SIA;18650711;-;818.2;-;-;40;67.7;10.1;-;-;0
SIA;18650712;-;817.1;-;-;100;80;6.7;-;-;22.4
SIA;18650713;-;822.2;-;-;10;61;7.8;-;-;0
SIA;18650714;-;824;-;-;0;73.3;10.2;-;-;0
SIA;18650715;-;825.1;-;-;43;70.3;14.1;-;-;0
SIA;18650716;-;825.6;-;-;27;73.7;15.8;-;-;0
SIA;18650717;-;823.3;-;-;30;76.7;14.7;-;-;0
SIA;18650718;-;821.7;-;-;60;80;12.4;-;-;5.9
SIA;18650719;-;819.8;-;-;10;76;14;-;-;0
SIA;18650720;-;820.8;-;-;27;75.3;14.4;-;-;0
SIA;18650721;-;818.9;-;-;77;73;14.4;-;-;8.2
SIA;18650722;-;816.9;-;-;87;84;12;-;-;4.1
SIA;18650723;-;820.5;-;-;33;80.7;12.6;-;-;0
SIA;18650724;-;822.1;-;-;100;86;11.5;-;-;1.9
SIA;18650725;-;822;-;-;100;87.3;11.5;-;-;0
SIA;18650726;-;821;-;-;100;86;12.8;-;-;9.2
SIA;18650727;-;821.3;-;-;50;80;13.4;-;-;2.5
SIA;18650728;-;821.4;-;-;73;83.7;12.8;-;-;2.3
SIA;18650729;-;822.6;-;-;43;81.7;12.3;-;-;0.9
SIA;18650730;-;822.5;-;-;63;81.3;12.9;-;-;0.4
SIA;18650731;-;818.9;-;-;50;83;11.7;-;-;0
SIA;18650801;-;815.9;-;-;100;93.7;9.7;-;-;62.3
SIA;18650802;-;816.1;-;-;83;89;9.4;-;-;8.8
SIA;18650803;-;813.9;-;-;60;88.7;6.4;-;-;58
SIA;18650804;-;814.6;-;-;80;87.3;3.3;-;-;13.5
SIA;18650805;-;818.8;-;-;27;70.7;5.3;-;-;19.8
SIA;18650806;-;819.1;-;-;10;70;6.3;-;-;0
SIA;18650807;-;817.5;-;-;60;72;6.9;-;-;0
SIA;18650808;-;816.2;-;-;83;79.7;7.7;-;-;0
SIA;18650809;-;817.2;-;-;27;76;8.5;-;-;0
SIA;18650810;-;819.3;-;-;100;92.3;9;-;-;0
SIA;18650811;-;820.5;-;-;83;86.3;10.5;-;-;0
SIA;18650812;-;820.8;-;-;47;85.3;13.1;-;-;0
SIA;18650813;-;821.1;-;-;67;88.3;12.9;-;-;0
SIA;18650814;-;817.3;-;-;100;94.7;8;-;-;34
SIA;18650815;-;818.6;-;-;20;73.7;10;-;-;0
SIA;18650816;-;817.1;-;-;70;81.7;9.9;-;-;1
SIA;18650817;-;818;-;-;40;74.7;9.4;-;-;0
SIA;18650818;-;817.7;-;-;70;80.3;8.9;-;-;0
SIA;18650819;-;815.7;-;-;47;73.7;8.5;-;-;1.8
SIA;18650820;-;817.4;-;-;33;81.7;8.1;-;-;0
SIA;18650821;-;816.5;-;-;63;84.7;10.5;-;-;0
SIA;18650822;-;814.9;-;-;100;94;10;-;-;0
SIA;18650823;-;813.8;-;-;90;91.7;11.8;-;-;3.1
SIA;18650824;-;816.9;-;-;77;92;13;-;-;0
SIA;18650825;-;820.6;-;-;93;92.3;11.4;-;-;0
SIA;18650826;-;827;-;-;40;86.7;11.4;-;-;7
SIA;18650827;-;829.4;-;-;27;80;13.6;-;-;0
SIA;18650828;-;827.4;-;-;0;67;14.8;-;-;0
SIA;18650829;-;822.2;-;-;27;72.3;15.2;-;-;0
SIA;18650830;-;819.3;-;-;90;85.3;9.7;-;-;0.5
SIA;18650831;-;820;-;-;80;90;8.4;-;-;23.8
SIA;18650901;-;820.6;-;-;50;66.7;9.6;-;-;0
SIA;18650902;-;824.1;-;-;67;80;9.8;-;-;0
SIA;18650903;-;827;-;-;0;71.3;9.4;-;-;0
SIA;18650904;-;827.1;-;-;0;77;10.4;-;-;0
SIA;18650905;-;827.7;-;-;47;81;11;-;-;0
SIA;18650906;-;826.9;-;-;20;86.7;11.4;-;-;0
SIA;18650907;-;826.6;-;-;30;80.7;10.1;-;-;0
SIA;18650908;-;827.3;-;-;50;85;8.4;-;-;2
SIA;18650909;-;827.5;-;-;10;76;10.3;-;-;0
SIA;18650910;-;830.5;-;-;10;71;11.9;-;-;0
SIA;18650911;-;829.7;-;-;13;72.3;13.3;-;-;0
SIA;18650912;-;827;-;-;43;70.7;10.1;-;-;0
SIA;18650913;-;826;-;-;0;65.7;8.6;-;-;0
SIA;18650914;-;826.7;-;-;0;75;7.8;-;-;0
SIA;18650915;-;826.3;-;-;0;70;9.6;-;-;0
SIA;18650916;-;824.9;-;-;0;73;9.1;-;-;0
SIA;18650917;-;825.2;-;-;30;83;9.4;-;-;0
SIA;18650918;-;826.7;-;-;0;71.3;9.6;-;-;0
SIA;18650919;-;827.2;-;-;0;64.7;9.8;-;-;0
SIA;18650920;-;826.1;-;-;0;77.3;9.1;-;-;0
SIA;18650921;-;823.2;-;-;0;72.3;8.9;-;-;0
SIA;18650922;-;824.1;-;-;43;84.3;9.1;-;-;0
SIA;18650923;-;826.4;-;-;53;86.7;9.4;-;-;0
SIA;18650924;-;828;-;-;13;85.7;7.2;-;-;0
SIA;18650925;-;828;-;-;0;81;5.8;-;-;0
SIA;18650926;-;827.8;-;-;33;80;7.5;-;-;0
SIA;18650927;-;827.2;-;-;73;84;5.4;-;-;0
SIA;18650928;-;824.2;-;-;33;85;3.8;-;-;0
SIA;18650929;-;822.2;-;-;0;77;4.8;-;-;0
SIA;18650930;-;820;-;-;67;85.3;5.3;-;-;9.1
SIA;18651001;-;818.4;-;-;73;93.3;3.5;-;-;1.5
SIA;18651002;-;818.8;-;-;40;87.3;4.4;-;-;0
SIA;18651003;-;821.1;-;-;27;82.7;4.5;-;-;0
SIA;18651004;-;820.4;-;-;10;87.7;5.2;-;-;0
SIA;18651005;-;815.1;-;-;50;85.7;2;-;-;0
SIA;18651006;-;815.5;-;-;100;90.7;0.9;-;-;0
SIA;18651007;-;817.6;-;-;57;85;0.9;-;-;0
SIA;18651008;-;815.3;-;-;33;82;3.1;-;-;0
SIA;18651009;-;810.8;-;-;100;95.3;4.9;-;-;2.7
SIA;18651010;-;807.2;-;-;90;96;5.6;-;-;8.5
SIA;18651011;-;811.1;-;-;33;82.7;4.6;-;-;0.7
SIA;18651012;-;813.9;-;-;87;93.3;2.3;-;-;4.8
SIA;18651013;-;811.6;-;-;93;86.3;3;-;-;6.9
SIA;18651014;-;811.3;-;-;90;88.3;3.7;-;-;4.7
SIA;18651015;-;815.5;-;-;80;82.3;3.1;-;-;1.8
SIA;18651016;-;816.9;-;-;40;89;1.3;-;-;0.9
SIA;18651017;-;810.6;-;-;23;76.3;0.8;-;-;0
SIA;18651018;-;806.2;-;-;90;86.7;2.5;-;-;0
SIA;18651019;-;801.7;-;-;80;92.3;2.3;-;-;40.2
SIA;18651020;-;809.3;-;-;73;87;2;-;-;15.3
SIA;18651021;-;815.2;-;-;33;86.3;1.6;-;-;0
SIA;18651022;-;815;-;-;100;87.7;3.9;-;-;0
SIA;18651023;-;809.3;-;-;67;91.3;3.5;-;-;49.1
SIA;18651024;-;813.6;-;-;13;87.3;1.1;-;-;11.1
SIA;18651025;-;812.6;-;-;40;74.3;3.3;-;-;0
SIA;18651026;-;816.4;-;-;47;79.3;0.8;-;-;4.8
SIA;18651027;-;807.1;-;-;100;88.7;0.6;-;-;0
SIA;18651028;-;803.4;-;-;50;86.7;-0.9;-;-;8.3
SIA;18651029;-;814;-;-;23;85.3;-1.1;-;-;0
SIA;18651030;-;815.1;-;-;30;79;-0.4;-;-;0
SIA;18651031;-;812.5;-;-;100;96.3;0.8;-;-;11.7
SIA;18651101;-;813.6;-;-;100;93.3;1;-;-;12.2
SIA;18651102;-;812.7;-;-;100;91.7;1.2;-;-;32.7
SIA;18651103;-;809.7;-;-;100;91.3;1.2;-;-;7.5
SIA;18651104;-;810.4;-;-;100;92.3;0.8;-;-;0
SIA;18651105;-;812.3;-;-;100;82;-0.3;-;-;0
SIA;18651106;-;814.4;-;-;100;92.3;0.8;-;-;0
SIA;18651107;-;815.5;-;-;87;89.3;-1.6;-;-;0
SIA;18651108;-;812.8;-;-;100;88.3;0.8;-;-;0
SIA;18651109;-;808.1;-;-;60;87.3;-1.7;-;-;23.7
SIA;18651110;-;810.4;-;-;27;80.7;-1.8;-;-;0
SIA;18651111;-;819.6;-;-;3;80;-4.8;-;-;0
SIA;18651112;-;823.2;-;-;0;69;-2.2;-;-;0
SIA;18651113;-;826.3;-;-;0;54.7;-4.8;-;-;0
SIA;18651114;-;828.6;-;-;0;64.7;-7.5;-;-;0
SIA;18651115;-;828.3;-;-;10;66.3;-6.5;-;-;0
SIA;18651116;-;825.7;-;-;0;66.3;-5.8;-;-;0
SIA;18651117;-;821.9;-;-;90;69.3;-1.4;-;-;0
SIA;18651118;-;820.1;-;-;97;79.3;-0.4;-;-;0
SIA;18651119;-;821.5;-;-;0;69;-6.9;-;-;0
SIA;18651120;-;818.9;-;-;40;68.3;-5.1;-;-;0
SIA;18651121;-;815.1;-;-;83;80.3;-1.8;-;-;0
SIA;18651122;-;814.1;-;-;90;87.7;0.1;-;-;3.4
SIA;18651123;-;819.2;-;-;57;89.3;1.5;-;-;0
SIA;18651124;-;820.2;-;-;43;90.3;2.2;-;-;0
SIA;18651125;-;818.2;-;-;87;95;1.5;-;-;0
SIA;18651126;-;815.1;-;-;100;93.3;2.2;-;-;0
SIA;18651127;-;815;-;-;100;94.7;1;-;-;33.1
SIA;18651128;-;813.5;-;-;100;77.7;-1.1;-;-;13.9
SIA;18651129;-;813;-;-;100;93;-1;-;-;13.5
SIA;18651130;-;816.4;-;-;67;90.3;-0.6;-;-;0
SIA;18651201;-;814.2;-;-;100;94.7;0.1;-;-;11.7
SIA;18651202;-;812.8;-;-;100;93.3;0.8;-;-;17.6
SIA;18651203;-;813.9;-;-;100;94.3;0.1;-;-;3.4
SIA;18651204;-;810.4;-;-;100;83.3;0.4;-;-;0
SIA;18651205;-;811;-;-;100;90.7;0.4;-;-;3.5
SIA;18651206;-;818.4;-;-;40;81.7;-4;-;-;0
SIA;18651207;-;824.3;-;-;0;79;-7.8;-;-;0
SIA;18651208;-;828.7;-;-;0;78.3;-9;-;-;0
SIA;18651209;-;829.2;-;-;0;73;-10;-;-;0
SIA;18651210;-;829.3;-;-;0;67.7;-7.2;-;-;0
SIA;18651211;-;823.8;-;-;27;65.3;-6.3;-;-;0
SIA;18651212;-;821.2;-;-;0;80;-10.9;-;-;0
SIA;18651213;-;819.4;-;-;0;80;-16.4;-;-;0
SIA;18651214;-;819.3;-;-;0;70.3;-13.8;-;-;0
SIA;18651215;-;817.6;-;-;60;62.7;-9.6;-;-;0
SIA;18651216;-;823.5;-;-;0;59.3;-8.4;-;-;0
SIA;18651217;-;823.3;-;-;30;73.7;-7.9;-;-;0
SIA;18651218;-;821.8;-;-;0;76;-9.6;-;-;0
SIA;18651219;-;821.6;-;-;0;74;-8.6;-;-;0
SIA;18651220;-;823.9;-;-;0;75.7;-8.3;-;-;0
SIA;18651221;-;826.9;-;-;0;66.3;-7.9;-;-;0
SIA;18651222;-;826.8;-;-;0;57.7;-3.1;-;-;0
SIA;18651223;-;827.6;-;-;0;71.7;-3.4;-;-;0
SIA;18651224;-;828.9;-;-;0;70;-5.6;-;-;0
SIA;18651225;-;828.6;-;-;0;65.7;-5.9;-;-;0
SIA;18651226;-;829.8;-;-;0;69;-7.7;-;-;0
SIA;18651227;-;827;-;-;0;69.7;-7.4;-;-;0
SIA;18651228;-;825;-;-;0;72.7;-9;-;-;0
SIA;18651229;-;821.6;-;-;0;70.3;-8.1;-;-;0
SIA;18651230;-;817;-;-;100;90.3;-4.3;-;-;0
SIA;18651231;-;822.4;-;-;87;89;-3.4;-;-;1.8
SIA;18660101;-;816.9;-;-;100;92.7;-2.8;-;-;7.1
SIA;18660102;-;821.9;-;-;40;87.3;-7.3;-;-;0
SIA;18660103;-;822.3;-;-;97;84.3;-6.3;-;-;0
SIA;18660104;-;821.8;-;-;83;83;-4.1;-;-;0
SIA;18660105;-;818.8;-;-;0;83;-8.1;-;-;0
SIA;18660106;-;817.3;-;-;17;77.7;-8.3;-;-;0
SIA;18660107;-;815.3;-;-;60;70;-5.8;-;-;0
SIA;18660108;-;808.6;-;-;67;82.3;-3.9;-;-;0
SIA;18660109;-;800.7;-;-;40;90;-5.9;-;-;0
SIA;18660110;-;799.4;-;-;60;84.3;-9.5;-;-;3.9
SIA;18660111;-;801.6;-;-;100;83.7;-4.7;-;-;2.1
SIA;18660112;-;805.4;-;-;60;83;-4.9;-;-;18.9
SIA;18660113;-;816.1;-;-;37;75.7;-12.4;-;-;0
SIA;18660114;-;823.2;-;-;63;81;-3.1;-;-;0
SIA;18660115;-;824.4;-;-;20;81;-5.1;-;-;0
SIA;18660116;-;822;-;-;60;77.7;-1.2;-;-;0
SIA;18660117;-;821.5;-;-;67;71.7;-3.5;-;-;0
SIA;18660118;-;825.7;-;-;43;80.7;-3;-;-;0
SIA;18660119;-;822.4;-;-;0;85;-6.6;-;-;0
SIA;18660120;-;820.4;-;-;50;85.7;-5.6;-;-;0
SIA;18660121;-;822.7;-;-;0;76.7;-7.2;-;-;0
SIA;18660122;-;825.5;-;-;0;71.7;-5.6;-;-;0
SIA;18660123;-;818;-;-;70;81;-5.5;-;-;0
SIA;18660124;-;825.8;-;-;0;77.7;-6;-;-;0
SIA;18660125;-;830;-;-;33;70.7;-5.1;-;-;0
SIA;18660126;-;830.4;-;-;0;80.3;-4.6;-;-;0
SIA;18660127;-;829.1;-;-;0;73.3;-5.9;-;-;0
SIA;18660128;-;825.2;-;-;0;71.3;-6.6;-;-;0
SIA;18660129;-;818.6;-;-;23;78.7;-7.7;-;-;0
SIA;18660130;-;819.2;-;-;0;74.3;-6.5;-;-;0
SIA;18660131;-;819.3;-;-;40;77.3;-4.7;-;-;0
SIA;18660201;-;817.4;-;-;100;94.3;-2.1;-;-;0
SIA;18660202;-;815.6;-;-;97;89.7;0.5;-;-;6.7
SIA;18660203;-;815.6;-;-;47;75.3;-5.8;-;-;0
SIA;18660204;-;819;-;-;53;73.3;-7.9;-;-;0
SIA;18660205;-;816.5;-;-;53;70.7;-4.8;-;-;0
SIA;18660206;-;819.1;-;-;90;75.7;-2.1;-;-;0
SIA;18660207;-;818.7;-;-;40;70;1.3;-;-;0
SIA;18660208;-;816.3;-;-;53;64.3;0.1;-;-;0
SIA;18660209;-;819.8;-;-;20;69;-5.1;-;-;0
SIA;18660210;-;818;-;-;37;83;-4;-;-;0
SIA;18660211;-;811.4;-;-;100;94;-1.5;-;-;7.5
SIA;18660212;-;805.9;-;-;100;94.3;-0.9;-;-;11.1
SIA;18660213;-;805.9;-;-;70;86.3;-5.3;-;-;7.5
SIA;18660214;-;811.2;-;-;23;74;-11.8;-;-;0
SIA;18660215;-;806.9;-;-;93;75.7;-9.9;-;-;0
SIA;18660216;-;813.5;-;-;-;76.3;-7.3;-;-;0
SIA;18660217;-;817.6;-;-;30;82;-7.5;-;-;0
SIA;18660218;-;816;-;-;83;87;-3.2;-;-;0
SIA;18660219;-;812.7;-;-;93;92;-1.5;-;-;8.2
SIA;18660220;-;813.1;-;-;93;88;-1.9;-;-;0
SIA;18660221;-;814.6;-;-;100;95.7;0.2;-;-;0
SIA;18660222;-;816.6;-;-;50;83;0;-;-;0
SIA;18660223;-;814.7;-;-;50;75.7;-2.4;-;-;0
SIA;18660224;-;810;-;-;73;82.7;-3.3;-;-;2.4
SIA;18660225;-;809.8;-;-;10;75.7;-8.9;-;-;0
