stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur
CHM;18650227;-;-;-;-;887.5;-;0;-0.3;-;-
CHM;18650228;-;-;-;-;880.7;-;0;0.6;-;-
CHM;18650301;-;-;-;-;876.1;-;2.9;-1.1;-;-
CHM;18650302;-;-;-;-;879.3;-;2.9;-1.2;-;-
CHM;18650303;-;-;-;-;887.9;-;7.1;-4.7;-;-
CHM;18650304;-;-;-;-;889.7;-;1.7;-4.8;-;-
CHM;18650305;-;-;-;-;875.7;-;0;-2.5;-;-
CHM;18650306;-;-;-;-;867.8;-;0.3;-1;-;-
CHM;18650307;-;-;-;-;868.2;-;2.6;-3.3;-;-
CHM;18650308;-;-;-;-;865.4;-;1.6;-4.9;-;-
CHM;18650309;-;-;-;-;872.9;-;1.3;-5.3;-;-
CHM;18650310;-;-;-;-;876.8;-;0.2;-4.8;-;-
CHM;18650311;-;-;-;-;868.1;-;1.9;-4.5;-;-
CHM;18650312;-;-;-;-;874.5;-;0.1;-4.1;-;-
CHM;18650313;-;-;-;-;875.3;-;0;-4.7;-;-
CHM;18650314;-;-;-;-;870.7;-;0;-3.6;-;-
CHM;18650315;-;-;-;-;876.7;-;0;-2.9;-;-
CHM;18650316;-;-;-;-;877.7;-;0;-6.5;-;-
CHM;18650317;-;-;-;-;877.9;-;0.2;-5.5;-;-
CHM;18650318;-;-;-;-;879.7;-;0;-3.9;-;-
CHM;18650319;-;-;-;-;872.7;-;0;-3.2;-;-
CHM;18650320;-;-;-;-;869.1;-;5.2;-10.5;-;-
CHM;18650321;-;-;-;-;874.6;-;3.9;-3.8;-;-
CHM;18650322;-;-;-;-;870;-;0;-2.6;-;-
CHM;18650323;-;-;-;-;869.9;-;1;-8.8;-;-
CHM;18650324;-;-;-;-;871.9;-;1.1;-7.1;-;-
CHM;18650325;-;-;-;-;877.1;-;1.9;-6.7;-;-
CHM;18650326;-;-;-;-;870.6;-;0;-3.7;-;-
CHM;18650327;-;-;-;-;873.1;-;2;-6.1;-;-
CHM;18650328;-;-;-;-;875.9;-;0.2;-9.5;-;-
CHM;18650329;-;-;-;-;878.1;-;0.1;-10.8;-;-
CHM;18650330;-;-;-;-;880.2;-;0.4;-8.5;-;-
CHM;18650331;-;-;-;-;884.1;-;2;-6.1;-;-
CHM;18650401;-;-;-;-;885.5;-;0;-4.4;-;-
CHM;18650402;-;-;-;-;883.1;-;0;0.2;-;-
CHM;18650403;-;-;-;-;881.4;-;0;1.8;-;-
CHM;18650404;-;-;-;-;889.8;-;0;5.7;-;-
CHM;18650405;-;-;-;-;897.1;-;0;6.9;-;-
CHM;18650406;-;-;-;-;896.3;-;0;8.7;-;-
CHM;18650407;-;-;-;-;891.7;-;0;8.6;-;-
CHM;18650408;-;-;-;-;889.6;-;0;9.3;-;-
CHM;18650409;-;-;-;-;892.8;-;0;10.4;-;-
CHM;18650410;-;-;-;-;894.3;-;0;11.5;-;-
CHM;18650411;-;-;-;-;891.7;-;0;11.5;-;-
CHM;18650412;-;-;-;-;889.2;-;0;10.4;-;-
CHM;18650413;-;-;-;-;889.4;-;0;9.6;-;-
CHM;18650414;-;-;-;-;888.3;-;0;8.3;-;-
CHM;18650415;-;-;-;-;889.9;-;0;9.1;-;-
CHM;18650416;-;-;-;-;891;-;7.1;11.8;-;-
CHM;18650417;-;-;-;-;887.2;-;0;14.1;-;-
CHM;18650418;-;-;-;-;884.7;-;0;14.2;-;-
CHM;18650419;-;-;-;-;888;-;0;14.9;-;-
CHM;18650420;-;-;-;-;889.9;-;6.9;9.9;-;-
CHM;18650421;-;-;-;-;887.8;-;0;13.9;-;-
CHM;18650422;-;-;-;-;888.7;-;0;13.7;-;-
CHM;18650423;-;-;-;-;891.2;-;0;13;-;-
CHM;18650424;-;-;-;-;891.8;-;0;14.4;-;-
CHM;18650425;-;-;-;-;890.6;-;0;15.1;-;-
CHM;18650426;-;-;-;-;890.9;-;0;14;-;-
CHM;18650427;-;-;-;-;890.3;-;0;14.4;-;-
CHM;18650428;-;-;-;-;885.3;-;0;13.8;-;-
CHM;18650429;-;-;-;-;880.7;-;0;12.3;-;-
CHM;18650430;-;-;-;-;879.1;-;0;8.1;-;-
CHM;18650501;-;-;-;-;885.3;-;0;9.4;-;-
CHM;18650502;-;-;-;-;891.4;-;0;11.2;-;-
CHM;18650503;-;-;-;-;890.7;-;0;12.4;-;-
CHM;18650504;-;-;-;-;889.3;-;0;14.1;-;-
CHM;18650505;-;-;-;-;887.9;-;0;15.3;-;-
CHM;18650506;-;-;-;-;889.7;-;0;13.6;-;-
CHM;18650507;-;-;-;-;888.9;-;2.1;14.8;-;-
CHM;18650508;-;-;-;-;885.3;-;6.6;14.9;-;-
CHM;18650509;-;-;-;-;879.1;-;0;13;-;-
CHM;18650510;-;-;-;-;875.7;-;2.9;10.1;-;-
CHM;18650511;-;-;-;-;881.3;-;6.6;5.3;-;-
CHM;18650512;-;-;-;-;887.2;-;0.6;8.9;-;-
CHM;18650513;-;-;-;-;887.5;-;1.8;10.5;-;-
CHM;18650514;-;-;-;-;885.3;-;0;13.7;-;-
CHM;18650515;-;-;-;-;883;-;2.8;10.6;-;-
CHM;18650516;-;-;-;-;884;-;27.6;5.4;-;-
CHM;18650517;-;-;-;-;888;-;0.8;10.9;-;-
CHM;18650518;-;-;-;-;886.1;-;2.7;10.4;-;-
CHM;18650519;-;-;-;-;890.7;-;0.3;8.3;-;-
CHM;18650520;-;-;-;-;890;-;0.8;10.1;-;-
CHM;18650521;-;-;-;-;890.4;-;0;13.5;-;-
CHM;18650522;-;-;-;-;890.7;-;0;13.4;-;-
CHM;18650523;-;-;-;-;890.6;-;0.3;14.4;-;-
CHM;18650524;-;-;-;-;890.9;-;9;8.9;-;-
CHM;18650525;-;-;-;-;889.7;-;17.3;7.7;-;-
CHM;18650526;-;-;-;-;887.7;-;0;11.4;-;-
CHM;18650527;-;-;-;-;887.5;-;0;14.9;-;-
CHM;18650528;-;-;-;-;890.9;-;0;17.3;-;-
CHM;18650529;-;-;-;-;891.4;-;0;16.9;-;-
CHM;18650530;-;-;-;-;889.9;-;1.5;18.4;-;-
CHM;18650531;-;-;-;-;885.9;-;0.6;16.2;-;-
CHM;18650601;-;-;-;-;882.9;-;4.5;16.4;-;-
CHM;18650602;-;-;-;-;886.6;-;2.3;11.2;-;-
CHM;18650603;-;-;-;-;891.5;-;0.6;11.2;-;-
CHM;18650604;-;-;-;-;891.6;-;11.6;11.1;-;-
CHM;18650605;-;-;-;-;893.3;-;1.8;11.9;-;-
CHM;18650606;-;-;-;-;893;-;0;11.8;-;-
CHM;18650607;-;-;-;-;893.3;-;0;13.3;-;-
CHM;18650608;-;-;-;-;895.7;-;0;13.3;-;-
CHM;18650609;-;-;-;-;896;-;0;13.9;-;-
CHM;18650610;-;-;-;-;891.8;-;0;17.4;-;-
CHM;18650611;-;-;-;-;887.5;-;0;11.9;-;-
CHM;18650612;-;-;-;-;891;-;0;6.3;-;-
CHM;18650613;-;-;-;-;893.2;-;0;7.6;-;-
CHM;18650614;-;-;-;-;892.5;-;0;12.8;-;-
CHM;18650615;-;-;-;-;891.9;-;0;10.9;-;-
CHM;18650616;-;-;-;-;890.6;-;0;9.4;-;-
CHM;18650617;-;-;-;-;890.1;-;0;11.2;-;-
CHM;18650618;-;-;-;-;887;-;0;9.2;-;-
CHM;18650619;-;-;-;-;889.5;-;0;9.9;-;-
CHM;18650620;-;-;-;-;892.7;-;0;14.8;-;-
CHM;18650621;-;-;-;-;893.3;-;0;15.4;-;-
CHM;18650622;-;-;-;-;891.9;-;0;16.5;-;-
CHM;18650623;-;-;-;-;890.4;-;0;15;-;-
CHM;18650624;-;-;-;-;889.3;-;0;15.8;-;-
CHM;18650625;-;-;-;-;888.9;-;0;10.3;-;-
CHM;18650626;-;-;-;-;889.9;-;0;13.6;-;-
CHM;18650627;-;-;-;-;890.1;-;0;12;-;-
CHM;18650628;-;-;-;-;886.5;-;0;15.4;-;-
CHM;18650629;-;-;-;-;879.2;-;0;14.8;-;-
CHM;18650630;-;-;-;-;873.1;-;33;7.3;-;-
CHM;18650701;-;-;-;-;879.4;-;0;7.7;-;-
CHM;18650702;-;-;-;-;890.2;-;9.2;9.4;-;-
CHM;18650703;-;-;-;-;890.5;-;0;13.6;-;-
CHM;18650704;-;-;-;-;890.6;-;0;16.7;-;-
CHM;18650705;-;-;-;-;893.3;-;0;18.6;-;-
CHM;18650706;-;-;-;-;890.2;-;0;19.8;-;-
CHM;18650707;-;-;-;-;889.8;-;0;20.6;-;-
CHM;18650708;-;-;-;-;890.9;-;0;19.9;-;-
CHM;18650709;-;-;-;-;889.8;-;4.6;15.1;-;-
CHM;18650710;-;-;-;-;886.9;-;18.4;10.7;-;-
CHM;18650711;-;-;-;-;885.8;-;0;13.5;-;-
CHM;18650712;-;-;-;-;888.8;-;2.6;8.4;-;-
CHM;18650713;-;-;-;-;891.7;-;0;11.9;-;-
CHM;18650714;-;-;-;-;891;-;0;16;-;-
CHM;18650715;-;-;-;-;891.7;-;0;21;-;-
CHM;18650716;-;-;-;-;892.2;-;0;22.5;-;-
CHM;18650717;-;-;-;-;889.4;-;0;22.2;-;-
CHM;18650718;-;-;-;-;888.1;-;0.6;17;-;-
CHM;18650719;-;-;-;-;884.3;-;0;20.3;-;-
CHM;18650720;-;-;-;-;884.2;-;12.2;21.3;-;-
CHM;18650721;-;-;-;-;883;-;0;14.4;-;-
CHM;18650722;-;-;-;-;886.6;-;5.9;12;-;-
CHM;18650723;-;-;-;-;889.2;-;0;14;-;-
CHM;18650724;-;-;-;-;891.5;-;7.1;12.6;-;-
CHM;18650725;-;-;-;-;892.3;-;0.6;13.5;-;-
CHM;18650726;-;-;-;-;891.4;-;3.7;13.7;-;-
CHM;18650727;-;-;-;-;890.5;-;10.9;16.4;-;-
CHM;18650728;-;-;-;-;890.6;-;14.2;15.1;-;-
CHM;18650729;-;-;-;-;891.7;-;0.2;15.3;-;-
CHM;18650730;-;-;-;-;890.2;-;0;15.8;-;-
CHM;18650731;-;-;-;-;884.9;-;0;16.5;-;-
CHM;18650801;-;-;-;-;883;-;15.2;12.1;-;-
CHM;18650802;-;-;-;-;884.3;-;0;10.5;-;-
CHM;18650803;-;-;-;-;883.3;-;0;8.5;-;-
CHM;18650804;-;-;-;-;885.9;-;11.3;5.7;-;-
CHM;18650805;-;-;-;-;890;-;8.5;7.6;-;-
CHM;18650806;-;-;-;-;889;-;0;9.6;-;-
CHM;18650807;-;-;-;-;887.7;-;0;11.2;-;-
CHM;18650808;-;-;-;-;885.9;-;7.7;10.1;-;-
CHM;18650809;-;-;-;-;884.2;-;0;13;-;-
CHM;18650810;-;-;-;-;884.6;-;0.3;14.5;-;-
CHM;18650811;-;-;-;-;884.7;-;0;15.6;-;-
CHM;18650812;-;-;-;-;887.8;-;2.2;15.9;-;-
CHM;18650813;-;-;-;-;888.2;-;0;13.3;-;-
CHM;18650814;-;-;-;-;886.5;-;16;10.5;-;-
CHM;18650815;-;-;-;-;887.1;-;0;12.5;-;-
CHM;18650816;-;-;-;-;885;-;2.5;11.6;-;-
CHM;18650817;-;-;-;-;887;-;13.8;10;-;-
CHM;18650818;-;-;-;-;887.3;-;0;11.5;-;-
CHM;18650819;-;-;-;-;885.7;-;27.2;10.5;-;-
CHM;18650820;-;-;-;-;885.1;-;1.1;13.4;-;-
CHM;18650821;-;-;-;-;883.8;-;0;15;-;-
CHM;18650822;-;-;-;-;881;-;10;13.8;-;-
CHM;18650823;-;-;-;-;880.1;-;15;13.8;-;-
CHM;18650824;-;-;-;-;884.3;-;0.3;12.9;-;-
CHM;18650825;-;-;-;-;887.1;-;1;12.2;-;-
CHM;18650826;-;-;-;-;893.9;-;8.3;14.1;-;-
CHM;18650827;-;-;-;-;895;-;2;19.2;-;-
CHM;18650828;-;-;-;-;891.4;-;0;21.5;-;-
CHM;18650829;-;-;-;-;888;-;0;14.3;-;-
CHM;18650830;-;-;-;-;889.5;-;0;10.3;-;-
CHM;18650831;-;-;-;-;891.3;-;20;9;-;-
CHM;18650901;-;-;-;-;892.7;-;0;10.3;-;-
CHM;18650902;-;-;-;-;894.9;-;1.6;12;-;-
CHM;18650903;-;-;-;-;894.7;-;0;15.3;-;-
CHM;18650904;-;-;-;-;894;-;0;16.9;-;-
CHM;18650905;-;-;-;-;895.4;-;0;17.6;-;-
CHM;18650906;-;-;-;-;894.2;-;0;17.2;-;-
CHM;18650907;-;-;-;-;892.9;-;0;16.9;-;-
CHM;18650908;-;-;-;-;893.1;-;0;16.2;-;-
CHM;18650909;-;-;-;-;895.7;-;0;17.1;-;-
CHM;18650910;-;-;-;-;897.7;-;0.3;18.5;-;-
CHM;18650911;-;-;-;-;898.5;-;0;17.1;-;-
CHM;18650912;-;-;-;-;896.6;-;0;12.8;-;-
CHM;18650913;-;-;-;-;894.3;-;0;11.5;-;-
CHM;18650914;-;-;-;-;895.1;-;0;14.3;-;-
CHM;18650915;-;-;-;-;894.6;-;0;15.3;-;-
CHM;18650916;-;-;-;-;893.1;-;0;14.8;-;-
CHM;18650917;-;-;-;-;893.7;-;0;15.1;-;-
CHM;18650918;-;-;-;-;896.1;-;0;15;-;-
CHM;18650919;-;-;-;-;895.7;-;0;12.9;-;-
CHM;18650920;-;-;-;-;893.9;-;0;14.4;-;-
CHM;18650921;-;-;-;-;891;-;0;16.2;-;-
CHM;18650922;-;-;-;-;892.2;-;0;16.1;-;-
CHM;18650923;-;-;-;-;894.5;-;0;13.4;-;-
CHM;18650924;-;-;-;-;896.6;-;0;13.9;-;-
CHM;18650925;-;-;-;-;896.7;-;0;12.6;-;-
CHM;18650926;-;-;-;-;895.7;-;0;12.8;-;-
CHM;18650927;-;-;-;-;893.4;-;0;12.6;-;-
CHM;18650928;-;-;-;-;893;-;0;13.2;-;-
CHM;18650929;-;-;-;-;890.9;-;0;12.7;-;-
CHM;18650930;-;-;-;-;887.7;-;0;11.7;-;-
CHM;18651001;-;-;-;-;885.6;-;0;11.8;-;-
CHM;18651002;-;-;-;-;885.9;-;0;12;-;-
CHM;18651003;-;-;-;-;889.5;-;0;12.4;-;-
CHM;18651004;-;-;-;-;889.5;-;0;9;-;-
CHM;18651005;-;-;-;-;884.4;-;0;4.3;-;-
CHM;18651006;-;-;-;-;883.9;-;0;5.7;-;-
CHM;18651007;-;-;-;-;884.6;-;0;9.4;-;-
CHM;18651008;-;-;-;-;878.3;-;0;10.5;-;-
CHM;18651009;-;-;-;-;872.7;-;1.1;10.6;-;-
CHM;18651010;-;-;-;-;874.1;-;3.1;8.9;-;-
CHM;18651011;-;-;-;-;878.2;-;1.3;7.5;-;-
CHM;18651012;-;-;-;-;880.7;-;3.5;6.1;-;-
CHM;18651013;-;-;-;-;876.5;-;0.4;8.3;-;-
CHM;18651014;-;-;-;-;884;-;4.1;5.8;-;-
CHM;18651015;-;-;-;-;884.6;-;1.5;5.8;-;-
CHM;18651016;-;-;-;-;884.9;-;0;5.3;-;-
CHM;18651017;-;-;-;-;876.2;-;0;6.1;-;-
CHM;18651018;-;-;-;-;865.5;-;0;8.8;-;-
CHM;18651019;-;-;-;-;866.3;-;3;3.4;-;-
CHM;18651020;-;-;-;-;874.6;-;11.7;4.7;-;-
CHM;18651021;-;-;-;-;881.4;-;6.5;6.5;-;-
CHM;18651022;-;-;-;-;875.7;-;0.2;7.2;-;-
CHM;18651023;-;-;-;-;877.1;-;88.8;4.8;-;-
CHM;18651024;-;-;-;-;881.9;-;10.2;5.4;-;-
CHM;18651025;-;-;-;-;880.6;-;2.2;4.5;-;-
CHM;18651026;-;-;-;-;882.9;-;8.3;5.7;-;-
CHM;18651027;-;-;-;-;871;-;16.6;4.5;-;-
CHM;18651028;-;-;-;-;872;-;11.1;1.1;-;-
CHM;18651029;-;-;-;-;880.3;-;1.3;2.3;-;-
CHM;18651030;-;-;-;-;877.4;-;1.4;5.5;-;-
CHM;18651031;-;-;-;-;878.7;-;13.7;3.3;-;-
CHM;18651101;-;-;-;-;881.8;-;0;2;-;-
CHM;18651102;-;-;-;-;882.6;-;4.2;0.9;-;-
CHM;18651103;-;-;-;-;879.1;-;2.5;0.4;-;-
CHM;18651104;-;-;-;-;881;-;5.8;-1;-;-
CHM;18651105;-;-;-;-;882.2;-;0.1;-0.8;-;-
CHM;18651106;-;-;-;-;881.9;-;0;-0.2;-;-
CHM;18651107;-;-;-;-;882.2;-;0;0.7;-;-
CHM;18651108;-;-;-;-;875.3;-;0;4.5;-;-
CHM;18651109;-;-;-;-;877.4;-;6.1;0.3;-;-
CHM;18651110;-;-;-;-;882.7;-;0;-0.3;-;-
CHM;18651111;-;-;-;-;889.9;-;0;-0.4;-;-
CHM;18651112;-;-;-;-;892.3;-;0;-0.6;-;-
CHM;18651113;-;-;-;-;893;-;0;-1.6;-;-
CHM;18651114;-;-;-;-;895.5;-;0;1.8;-;-
CHM;18651115;-;-;-;-;896.5;-;0;3.8;-;-
CHM;18651116;-;-;-;-;894.3;-;0;2.7;-;-
CHM;18651117;-;-;-;-;889.8;-;0;4.2;-;-
CHM;18651118;-;-;-;-;890.2;-;7.4;2.2;-;-
CHM;18651119;-;-;-;-;888.6;-;0;0.5;-;-
CHM;18651120;-;-;-;-;884.5;-;0;3.6;-;-
CHM;18651121;-;-;-;-;879.5;-;0;3.9;-;-
CHM;18651122;-;-;-;-;878.4;-;11;6.6;-;-
CHM;18651123;-;-;-;-;881;-;0.7;9.1;-;-
CHM;18651124;-;-;-;-;881.8;-;0;7.3;-;-
CHM;18651125;-;-;-;-;877.7;-;0;8.1;-;-
CHM;18651126;-;-;-;-;875.4;-;0.2;5.5;-;-
CHM;18651127;-;-;-;-;881.7;-;12.1;2.2;-;-
CHM;18651128;-;-;-;-;877.3;-;2;2.1;-;-
CHM;18651129;-;-;-;-;880.5;-;0;1.1;-;-
CHM;18651130;-;-;-;-;883;-;16.7;1.2;-;-
CHM;18651201;-;-;-;-;882.6;-;8.2;-0.1;-;-
CHM;18651202;-;-;-;-;878.9;-;0;0.5;-;-
CHM;18651203;-;-;-;-;876.7;-;0;4;-;-
CHM;18651204;-;-;-;-;872.7;-;0;2.3;-;-
CHM;18651205;-;-;-;-;879.9;-;2;0.3;-;-
CHM;18651206;-;-;-;-;887.6;-;0;1.2;-;-
CHM;18651207;-;-;-;-;892.1;-;0;-2.9;-;-
CHM;18651208;-;-;-;-;897.1;-;0;-1.1;-;-
CHM;18651209;-;-;-;-;896.3;-;0;-4.8;-;-
CHM;18651210;-;-;-;-;898.9;-;0;0.5;-;-
CHM;18651211;-;-;-;-;894.3;-;0;-4.2;-;-
CHM;18651212;-;-;-;-;891.1;-;0;-6.3;-;-
CHM;18651213;-;-;-;-;888.9;-;0;-8.6;-;-
CHM;18651214;-;-;-;-;889.4;-;0;-7.3;-;-
CHM;18651215;-;-;-;-;893.4;-;0.3;-6.1;-;-
CHM;18651216;-;-;-;-;896.2;-;0;-6.8;-;-
CHM;18651217;-;-;-;-;894.2;-;0;-3;-;-
CHM;18651218;-;-;-;-;890.3;-;0;-4.1;-;-
CHM;18651219;-;-;-;-;889.3;-;0;-5.7;-;-
CHM;18651220;-;-;-;-;892.6;-;0;-4.4;-;-
CHM;18651221;-;-;-;-;894.1;-;0;2.1;-;-
CHM;18651222;-;-;-;-;893.7;-;0;4.7;-;-
CHM;18651223;-;-;-;-;894.7;-;0;2.9;-;-
CHM;18651224;-;-;-;-;897;-;0;5.6;-;-
CHM;18651225;-;-;-;-;897.5;-;0;5.8;-;-
CHM;18651226;-;-;-;-;896.1;-;0;4.5;-;-
CHM;18651227;-;-;-;-;895.3;-;0;0.3;-;-
CHM;18651228;-;-;-;-;892.5;-;0;-0.6;-;-
CHM;18651229;-;-;-;-;885.8;-;0;-0.5;-;-
CHM;18651230;-;-;-;-;883.3;-;1.1;-0.7;-;-
CHM;18651231;-;-;-;-;888.8;-;0;-1.5;-;-
CHM;18660101;-;-;-;-;-;-;0;-0.2;-;-
CHM;18660102;-;-;-;-;-;-;4.1;-2.5;-;-
CHM;18660103;-;-;-;-;-;-;0;1.1;-;-
CHM;18660104;-;-;-;-;-;-;0;0.6;-;-
CHM;18660105;-;-;-;-;-;-;0;1.8;-;-
CHM;18660106;-;-;-;-;-;-;0;2.6;-;-
CHM;18660107;-;-;-;-;-;-;2.6;-0.3;-;-
CHM;18660108;-;-;-;-;-;-;7.3;0.3;-;-
CHM;18660109;-;-;-;-;-;-;4;-1.7;-;-
CHM;18660110;-;-;-;-;-;-;8.8;-3.6;-;-
CHM;18660111;-;-;-;-;-;-;2.2;-0.8;-;-
CHM;18660112;-;-;-;-;-;-;5.8;-4.5;-;-
CHM;18660113;-;-;-;-;-;-;0;-3.8;-;-
CHM;18660114;-;-;-;-;-;-;6.4;2.2;-;-
CHM;18660115;-;-;-;-;-;-;0;2;-;-
CHM;18660116;-;-;-;-;-;-;0;0.4;-;-
CHM;18660117;-;-;-;-;-;-;3.5;0.5;-;-
CHM;18660118;-;-;-;-;-;-;0;2.2;-;-
CHM;18660119;-;-;-;-;-;-;0;2.8;-;-
CHM;18660120;-;-;-;-;-;-;0;1.2;-;-
CHM;18660121;-;-;-;-;-;-;0;1;-;-
CHM;18660122;-;-;-;-;-;-;0;2.7;-;-
CHM;18660123;-;-;-;-;-;-;2.3;-0.4;-;-
CHM;18660124;-;-;-;-;-;-;0.8;-1.6;-;-
CHM;18660125;-;-;-;-;-;-;0;1;-;-
CHM;18660126;-;-;-;-;-;-;0;2.5;-;-
CHM;18660127;-;-;-;-;-;-;0;2.4;-;-
CHM;18660128;-;-;-;-;-;-;0;3.1;-;-
CHM;18660129;-;-;-;-;-;-;0;2.2;-;-
CHM;18660130;-;-;-;-;-;-;0;1.9;-;-
CHM;18660131;-;-;-;-;-;-;0;2.6;-;-
CHM;18660201;-;-;-;-;-;-;0;2.9;-;-
CHM;18660202;-;-;-;-;-;-;30.3;5.4;-;-
CHM;18660203;-;-;-;-;-;-;6.8;0.2;-;-
CHM;18660204;-;-;-;-;-;-;2.2;-1.9;-;-
CHM;18660205;-;-;-;-;-;-;8.8;-0.6;-;-
CHM;18660206;-;-;-;-;-;-;6.3;1.8;-;-
CHM;18660207;-;-;-;-;-;-;3.2;4.2;-;-
CHM;18660208;-;-;-;-;-;-;2;-0.2;-;-
CHM;18660209;-;-;-;-;-;-;0.8;1.5;-;-
CHM;18660210;-;-;-;-;-;-;0;5.2;-;-
CHM;18660211;-;-;-;-;-;-;2;0.9;-;-
CHM;18660212;-;-;-;-;-;-;4.4;0.3;-;-
CHM;18660213;-;-;-;-;-;-;2.1;-1.7;-;-
CHM;18660214;-;-;-;-;-;-;1;-3.5;-;-
CHM;18660215;-;-;-;-;-;-;1.5;-2.7;-;-
CHM;18660216;-;-;-;-;-;-;6.3;0.5;-;-
CHM;18660217;-;-;-;-;-;-;0.2;0.8;-;-
CHM;18660218;-;-;-;-;-;-;0;2.7;-;-
CHM;18660219;-;-;-;-;-;-;3.2;2.3;-;-
CHM;18660220;-;-;-;-;-;-;0.1;3.1;-;-
CHM;18660221;-;-;-;-;-;-;11.6;3.5;-;-
CHM;18660222;-;-;-;-;-;-;5.9;-0.2;-;-
CHM;18660223;-;-;-;-;-;-;0;0.3;-;-
CHM;18660224;-;-;-;-;-;-;0.5;-1.7;-;-
CHM;18660225;-;-;-;-;-;-;0.2;-3.6;-;-
CHM;18660226;-;-;-;-;-;-;0;-1.3;-;-
CHM;18660227;-;-;-;-;-;-;0;1.7;-;-
CHM;18660228;-;-;-;-;-;-;2.3;1.6;-;-
CHM;18660301;-;-;-;-;-;-;0;0.1;-;-
CHM;18660302;-;-;-;-;-;-;10.2;1.4;-;-
CHM;18660303;-;-;-;-;-;-;7.1;-0.4;-;-
CHM;18660304;-;-;-;-;-;-;0;2.7;-;-
CHM;18660305;-;-;-;-;-;-;21.2;0.5;-;-
CHM;18660306;-;-;-;-;-;-;17.5;-2.1;-;-
CHM;18660307;-;-;-;-;-;-;0.4;-0.6;-;-
CHM;18660308;-;-;-;-;-;-;5.2;-2.2;-;-
CHM;18660309;-;-;-;-;-;-;3.1;-3.3;-;-
CHM;18660310;-;-;-;-;-;-;7.6;-3.4;-;-
CHM;18660311;-;-;-;-;-;-;0;-3.4;-;-
CHM;18660312;-;-;-;-;-;-;0;-1.8;-;-
CHM;18660313;-;-;-;-;-;-;1.5;-1.8;-;-
CHM;18660314;-;-;-;-;-;-;5.4;-5.9;-;-
CHM;18660315;-;-;-;-;-;-;0;-5.4;-;-
CHM;18660316;-;-;-;-;-;-;0;1.4;-;-
CHM;18660317;-;-;-;-;-;-;0;0.4;-;-
CHM;18660318;-;-;-;-;-;-;4.2;1;-;-
CHM;18660319;-;-;-;-;-;-;0;0.3;-;-
CHM;18660320;-;-;-;-;-;-;4.9;3.3;-;-
CHM;18660321;-;-;-;-;-;-;0;2;-;-
CHM;18660322;-;-;-;-;-;-;0;-1.8;-;-
CHM;18660323;-;-;-;-;-;-;0.3;-2.8;-;-
CHM;18660324;-;-;-;-;-;-;0.2;1.2;-;-
CHM;18660325;-;-;-;-;-;-;7.4;0.3;-;-
CHM;18660326;-;-;-;-;-;-;3.7;0.5;-;-
CHM;18660327;-;-;-;-;-;-;0;2.8;-;-
CHM;18660328;-;-;-;-;-;-;2;2.3;-;-
CHM;18660329;-;-;-;-;-;-;0;3.8;-;-
CHM;18660330;-;-;-;-;-;-;0;4.1;-;-
CHM;18660331;-;-;-;-;-;-;3.2;4.5;-;-
CHM;18660401;-;-;-;-;-;-;0.8;1.8;-;-
CHM;18660402;-;-;-;-;-;-;11.1;-1.6;-;-
CHM;18660403;-;-;-;-;-;-;0;0.9;-;-
CHM;18660404;-;-;-;-;-;-;0;1.4;-;-
CHM;18660405;-;-;-;-;-;-;0;3.4;-;-
CHM;18660406;-;-;-;-;-;-;0;3.3;-;-
CHM;18660407;-;-;-;-;-;-;0.4;5.9;-;-
CHM;18660408;-;-;-;-;-;-;0;5;-;-
CHM;18660409;-;-;-;-;-;-;1.4;4.1;-;-
CHM;18660410;-;-;-;-;-;-;0;3.6;-;-
CHM;18660411;-;-;-;-;-;-;0;6.8;-;-
CHM;18660412;-;-;-;-;-;-;5.1;5.2;-;-
CHM;18660413;-;-;-;-;-;-;0;9.1;-;-
CHM;18660414;-;-;-;-;-;-;4.1;5.5;-;-
CHM;18660415;-;-;-;-;-;-;5.2;2.8;-;-
CHM;18660416;-;-;-;-;-;-;0;6.5;-;-
CHM;18660417;-;-;-;-;-;-;0;11.1;-;-
CHM;18660418;-;-;-;-;-;-;0;8.9;-;-
CHM;18660419;-;-;-;-;-;-;1.2;11.6;-;-
CHM;18660420;-;-;-;-;-;-;14.8;5.3;-;-
CHM;18660421;-;-;-;-;-;-;13;3.2;-;-
CHM;18660422;-;-;-;-;-;-;3.2;2.5;-;-
CHM;18660423;-;-;-;-;-;-;1.4;-0.5;-;-
CHM;18660424;-;-;-;-;-;-;0;4.7;-;-
CHM;18660425;-;-;-;-;-;-;0;8.3;-;-
CHM;18660426;-;-;-;-;-;-;0;10.2;-;-
CHM;18660427;-;-;-;-;-;-;0;12.6;-;-
CHM;18660428;-;-;-;-;-;-;0;13.4;-;-
CHM;18660429;-;-;-;-;-;-;17;9.7;-;-
CHM;18660430;-;-;-;-;-;-;6.4;10.5;-;-
CHM;18660501;-;-;-;-;-;-;6.1;8.5;-;-
CHM;18660502;-;-;-;-;-;-;26.7;3.5;-;-
CHM;18660503;-;-;-;-;-;-;0.8;5.1;-;-
