stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
PAY;19650730;-;0;100;952.9;39.1;0;16.5;14.4;18.9;78.4
PAY;19650731;-;0;79;952;0.5;228;15.3;12.7;19.9;75.2
PAY;19650801;-;0;79;954.3;3.1;150;12.1;7.7;18.4;84.1
PAY;19650802;-;0;92;957.7;2.4;324;13.8;8.2;19.2;73.4
PAY;19650803;-;0;79;958.2;0;684;16.5;12.6;20.9;70.2
PAY;19650804;-;0;0;963.4;0;774;16.6;8.3;25.5;75
PAY;19650805;-;0;33;963.2;0;696;19.1;9.9;28.1;73.7
PAY;19650806;-;0;83;960.9;0;318;20.8;12.8;28.2;76.1
PAY;19650807;-;0;46;957.5;1;552;21.3;15.2;29.2;79.6
PAY;19650808;-;0;71;961.2;0;582;17.4;14.6;20.6;69.7
PAY;19650809;-;0;83;960.9;0;390;16.1;13.4;20;75
PAY;19650810;-;0;92;962.4;0.6;312;15.3;12;21.5;82.9
PAY;19650811;-;0;42;964.7;0;438;14.8;9.2;21.8;80.1
PAY;19650812;-;0;21;963.3;0;732;15.8;7.5;23.6;75.5
PAY;19650813;-;0;46;960.6;0.7;564;17.9;10.2;26.6;76
PAY;19650814;-;0;96;960.3;13.2;36;15.3;12.6;18.5;91.1
PAY;19650815;-;0;88;961.5;0;354;16.7;13.2;21.6;82.2
PAY;19650816;-;0;75;959.5;0.8;366;16.5;12.2;22.6;85.6
PAY;19650817;-;0;83;958.3;0.7;396;16.5;11.1;23.6;83.5
PAY;19650818;-;0;79;961.1;0;378;17.5;11.2;23.3;82.1
PAY;19650819;-;0;8;964.3;0;588;17.9;10.7;25.1;76.7
PAY;19650820;-;0;25;963.2;7.7;744;18.2;11.8;26.5;79.5
PAY;19650821;-;0;79;956.1;31.9;534;19;14;25;80
PAY;19650822;-;0;100;946.9;18.3;0;14.3;12.3;16.2;91.4
PAY;19650823;-;0;83;948.8;0;486;13.9;10.2;19.6;79.1
PAY;19650824;-;0;71;955.2;3;162;12.3;9.3;17.8;88.6
PAY;19650825;-;0;96;961;0.2;126;13.6;11.2;18.2;78.1
PAY;19650826;-;0;88;963.7;0.3;186;12.4;7.1;18.2;78.1
PAY;19650827;-;0;100;961;5.6;0;11.9;8.3;14.4;89.2
PAY;19650828;-;0;50;961.6;0;534;16.2;11.8;22.4;79.6
PAY;19650829;-;0;58;961.7;0;612;16.3;9;23.6;76
PAY;19650830;-;0;92;960.7;0;450;16.7;13.2;21.2;74.9
PAY;19650831;-;0;96;956.7;5.5;24;14.1;10.2;18.5;78.4
PAY;19650901;-;0;100;950.1;36.8;0;10.2;9.6;11.4;94.7
PAY;19650902;-;0;100;947.1;6.7;168;11;9.1;15.4;92
PAY;19650903;-;0;79;952.6;0;72;10.2;6.2;14.1;86.7
PAY;19650904;-;0;67;953.8;1;462;13.2;10;17.5;74.4
PAY;19650905;-;0;75;953.1;12.1;48;10.8;9.9;12.5;90.4
PAY;19650906;-;0;96;955;1.9;36;11.1;7.2;12.4;87.4
PAY;19650907;-;0;75;957.5;0;498;13;10.5;17.5;78.6
PAY;19650908;-;0;63;957.6;3.7;516;15.3;8.5;22.2;77.2
PAY;19650909;-;0;100;955.1;49.9;0;13.6;11.3;14.9;93.7
PAY;19650910;-;0;96;956.1;3.5;0;10;8.8;12.3;93.2
PAY;19650911;-;0;71;958.7;2.1;420;10.6;8;15.9;75.5
PAY;19650912;-;0;88;958.9;4;54;9.6;5.9;12.9;87
PAY;19650913;-;0;92;957.8;3.4;30;9.5;5;12.3;90.1
PAY;19650914;-;0;50;961.2;0;630;15.2;10.6;21;79.1
PAY;19650915;-;0;38;965.2;0;612;15.1;9.5;22.2;85.6
PAY;19650916;-;0;33;965.5;0;570;16.6;12.1;24.4;81
PAY;19650917;-;0;38;962.8;0;624;15.7;9.2;24.2;83.1
PAY;19650918;-;0;92;960.8;14.7;90;16.5;14;21.2;80.2
PAY;19650919;-;0;38;968.5;0;648;12.1;7.4;16.3;79.9
PAY;19650920;-;0;25;971.2;0;666;10.6;5.6;16.1;78.6
PAY;19650921;-;0;58;971.3;0;480;9.8;4;15.7;84
PAY;19650922;-;0;63;965.9;0;270;9.6;4.4;16;93.6
PAY;19650923;-;0;42;958.8;0;342;11.2;6;19.3;92.6
PAY;19650924;-;0;4;954.1;0;606;12.2;6.3;21.7;87
PAY;19650925;-;0;83;946.2;1;318;12.2;6.4;19.7;90.2
PAY;19650926;-;0;92;943.3;12.4;6;11.5;10;13.5;92.5
PAY;19650927;-;0;100;946.7;4.2;6;9.1;6;11.8;92.4
PAY;19650928;-;0;92;949.4;4.4;48;8.7;6.2;12.1;93.1
PAY;19650929;-;0;96;951.6;5.6;0;8.2;4.4;11.3;94.5
PAY;19650930;-;0;83;950.6;5.1;342;12.2;8.8;17.8;89.1
PAY;19651001;-;0;88;957.2;7.2;114;13.3;10.8;15.8;91.2
PAY;19651002;-;0;58;960.9;0;414;13.2;11;18.1;88.1
PAY;19651003;-;0;50;961.8;0;306;11.3;8;17.6;94
PAY;19651004;-;0;79;961.8;0.1;198;9.7;5;16.4;96.5
PAY;19651005;-;0;46;961.1;0;342;11.3;6.2;17.4;94.5
PAY;19651006;-;0;67;960.9;0;210;11.4;8.9;16.4;97.5
PAY;19651007;-;0;100;960.4;0;120;11.1;7.8;15.2;98.7
PAY;19651008;-;0;100;961.6;0.3;138;10.8;8.7;15.5;98.5
PAY;19651009;-;0;100;958.1;0.2;0;10.7;9.6;11.9;93.7
PAY;19651010;-;0;100;955.5;0;24;9.5;8.4;11.2;85
PAY;19651011;-;0;38;958.6;0;372;10.3;6.4;15.5;88.6
PAY;19651012;-;0;100;963.4;0;0;7.9;6;10;96.2
PAY;19651013;-;0;58;966.9;0;312;10.1;6.7;14.9;93.4
PAY;19651014;-;0;79;965.4;0;210;8.9;6.4;13;97.2
PAY;19651015;-;0;100;964.5;0.3;12;7.4;4.8;11.1;99.1
PAY;19651016;-;0;96;963.1;7.4;0;9.2;7;11.8;98.4
PAY;19651017;-;0;100;965.2;1;0;8.6;7.9;9.8;92.2
PAY;19651018;-;0;96;964.1;0;42;8.8;6.8;10.6;93.7
PAY;19651019;-;0;100;964.2;0;0;7.4;6.5;8.8;95.4
PAY;19651020;-;0;100;965.2;0;0;6.8;6.1;8.2;96
PAY;19651021;-;0;100;967.2;0;0;6.7;5.6;8.3;97
PAY;19651022;-;0;100;967.1;0;0;5.7;5.2;7.3;96
PAY;19651023;-;0;38;968.8;0.2;390;6.3;4.2;11.9;89.2
PAY;19651024;-;0;100;966.4;0;0;4.2;1.7;5.3;98
PAY;19651025;-;0;79;965.7;0;252;5.4;4.3;9.6;87.9
PAY;19651026;-;0;88;965.7;1.2;90;4.2;0.1;9.2;96.6
PAY;19651027;-;0;83;965;0.2;150;8.8;4.6;13.5;92.6
PAY;19651028;-;0;67;963.1;7;12;7.4;5.9;10.3;98.6
PAY;19651029;-;0;92;962.9;13.7;0;9;5.3;11.9;97.1
PAY;19651030;-;0;63;964.7;0;240;8.7;7.7;12.7;94.1
PAY;19651031;-;0;88;964.3;0;24;8.9;3.3;13.8;90
PAY;19651101;-;0;71;957.8;1.7;156;11.5;6.4;17.4;61.6
PAY;19651102;-;0;71;957.7;0.3;114;10.7;9.5;13.1;73.2
PAY;19651103;-;0;88;954.7;5;0;7.3;4.2;10;87.9
PAY;19651104;-;0;100;958.9;2.3;0;5;4.1;5.8;94.6
PAY;19651105;-;0;100;965.3;0.2;0;3.9;3.1;4.6;93.7
PAY;19651106;-;0;100;965.7;0;0;4.6;3.4;6;94.4
PAY;19651107;-;0;92;960.7;13;30;5.5;3;8.3;98.4
PAY;19651108;-;0;96;965.1;0;54;9.1;7;11.8;97.1
PAY;19651109;-;0;92;962.7;1.2;0;8.6;8;10.2;91.9
PAY;19651110;-;0;96;958.1;1.2;12;7.5;6.2;10.2;89.4
PAY;19651111;-;0;83;949.1;0;66;6.7;5.2;9.9;87.1
PAY;19651112;-;0;100;943;3.9;0;4.6;3.8;5.6;95.2
PAY;19651113;-;0;100;946.2;2.8;0;1.7;0.5;3;92.7
PAY;19651114;-;0;33;952.4;6.7;396;0.1;-1.5;3.9;84.5
PAY;19651115;-;7;96;957.9;2;6;1.2;-1.6;4.1;87.1
PAY;19651116;-;1;100;962.8;0;0;-1.8;-2.4;-1.3;92.2
PAY;19651117;-;1;100;952.9;5.7;6;-0.5;-2.7;3.3;95.6
PAY;19651118;-;0;100;947.7;0.3;12;4.3;0.7;7.5;91.6
PAY;19651119;-;0;88;942.7;8.4;18;5.5;3.6;7.4;89.7
PAY;19651120;-;0;83;940.6;30.5;30;6.5;3.6;8.3;94.1
PAY;19651121;-;0;75;939.7;8.5;96;6.8;5.5;8.9;83.2
PAY;19651122;-;0;100;950.6;3.5;0;2.7;-1;5.3;88.5
PAY;19651123;-;2;63;961.1;0;42;-2.7;-4.6;-0.7;76.4
PAY;19651124;-;2;96;963.2;11.4;0;-2.4;-7;2;89.4
PAY;19651125;-;10;88;958.7;0;60;2;0.5;5.7;90.7
PAY;19651126;-;3;100;948.9;6.9;0;4.6;-0.3;6.3;85.1
PAY;19651127;-;0;100;940;13;0;6;3.6;9.8;83.2
PAY;19651128;-;0;92;949.2;1.5;114;2.6;1.2;4.7;80.6
PAY;19651129;-;0;100;941.4;14.4;0;4.9;1.2;9.1;76.1
PAY;19651130;-;0;79;945.1;2.7;48;2;-0.3;2.2;73.6
PAY;19651201;-;2;71;955.3;0;144;0.8;0;2.7;85.1
PAY;19651202;-;2;67;952.7;21.8;0;-0.4;-4.5;5.6;90.5
PAY;19651203;-;0;88;946.2;2.6;120;4.2;1.7;6.4;88.1
PAY;19651204;-;0;96;949.4;6.2;6;3.1;2.5;4.7;88.1
PAY;19651205;-;0;100;948.3;16.8;6;6.3;2.7;10.4;88.4
PAY;19651206;-;0;100;951.1;0.2;0;7.2;5.3;8.4;73.1
PAY;19651207;-;0;100;955;1.3;0;4;1.3;5.8;85
PAY;19651208;-;0;33;961.4;0;282;0.9;-0.1;4.4;92.4
PAY;19651209;-;0;50;959.8;11.4;438;-0.3;-4.2;7.1;73
PAY;19651210;-;0;96;939.6;15.7;36;4.3;0.6;6.9;87
PAY;19651211;-;0;92;947.2;3;0;2.5;1.1;3.4;90.2
PAY;19651212;-;0;100;954.8;4.2;0;2.8;1.6;6.6;91.4
PAY;19651213;-;0;88;958.6;1.2;12;7;3.9;8.5;87
PAY;19651214;-;0;42;965.7;0;408;5.4;3.1;10.3;78.5
PAY;19651215;-;0;29;964.5;0;438;-0.1;-2.6;3.6;90.4
PAY;19651216;-;0;88;960.2;0.9;0;-1.2;-3.3;4.1;98.7
PAY;19651217;-;0;100;962.1;7;0;4.5;0.4;8.5;93.4
PAY;19651218;-;0;96;966.4;0;60;8.7;5.2;11.6;82.1
PAY;19651219;-;0;63;966.8;0;216;4;0.4;8.5;90.2
PAY;19651220;-;0;100;958.4;2.9;0;2.7;-0.2;6.4;94.6
PAY;19651221;-;0;100;957.9;11.2;0;4;2.5;6.2;97.2
PAY;19651222;-;0;71;962.8;0;162;0.5;-0.8;5.1;94.4
PAY;19651223;-;0;71;948.6;6.1;12;1.1;-2.7;5.1;92.2
PAY;19651224;-;0;79;940;8.1;0;3.8;2.5;6.1;87.5
PAY;19651225;-;0;100;933.5;2.6;78;5.2;4;6.2;85.2
PAY;19651226;-;0;50;943;3.6;132;3.5;1.1;5.8;83.5
PAY;19651227;-;3;100;942;21.7;0;0.3;-1.5;3.6;97.7
PAY;19651228;-;1;83;945.6;8.7;312;4;0.6;8.6;89.6
PAY;19651229;-;6;100;957.4;0;0;-1.1;-1.8;0.7;94.9
PAY;19651230;-;6;96;955.6;11.6;12;1.6;-1.9;4.2;91.9
PAY;19651231;-;0;96;958;6.7;6;3.6;1.9;5.9;91.5
PAY;19660101;-;0;100;955.6;2.2;60;6.3;3.4;9;82.4
PAY;19660102;-;0;88;954.3;16.8;0;5.7;3.6;7;76.2
PAY;19660103;-;0;88;954.1;5.3;30;3.4;3;5.2;89.7
PAY;19660104;-;0;38;965.4;0;78;1.6;-0.3;5.4;86.9
PAY;19660105;-;0;17;970.1;0;402;-1.7;-3.4;0.9;85.5
PAY;19660106;-;0;13;971.6;0;450;-3.5;-6.1;0.5;76.7
PAY;19660107;-;0;8;970.3;0;390;-4.7;-7.2;-1.2;85.4
PAY;19660108;-;0;0;964.4;0;432;-3.6;-6.9;1.7;86.1
PAY;19660109;-;0;100;959.1;0;0;-3.4;-5.5;-1;95
PAY;19660110;-;0;100;957.9;3;0;-2.9;-4.1;-0.9;94.2
PAY;19660111;-;3;100;950.5;12.3;0;-1.7;-2.9;0.2;97.4
PAY;19660112;-;18;100;952.4;0.6;0;-6.5;-8.2;-5.3;87.1
PAY;19660113;-;13;13;963.2;0;396;-11.2;-12.7;-12.2;77.9
PAY;19660114;-;11;58;961.9;0;378;-13.9;-19.2;-8.6;86.6
PAY;19660115;-;11;33;957.9;0;324;-12.7;-18.4;-9;80
PAY;19660116;-;10;71;954;0.2;288;-14;-21;-9.5;83.4
PAY;19660117;-;11;54;953.6;0;186;-10.6;-12.8;-6.6;84.6
PAY;19660118;-;11;67;952.9;0.8;102;-11.5;-14.1;-8.8;86.1
PAY;19660119;-;12;46;949.2;1.5;366;-12.1;-16;-8.6;83.9
PAY;19660120;-;14;92;944;0;12;-9.1;-15.8;-2.9;86.2
PAY;19660121;-;13;83;944.1;1;0;-1;-7.8;3.6;89.6
PAY;19660122;-;8;100;941;16.5;0;1.6;0.7;6.2;97
PAY;19660123;-;3;100;942.2;13.7;0;5;1.2;6.2;88.7
PAY;19660124;-;0;58;955.2;0;120;4.8;3.8;9.1;88.5
PAY;19660125;-;0;100;953.2;2.5;0;-0.1;-0.8;1;98.4
PAY;19660126;-;0;92;950.5;0;0;2.5;-0.4;7;94.7
PAY;19660127;-;0;83;958.4;0;36;4.7;2;8.5;85.5
PAY;19660128;-;0;54;963.5;0;270;3.3;1;7.8;78.5
PAY;19660129;-;0;83;957;0;102;1.9;-1.3;6.1;88.1
PAY;19660130;-;0;96;959.5;0;0;4.8;1.3;10.1;86.1
PAY;19660131;-;0;96;961.2;0.3;0;5.4;3;9.9;88
PAY;19660201;-;0;46;963.3;0;432;5;2.2;11.2;89.5
PAY;19660202;-;0;58;961.9;10.9;60;1.9;-0.4;6.6;98.1
PAY;19660203;-;0;100;962.1;6.1;0;6.8;2.7;8.3;95.1
PAY;19660204;-;0;88;965.8;0;0;3.5;1.9;4.4;99.9
PAY;19660205;-;0;83;967.6;0;162;5.8;1.4;14;91
PAY;19660206;-;0;54;959.6;12.9;498;6.1;-1.1;15.6;81.7
PAY;19660207;-;0;88;957.8;2.5;180;6.9;5.9;9.1;87.6
PAY;19660208;-;0;100;951.6;24.5;0;7.4;4.2;11.7;88
PAY;19660209;-;0;100;948.5;12.8;6;9.4;8.4;10;87.6
PAY;19660210;-;0;50;944.6;0;162;7.4;3.9;12;82.7
PAY;19660211;-;0;96;935.6;3.8;72;5.3;2;10;90.1
PAY;19660212;-;0;92;939.9;1;138;4.5;3;8;86.9
PAY;19660213;-;0;100;933.9;3.9;0;2.7;0.6;4.7;93.1
PAY;19660214;-;0;88;948.1;0;6;2.9;2.2;4.9;83.6
PAY;19660215;-;0;71;955.5;0;162;0;-2.8;3.6;90
PAY;19660216;-;0;67;947;0;0;-1.4;-3.9;1;99
PAY;19660217;-;0;67;948.2;1.2;0;2.8;-0.7;6.3;94.2
PAY;19660218;-;0;75;957.9;0;378;6.9;4.1;12.1;85.6
PAY;19660219;-;0;75;951.7;0;6;5.9;2.7;11.1;85.1
PAY;19660220;-;0;92;943.6;0;84;3.5;-0.2;8.6;92.7
PAY;19660221;-;0;92;935.8;10;6;4.9;0.8;9.3;93.2
PAY;19660222;-;0;54;941.1;3;468;6.7;2.5;11.3;89.4
PAY;19660223;-;0;71;951.5;0;288;5.7;4.5;8.6;83
PAY;19660224;-;0;67;960.8;0;240;4.3;-0.2;9.5;77.6
PAY;19660225;-;0;96;957.9;0.9;168;6.1;0.3;13.6;72
PAY;19660226;-;0;100;959.8;14;0;7.7;6.6;7.8;84
PAY;19660227;-;0;100;960.1;0;0;4.5;2.7;6.7;100
PAY;19660228;-;0;96;951.6;5.1;36;5.4;2.5;11;89.4
PAY;19660301;-;0;88;965.9;0.9;42;4.2;2.7;7.5;89.2
PAY;19660302;-;0;21;969.4;0;576;3.6;0.2;8.6;78
PAY;19660303;-;0;83;961.7;0;48;2.7;-2.6;9.4;79.7
PAY;19660304;-;0;100;955.9;2.1;0;4.2;2.6;6.2;90.7
PAY;19660305;-;0;100;960.5;0.5;0;4.9;3.8;6.7;91.1
PAY;19660306;-;0;92;964.1;0;192;5.3;3.9;7.6;89
PAY;19660307;-;0;46;963.1;0;408;3.4;-1.3;10.2;88
PAY;19660308;-;0;13;962.8;0;582;4.2;-1.4;11.8;90
PAY;19660309;-;0;33;962.4;0;510;6.3;0;13.9;83.5
PAY;19660310;-;0;58;964.4;0;480;7.1;1.4;12.8;70.4
PAY;19660311;-;0;100;957.9;8.5;0;6.8;5.4;8.9;71
PAY;19660312;-;1;83;953.5;4;78;1.7;0.4;3.1;89.6
PAY;19660313;-;0;96;959.4;0.3;234;2.2;0.7;5.6;80.9
PAY;19660314;-;1;63;965.9;0;498;0.4;-2;4;78.5
PAY;19660315;-;0;75;969;2.9;312;0.5;-4.9;5.6;76.6
PAY;19660316;-;0;46;968.8;1.2;558;3.8;0.8;8.2;79.9
PAY;19660317;-;0;0;970;0;648;3.3;-1.8;10.5;74.1
PAY;19660318;-;0;83;967.7;0.2;126;2.6;-1.3;8.1;82
PAY;19660319;-;0;67;968.6;0;150;4.3;1.6;7.5;81.7
PAY;19660320;-;0;50;971.1;0;402;2.7;0.5;7;76.1
PAY;19660321;-;0;25;969.2;0;594;3.3;-3.6;12.3;78.1
PAY;19660322;-;0;38;964.5;0;534;4.4;-1.9;13.8;72
PAY;19660323;-;0;54;958.8;0.5;552;5.9;-1.2;12.8;65.6
PAY;19660324;-;0;88;953.5;2.6;144;5.3;4.1;9.4;74.7
PAY;19660325;-;1;96;955.6;3.3;60;0.5;-1.2;1.8;80.2
PAY;19660326;-;1;83;958.5;4.5;318;0.6;-3.4;5;73.5
PAY;19660327;-;0;92;949.5;9.8;78;7.2;0.5;11;79.6
PAY;19660328;-;0;71;951.8;5.9;216;5.7;3.1;8.4;77.9
PAY;19660329;-;0;83;959.1;2.6;174;2;0.4;4.9;77.5
PAY;19660330;-;1;63;965.7;0;438;1.7;-2.6;6.6;68.6
PAY;19660331;-;0;54;961.8;0;582;3.5;-3.2;12;73.1
PAY;19660401;-;0;29;959.8;0;636;6.5;-0.8;15.4;74.7
PAY;19660402;-;0;67;957.9;0;402;8.2;2.3;14.6;76.5
PAY;19660403;-;0;75;957;0;432;9;3.4;15.3;74.2
PAY;19660404;-;0;33;955.4;0;546;8.8;3.7;15.8;76
PAY;19660405;-;0;33;951.6;0.8;630;8.3;0.6;17.4;69.7
PAY;19660406;-;0;88;953.2;1.8;126;10.1;5.3;15.8;79.4
PAY;19660407;-;0;100;951.3;7.4;0;10.2;8;14.3;88.4
PAY;19660408;-;0;83;948.7;2.4;216;10.9;8.5;15.8;81.1
PAY;19660409;-;0;96;943.7;11.9;60;8.2;4.1;12.3;92.1
PAY;19660410;-;0;79;946.4;0.2;138;9.4;6.6;13.8;81.9
PAY;19660411;-;0;88;947.5;0.3;42;7.6;4;12;86.4
PAY;19660412;-;0;50;947.6;0;648;9;1.7;16.4;72.7
PAY;19660413;-;0;54;946.8;0;600;10.7;4.7;17.5;68.6
PAY;19660414;-;0;71;948;11.9;348;12;6.9;17.3;66.5
PAY;19660415;-;0;83;944.4;3.2;510;11.5;7.7;16.2;72
PAY;19660416;-;0;83;942.5;5.6;72;9.9;8;13.5;78.7
PAY;19660417;-;0;83;948.4;4.2;126;8.7;4.3;14.8;80
PAY;19660418;-;0;96;953.4;5;12;10.6;6.4;14.7;77.7
PAY;19660419;-;0;75;951.7;22;300;11.4;8;15.6;79.4
PAY;19660420;-;0;100;950.4;22.4;0;7.8;6.1;9.4;94.9
PAY;19660421;-;0;79;962.4;0;24;5.9;6.2;7.2;84.6
PAY;19660422;-;0;13;967.9;0;738;5.8;-1.3;13.1;76.7
PAY;19660423;-;0;88;961;0;486;9.8;2.2;19.5;76.5
PAY;19660424;-;0;88;953.1;10.3;222;12.1;6.8;17.5;67.6
PAY;19660425;-;0;100;958.5;12.6;0;7.7;6.5;9;92.5
PAY;19660426;-;0;100;963;1.2;0;8.7;7.4;10.9;98.4
PAY;19660427;-;0;58;960.9;0.2;498;12.1;8.5;18.6;86.1
PAY;19660428;-;0;92;966;4;66;12;10;15.8;87.4
PAY;19660429;-;0;92;968.6;0;138;11.7;9.4;15.4;80.2
PAY;19660430;-;0;54;968.3;0;456;13.2;10;18.4;77.6
PAY;19660501;-;0;8;966.9;0;762;13.8;6.3;21.2;75.6
PAY;19660502;-;0;21;966.8;0;786;15.2;7.2;22.6;67.7
PAY;19660503;-;0;13;964.3;3.7;786;15.5;4;23.6;69.9
PAY;19660504;-;0;46;961.1;2;702;16.8;11;22.3;67.5
PAY;19660505;-;0;83;958.7;34.1;54;14.5;12.2;17.7;82.5
PAY;19660506;-;0;100;955;17.5;0;8.8;6.4;10.4;91.5
PAY;19660507;-;0;88;954.3;4.6;258;8;6.2;12.6;84.6
PAY;19660508;-;0;88;958.1;1.4;156;8.3;5.6;12.9;76
PAY;19660509;-;0;92;953;4.4;102;7.4;5;12;87.5
PAY;19660510;-;0;79;957.1;0.1;192;8.6;3.9;13.1;78.5
PAY;19660511;-;0;75;953.3;0;516;10.7;3.9;16.7;78.4
PAY;19660512;-;0;63;949.5;0;600;12.5;4.2;21.2;70.2
PAY;19660513;-;0;79;957.7;0;600;15.3;6.8;24.1;67.9
PAY;19660514;-;0;25;962.4;0;708;16.9;8.1;24.3;68.1
PAY;19660515;-;0;33;961.9;0;804;17.4;8.3;25.3;68.9
PAY;19660516;-;0;42;963;0;660;18;10.4;25.8;69.5
PAY;19660517;-;0;88;961.2;1;276;15.6;11.5;21.3;85.7
PAY;19660518;-;0;96;958.1;9;48;15;12.5;20.4;83.7
PAY;19660519;-;0;88;959.4;0.2;192;13.7;11.3;17.8;80.6
PAY;19660520;-;0;96;963.5;2.9;54;13.5;9.7;17.1;69.9
PAY;19660521;-;0;67;965.1;0.3;582;16;11;21.9;73.5
PAY;19660522;-;0;38;960.5;4.5;804;16.9;7.4;25;72.2
PAY;19660523;-;0;96;963.2;13.7;6;12.5;11;13.2;91.1
PAY;19660524;-;0;67;963.8;1.3;636;12.2;5.1;19.1;79
PAY;19660525;-;0;88;963.8;1;138;12.9;8;17.6;78.2
PAY;19660526;-;0;79;961.7;0;276;13.2;11.4;16.7;68.5
PAY;19660527;-;0;75;961.3;0;420;11.3;6.7;15.6;71.4
PAY;19660528;-;0;17;961.9;0;858;10.6;3.9;16.5;70.7
PAY;19660529;-;0;13;961.7;0;810;10.3;3.8;16.7;68.7
PAY;19660530;-;0;54;960.5;0;714;10.2;4.3;16;66.2
PAY;19660531;-;0;63;957.2;0;696;11.8;3;18.3;60.5
PAY;19660601;-;0;21;957.9;0;834;13.1;4.6;19.9;62.5
PAY;19660602;-;0;38;961.1;0;846;14.3;5;22.3;60
PAY;19660603;-;0;17;962.7;0;852;16.2;6.9;24;60.4
PAY;19660604;-;0;25;958.6;0;708;17.5;8.4;26.1;67
PAY;19660605;-;0;83;955.7;12.9;252;17.5;10.8;23.4;71
PAY;19660606;-;0;79;960.1;0;354;17.7;13.3;23;74.2
PAY;19660607;-;0;50;961.8;0;690;19.3;12.7;25.1;71.2
PAY;19660608;-;0;67;959.6;0;504;19.8;13.2;26.7;73.1
PAY;19660609;-;0;67;955.8;0.7;474;18.4;12.5;25.9;79.5
PAY;19660610;-;0;29;955.9;0;726;20.2;12.8;27.7;76.4
PAY;19660611;-;0;54;959;10.1;768;21.2;15;27.4;72.6
PAY;19660612;-;0;38;960.7;0;780;20.2;14.7;25.5;68.7
PAY;19660613;-;0;54;960;0;522;19.5;12.8;26.8;75.2
PAY;19660614;-;0;42;957.9;0;774;19.7;13.1;26.2;69.9
PAY;19660615;-;0;29;955.8;0;828;19.8;12.2;27.2;73.9
PAY;19660616;-;0;25;956.7;0;762;20.9;13.5;28.3;72.2
PAY;19660617;-;0;63;958.5;0;720;22.1;13.2;30.3;68.4
PAY;19660618;-;0;63;956.6;8.6;444;18;14.3;26.7;81.1
PAY;19660619;-;0;67;957.7;1.2;186;13.1;11.2;16.7;75
PAY;19660620;-;0;100;952.9;3.6;60;12.6;8.8;17.5;85.1
PAY;19660621;-;0;79;956.7;0.2;210;15;11.7;19.5;71.4
PAY;19660622;-;0;13;958.3;1.7;840;16.8;7.9;24.5;69.2
PAY;19660623;-;0;83;958.5;0.1;216;18.1;15.8;22;76
PAY;19660624;-;0;79;963.2;0.8;138;15.1;12.4;20.3;77.2
PAY;19660625;-;0;29;969.2;0;792;15.8;10.2;20.9;65.9
PAY;19660626;-;0;83;969.5;3.8;276;13.8;8;18.7;78.5
PAY;19660627;-;0;92;966.9;0.2;12;16;12.1;20;78.1
PAY;19660628;-;0;71;959.7;0.1;450;17.2;14.4;21.2;72.1
PAY;19660629;-;0;92;961.7;0;126;11.9;9.3;16.7;73.9
PAY;19660630;-;0;42;964.7;0;660;14;8.3;19.2;74.7
PAY;19660701;-;0;8;964.5;0;774;15.6;7.6;23.1;70.1
PAY;19660702;-;0;17;961.2;0;828;18;8.4;27.2;65.7
PAY;19660703;-;0;21;960;3;858;20.5;11;29.1;62.2
PAY;19660704;-;0;38;960.5;0;738;23.4;15.8;30.1;55.7
PAY;19660705;-;0;92;956.9;28.5;72;19.6;14.9;27;64.9
PAY;19660706;-;0;92;955;11.5;24;14.6;13.9;17;87.9
PAY;19660707;-;0;88;960.5;3;84;13.8;11.9;17.8;79.1
PAY;19660708;-;0;67;963.5;0;408;15.5;11.8;21.4;74.9
PAY;19660709;-;0;13;965;0;792;15.7;8;21.5;70
PAY;19660710;-;0;38;962;0;744;17.6;9.2;25.4;71.9
PAY;19660711;-;0;96;957.7;7.9;66;16.1;13;24;88.2
PAY;19660712;-;0;25;960.2;0;858;18.7;13.1;24.7;71.9
PAY;19660713;-;0;21;958.9;4.1;774;20.7;12.2;28.1;67.5
PAY;19660714;-;0;79;957;2.3;336;19.9;16.8;24;72
PAY;19660715;-;0;58;959.9;0;648;17.5;13.8;21.6;60.9
PAY;19660716;-;0;67;958;7.4;294;15.1;9.5;20.3;75.1
PAY;19660717;-;0;100;954.5;16.5;0;13.3;11.8;14.8;90.1
PAY;19660718;-;0;100;952.1;5.5;0;10.4;8.9;12.2;92.9
PAY;19660719;-;0;79;955.8;0;270;12.9;10;17.3;79.6
PAY;19660720;-;0;71;958.1;0;306;12.7;6;19.2;80.4
PAY;19660721;-;0;58;957.5;18;534;14.3;7.5;21.5;84.2
PAY;19660722;-;0;88;958.3;0;174;14.8;9;20.9;80.4
PAY;19660723;-;0;79;957;0;84;16.6;14.6;20.3;86.2
PAY;19660724;-;0;83;954.9;0.5;474;18.4;14.6;23.9;78.2
PAY;19660725;-;0;79;953.6;0.8;204;16.3;14.6;20;77.9
PAY;19660726;-;0;38;956.2;0;762;15.7;8.9;22.2;72.9
PAY;19660727;-;0;83;956.8;0;252;16.4;10.1;23.2;80
