stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
RAG;18710719;-;-;-;-;957;0;25;-;-;-
RAG;18710720;-;-;-;-;956.1;1;20.4;-;-;-
RAG;18710721;-;-;-;-;959.3;0;18;-;-;-
RAG;18710722;-;-;-;-;954.9;0;26.2;-;-;-
RAG;18710723;-;-;-;-;955;0;20.9;-;-;-
RAG;18710724;-;-;-;-;956.7;88.5;14.1;-;-;-
RAG;18710725;-;-;-;-;948.1;4.5;14.7;-;-;-
RAG;18710726;-;-;-;-;951;1.5;15.6;-;-;-
RAG;18710727;-;-;-;-;954;0;19.4;-;-;-
RAG;18710728;-;-;-;-;961.4;0;17.6;-;-;-
RAG;18710729;-;-;-;-;960.7;3.5;19.7;-;-;-
RAG;18710730;-;-;-;-;957.8;7;16.1;-;-;-
RAG;18710731;-;-;-;-;961.2;19.2;13.4;-;-;-
RAG;18710801;-;-;-;-;961.1;0;15.9;-;-;-
RAG;18710802;-;-;-;-;957.8;0;17.6;-;-;-
RAG;18710803;-;-;-;-;954.5;0;18.9;-;-;-
RAG;18710804;-;-;-;-;956.1;22.4;14.1;-;-;-
RAG;18710805;-;-;-;-;961.7;3.3;12.4;-;-;-
RAG;18710806;-;-;-;-;965.3;0.5;15.6;-;-;-
RAG;18710807;-;-;-;-;961.7;0;16.8;-;-;-
RAG;18710808;-;-;-;-;959.8;0;18.6;-;-;-
RAG;18710809;-;-;-;-;959.7;0;18.6;-;-;-
RAG;18710810;-;-;-;-;959.8;0;18.3;-;-;-
RAG;18710811;-;-;-;-;959.7;0.1;19;-;-;-
RAG;18710812;-;-;-;-;959.1;5.5;20.5;-;-;-
RAG;18710813;-;-;-;-;959.6;8;20;-;-;-
RAG;18710814;-;-;-;-;957.7;7;19.4;-;-;-
RAG;18710815;-;-;-;-;956.8;2.5;18.3;-;-;-
RAG;18710816;-;-;-;-;956.1;2.5;19.3;-;-;-
RAG;18710817;-;-;-;-;955.9;5;16.9;-;-;-
RAG;18710818;-;-;-;-;954.4;4.8;19.4;-;-;-
RAG;18710819;-;-;-;-;959.5;2.6;17.9;-;-;-
RAG;18710820;-;-;-;-;964.7;1.2;18.2;-;-;-
RAG;18710821;-;-;-;-;963.9;0;20;-;-;-
RAG;18710822;-;-;-;-;960.7;0;21.3;-;-;-
RAG;18710823;-;-;-;-;960.6;2;18.1;-;-;-
RAG;18710824;-;-;-;-;961.8;3;18.9;-;-;-
RAG;18710825;-;-;-;-;962.6;0;21.2;-;-;-
RAG;18710826;-;-;-;-;963.3;0;20.2;-;-;-
RAG;18710827;-;-;-;-;968.6;19;16.8;-;-;-
RAG;18710828;-;-;-;-;968.4;0;15.7;-;-;-
RAG;18710829;-;-;-;-;964.7;0;15.5;-;-;-
RAG;18710830;-;-;-;-;964.3;0;18.4;-;-;-
RAG;18710831;-;-;-;-;965.6;0;18.3;-;-;-
RAG;18710901;-;-;-;-;966.2;13;18.1;-;-;-
RAG;18710902;-;-;-;-;965;0;20;-;-;-
RAG;18710903;-;-;-;-;961.2;0;20.4;-;-;-
RAG;18710904;-;-;-;-;960.7;0;21.3;-;-;-
RAG;18710905;-;-;-;-;962.9;0;21.5;-;-;-
RAG;18710906;-;-;-;-;962.4;0;21.4;-;-;-
RAG;18710907;-;-;-;-;961.4;0;20.5;-;-;-
RAG;18710908;-;-;-;-;955.1;7.5;22.9;-;-;-
RAG;18710909;-;-;-;-;955.8;0.2;18;-;-;-
RAG;18710910;-;-;-;-;956.5;0;18.8;-;-;-
RAG;18710911;-;-;-;-;955.2;0;18;-;-;-
RAG;18710912;-;-;-;-;956.2;0;17.5;-;-;-
RAG;18710913;-;-;-;-;958.4;0;15.4;-;-;-
RAG;18710914;-;-;-;-;960.8;0;14.9;-;-;-
RAG;18710915;-;-;-;-;961.9;0;16.3;-;-;-
RAG;18710916;-;-;-;-;962.2;0;15.6;-;-;-
RAG;18710917;-;-;-;-;958.3;0;15.4;-;-;-
RAG;18710918;-;-;-;-;954.1;2.6;14.5;-;-;-
RAG;18710919;-;-;-;-;955.8;0;12.4;-;-;-
RAG;18710920;-;-;-;-;954.9;0;12.1;-;-;-
RAG;18710921;-;-;-;-;946.1;1.5;16.9;-;-;-
RAG;18710922;-;-;-;-;953.3;2.2;13.8;-;-;-
RAG;18710923;-;-;-;-;955.4;0;15.9;-;-;-
RAG;18710924;-;-;-;-;950.1;2.5;16.1;-;-;-
RAG;18710925;-;-;-;-;949.1;0;12.6;-;-;-
RAG;18710926;-;-;-;-;945.3;11.5;13.1;-;-;-
RAG;18710927;-;-;-;-;947.7;12;15;-;-;-
RAG;18710928;-;-;-;-;951.8;12.5;13.3;-;-;-
RAG;18710929;-;-;-;-;955.5;0;15.2;-;-;-
RAG;18710930;-;-;-;-;954.4;0;16.5;-;-;-
RAG;18711001;-;-;-;-;945.5;7;11.9;-;-;-
RAG;18711002;-;-;-;-;944.3;19;9.6;-;-;-
RAG;18711003;-;-;-;-;943.5;16.5;8.5;-;-;-
RAG;18711004;-;-;-;-;951.3;2.2;8.3;-;-;-
RAG;18711005;-;-;-;-;954.8;0;8.1;-;-;-
RAG;18711006;-;-;-;-;959.8;1.5;8.7;-;-;-
RAG;18711007;-;-;-;-;956.8;5;12.1;-;-;-
RAG;18711008;-;-;-;-;957.1;0;13.1;-;-;-
RAG;18711009;-;-;-;-;960.1;0;9.6;-;-;-
RAG;18711010;-;-;-;-;966.6;36.5;9.3;-;-;-
RAG;18711011;-;-;-;-;961.6;0;8.4;-;-;-
RAG;18711012;-;-;-;-;963;0;6.8;-;-;-
RAG;18711013;-;-;-;-;968.1;0;5;-;-;-
RAG;18711014;-;-;-;-;961.6;0;5.1;-;-;-
RAG;18711015;-;-;-;-;957.8;0;4.1;-;-;-
RAG;18711016;-;-;-;-;957.6;0;8.2;-;-;-
RAG;18711017;-;-;-;-;960.9;0;9.6;-;-;-
RAG;18711018;-;-;-;-;959.9;0;6.7;-;-;-
RAG;18711019;-;-;-;-;954.4;0;7.9;-;-;-
RAG;18711020;-;-;-;-;956.6;0;6.3;-;-;-
RAG;18711021;-;-;-;-;961.6;0;8.3;-;-;-
RAG;18711022;-;-;-;-;965.4;0;8;-;-;-
RAG;18711023;-;-;-;-;962.2;9;5.9;-;-;-
RAG;18711024;-;-;-;-;956.4;0;6.6;-;-;-
RAG;18711025;-;-;-;-;958.2;0;4.4;-;-;-
RAG;18711026;-;-;-;-;963.9;1.5;3.2;-;-;-
RAG;18711027;-;-;-;-;959.7;0;2.8;-;-;-
RAG;18711028;-;-;-;-;953.5;0;4.8;-;-;-
RAG;18711029;-;-;-;-;950.9;0;4.4;-;-;-
RAG;18711030;-;-;-;-;951.1;0;2.5;-;-;-
RAG;18711031;-;-;-;-;951.6;0;3.8;-;-;-
RAG;18711101;-;-;-;-;950;0;4.5;-;-;-
RAG;18711102;-;-;-;-;949.8;0;4.3;-;-;-
RAG;18711103;-;-;-;-;951.7;0;4.4;-;-;-
RAG;18711104;-;-;-;-;952.1;0;4.1;-;-;-
RAG;18711105;-;-;-;-;955.3;0;2.6;-;-;-
RAG;18711106;-;-;-;-;951.2;0;6.9;-;-;-
RAG;18711107;-;-;-;-;945.5;0;12.9;-;-;-
RAG;18711108;-;-;-;-;941.3;0;10.6;-;-;-
RAG;18711109;-;-;-;-;944.8;28;5.7;-;-;-
RAG;18711110;-;-;-;-;950.1;2.5;2.6;-;-;-
RAG;18711111;-;-;-;-;944.7;0;5.2;-;-;-
RAG;18711112;-;-;-;-;945.9;0;1.6;-;-;-
RAG;18711113;-;-;-;-;955.8;9.6;0.6;-;-;-
RAG;18711114;-;-;-;-;960.6;0;1;-;-;-
RAG;18711115;-;-;-;-;953.6;0;1.5;-;-;-
RAG;18711116;-;-;-;-;949.6;5;2.5;-;-;-
RAG;18711117;-;-;-;-;946;11;0.5;-;-;-
RAG;18711118;-;-;-;-;957;3.5;-0.6;-;-;-
RAG;18711119;-;-;-;-;962.5;4;-2;-;-;-
RAG;18711120;-;-;-;-;961.9;0;-4.1;-;-;-
RAG;18711121;-;-;-;-;955;0;-7.1;-;-;-
RAG;18711122;-;-;-;-;954.4;0;-0.9;-;-;-
RAG;18711123;-;-;-;-;957.1;0;-1.8;-;-;-
RAG;18711124;-;-;-;-;952.4;0;-1.5;-;-;-
RAG;18711125;-;-;-;-;947.7;0;-4;-;-;-
RAG;18711126;-;-;-;-;946.8;0;-5.8;-;-;-
RAG;18711127;-;-;-;-;948.8;0;-5.2;-;-;-
RAG;18711128;-;-;-;-;946.7;0;-4.6;-;-;-
RAG;18711129;-;-;-;-;939.8;0;-2.7;-;-;-
RAG;18711130;-;-;-;-;943.5;1;-0.6;-;-;-
RAG;18711201;-;-;-;-;944.5;6.7;-2.7;-;-;-
RAG;18711202;-;-;-;-;956;4.5;-5.9;-;-;-
RAG;18711203;-;-;-;-;952.3;0;-12.8;-;-;-
RAG;18711204;-;-;-;-;950.8;0;-8.3;-;-;-
RAG;18711205;-;-;-;-;953.8;1;-7.2;-;-;-
RAG;18711206;-;-;-;-;953.4;0;-8.8;-;-;-
RAG;18711207;-;-;-;-;952.9;2.7;-8.8;-;-;-
RAG;18711208;-;-;-;-;963.2;0;-13;-;-;-
RAG;18711209;-;-;-;-;962.5;0;-13.6;-;-;-
RAG;18711210;-;-;-;-;961.2;0;-12.5;-;-;-
RAG;18711211;-;-;-;-;965.8;0;-7.6;-;-;-
RAG;18711212;-;-;-;-;968.7;0;-13.1;-;-;-
RAG;18711213;-;-;-;-;968.5;0;-16;-;-;-
RAG;18711214;-;-;-;-;967.8;0;-14;-;-;-
RAG;18711215;-;-;-;-;965.1;0;-9.4;-;-;-
RAG;18711216;-;-;-;-;964.2;0;-12.9;-;-;-
RAG;18711217;-;-;-;-;962.4;0;-11;-;-;-
RAG;18711218;-;-;-;-;962.7;0;-10.1;-;-;-
RAG;18711219;-;-;-;-;961.6;0;-8.6;-;-;-
RAG;18711220;-;-;-;-;961.2;0;-5.4;-;-;-
RAG;18711221;-;-;-;-;957.3;0;0.3;-;-;-
RAG;18711222;-;-;-;-;948.7;0;3.3;-;-;-
RAG;18711223;-;-;-;-;953.7;0;-2.9;-;-;-
RAG;18711224;-;-;-;-;962.5;0;-6.6;-;-;-
RAG;18711225;-;-;-;-;961.9;0;-5.8;-;-;-
RAG;18711226;-;-;-;-;957.1;0;-8.3;-;-;-
RAG;18711227;-;-;-;-;953.4;0;-9.1;-;-;-
RAG;18711228;-;-;-;-;951;0;-6.4;-;-;-
RAG;18711229;-;-;-;-;952.4;0;-6.7;-;-;-
RAG;18711230;-;-;-;-;958.6;0;-5.4;-;-;-
RAG;18711231;-;-;-;-;959;0;-1.5;-;-;-
RAG;18720101;-;-;-;-;961.5;5.9;-2.8;-;-;-
RAG;18720102;-;-;-;-;959.3;0;-7.1;-;-;-
RAG;18720103;-;-;-;-;958.5;0;-4.2;-;-;-
RAG;18720104;-;-;-;-;954.9;0;-1.3;-;-;-
RAG;18720105;-;-;-;-;948.5;0;7;-;-;-
RAG;18720106;-;-;-;-;953.1;2;4.1;-;-;-
RAG;18720107;-;-;-;-;951.3;12;2.3;-;-;-
RAG;18720108;-;-;-;-;938.5;4.9;1.2;-;-;-
RAG;18720109;-;-;-;-;938;1;-0.3;-;-;-
RAG;18720110;-;-;-;-;954.2;4;-0.8;-;-;-
RAG;18720111;-;-;-;-;960.3;0;-5.8;-;-;-
RAG;18720112;-;-;-;-;960.5;0;-2.3;-;-;-
RAG;18720113;-;-;-;-;962.3;3;-1.3;-;-;-
RAG;18720114;-;-;-;-;954.7;0;-0.4;-;-;-
RAG;18720115;-;-;-;-;953.4;13;1.3;-;-;-
RAG;18720116;-;-;-;-;954.2;0;0.8;-;-;-
RAG;18720117;-;-;-;-;951.7;0;3.5;-;-;-
RAG;18720118;-;-;-;-;943.7;0;3.5;-;-;-
RAG;18720119;-;-;-;-;937.9;0;6;-;-;-
RAG;18720120;-;-;-;-;938.2;0;3.8;-;-;-
RAG;18720121;-;-;-;-;949.3;0;4.8;-;-;-
RAG;18720122;-;-;-;-;947.2;0;7.4;-;-;-
RAG;18720123;-;-;-;-;941.3;0;8.6;-;-;-
RAG;18720124;-;-;-;-;936.8;0;10.8;-;-;-
RAG;18720125;-;-;-;-;939.6;4;4.6;-;-;-
RAG;18720126;-;-;-;-;945.4;0;2.6;-;-;-
RAG;18720127;-;-;-;-;950.4;0;1.1;-;-;-
RAG;18720128;-;-;-;-;954.9;0;-0.7;-;-;-
RAG;18720129;-;-;-;-;960.1;0;-2.6;-;-;-
RAG;18720130;-;-;-;-;956.3;0;-0.9;-;-;-
RAG;18720131;-;-;-;-;959.8;0;-1.2;-;-;-
RAG;18720201;-;-;-;-;959;0;4.9;-;-;-
RAG;18720202;-;-;-;-;954.3;0;0.2;-;-;-
RAG;18720203;-;-;-;-;955.5;0;-2;-;-;-
RAG;18720204;-;-;-;-;956.4;0;1.7;-;-;-
RAG;18720205;-;-;-;-;957.6;0;0.8;-;-;-
RAG;18720206;-;-;-;-;959.7;0;1.8;-;-;-
RAG;18720207;-;-;-;-;960.3;0;3.4;-;-;-
RAG;18720208;-;-;-;-;958.8;0;2;-;-;-
RAG;18720209;-;-;-;-;959;0;3.3;-;-;-
RAG;18720210;-;-;-;-;958.3;0;3.7;-;-;-
RAG;18720211;-;-;-;-;956.3;0;1.4;-;-;-
RAG;18720212;-;-;-;-;952.1;0;7.3;-;-;-
RAG;18720213;-;-;-;-;953.4;0;0.2;-;-;-
RAG;18720214;-;-;-;-;952.6;0;1.8;-;-;-
RAG;18720215;-;-;-;-;944.5;0;2;-;-;-
RAG;18720216;-;-;-;-;945.1;9;2.9;-;-;-
RAG;18720217;-;-;-;-;958.3;2;1.9;-;-;-
RAG;18720218;-;-;-;-;959.2;0;4.5;-;-;-
RAG;18720219;-;-;-;-;957.7;0;3.3;-;-;-
RAG;18720220;-;-;-;-;958.3;0;2.3;-;-;-
RAG;18720221;-;-;-;-;958.8;0;3.2;-;-;-
RAG;18720222;-;-;-;-;962.4;7.5;3.1;-;-;-
RAG;18720223;-;-;-;-;958.5;0;6;-;-;-
RAG;18720224;-;-;-;-;954.9;0;5.8;-;-;-
RAG;18720225;-;-;-;-;950.3;0;6.8;-;-;-
RAG;18720226;-;-;-;-;943.9;13;2.9;-;-;-
RAG;18720227;-;-;-;-;949.9;10;-1.3;-;-;-
RAG;18720228;-;-;-;-;959.3;2;-0.4;-;-;-
RAG;18720229;-;-;-;-;959.4;0;1.1;-;-;-
RAG;18720301;-;-;-;-;957.3;0;4.8;-;-;-
RAG;18720302;-;-;-;-;961.6;0;4.8;-;-;-
RAG;18720303;-;-;-;-;967;2;6.1;-;-;-
RAG;18720304;-;-;-;-;966.2;0;6.8;-;-;-
RAG;18720305;-;-;-;-;964.3;0;5.2;-;-;-
RAG;18720306;-;-;-;-;953.8;0;7;-;-;-
RAG;18720307;-;-;-;-;950.2;0;11.1;-;-;-
RAG;18720308;-;-;-;-;950.9;0;11.1;-;-;-
RAG;18720309;-;-;-;-;952.1;0;12.9;-;-;-
RAG;18720310;-;-;-;-;955;0;9.2;-;-;-
RAG;18720311;-;-;-;-;955.9;1.5;6.7;-;-;-
RAG;18720312;-;-;-;-;957;0;5.8;-;-;-
RAG;18720313;-;-;-;-;951.1;0;3.9;-;-;-
RAG;18720314;-;-;-;-;943.1;0;6.5;-;-;-
RAG;18720315;-;-;-;-;946.2;1;8;-;-;-
RAG;18720316;-;-;-;-;957;0;7.9;-;-;-
RAG;18720317;-;-;-;-;959;0;6.6;-;-;-
RAG;18720318;-;-;-;-;952.2;0;7.7;-;-;-
RAG;18720319;-;-;-;-;945;8.5;2.4;-;-;-
RAG;18720320;-;-;-;-;947.2;12;-0.3;-;-;-
RAG;18720321;-;-;-;-;943.7;0;1.2;-;-;-
RAG;18720322;-;-;-;-;943.3;0;2.4;-;-;-
RAG;18720323;-;-;-;-;947.1;0;2.8;-;-;-
RAG;18720324;-;-;-;-;938.5;0;3.1;-;-;-
RAG;18720325;-;-;-;-;938.7;33.6;0.5;-;-;-
RAG;18720326;-;-;-;-;946.1;0;-0.5;-;-;-
RAG;18720327;-;-;-;-;954.4;0;6.2;-;-;-
RAG;18720328;-;-;-;-;954.5;0;10.9;-;-;-
RAG;18720329;-;-;-;-;951.3;0;12.9;-;-;-
RAG;18720330;-;-;-;-;945.3;0;14.5;-;-;-
RAG;18720331;-;-;-;-;951;10;9.1;-;-;-
RAG;18720401;-;-;-;-;949.5;8;8.7;-;-;-
RAG;18720402;-;-;-;-;943.9;0;10.1;-;-;-
RAG;18720403;-;-;-;-;946.4;6;7.1;-;-;-
RAG;18720404;-;-;-;-;948;0;9.1;-;-;-
RAG;18720405;-;-;-;-;952.3;0;8.1;-;-;-
RAG;18720406;-;-;-;-;956.8;0;9.5;-;-;-
RAG;18720407;-;-;-;-;962;0;9.4;-;-;-
RAG;18720408;-;-;-;-;962.2;0;9.6;-;-;-
RAG;18720409;-;-;-;-;954.3;50;3.6;-;-;-
RAG;18720410;-;-;-;-;962.2;10;3.9;-;-;-
RAG;18720411;-;-;-;-;961.4;0;7.9;-;-;-
RAG;18720412;-;-;-;-;959.7;0;10;-;-;-
RAG;18720413;-;-;-;-;960.4;0;13.6;-;-;-
RAG;18720414;-;-;-;-;959;0;12.5;-;-;-
RAG;18720415;-;-;-;-;957.9;0;12.3;-;-;-
RAG;18720416;-;-;-;-;951.8;0;14.5;-;-;-
RAG;18720417;-;-;-;-;946.2;0;10.4;-;-;-
RAG;18720418;-;-;-;-;946.3;2;5.8;-;-;-
RAG;18720419;-;-;-;-;947.3;2;6.1;-;-;-
RAG;18720420;-;-;-;-;938.2;6;12.1;-;-;-
RAG;18720421;-;-;-;-;935.5;0;10.1;-;-;-
RAG;18720422;-;-;-;-;941.7;0;12.1;-;-;-
RAG;18720423;-;-;-;-;946.3;25;10.4;-;-;-
RAG;18720424;-;-;-;-;951.4;10;9;-;-;-
RAG;18720425;-;-;-;-;953.7;13;10.8;-;-;-
RAG;18720426;-;-;-;-;958.5;0;14.9;-;-;-
RAG;18720427;-;-;-;-;952.7;0;17.8;-;-;-
RAG;18720428;-;-;-;-;956.8;0;14.9;-;-;-
RAG;18720429;-;-;-;-;960.1;0;14;-;-;-
RAG;18720430;-;-;-;-;959.9;5;13.6;-;-;-
RAG;18720501;-;-;-;-;959.3;0;14.8;-;-;-
RAG;18720502;-;-;-;-;959.4;0;15.1;-;-;-
RAG;18720503;-;-;-;-;961.4;1.5;13.6;-;-;-
RAG;18720504;-;-;-;-;954.9;0;15.4;-;-;-
RAG;18720505;-;-;-;-;949.6;0;16.3;-;-;-
RAG;18720506;-;-;-;-;950.7;0;11.3;-;-;-
RAG;18720507;-;-;-;-;951.9;21;14.4;-;-;-
RAG;18720508;-;-;-;-;951.1;3;12;-;-;-
RAG;18720509;-;-;-;-;951.6;17;7.4;-;-;-
RAG;18720510;-;-;-;-;950.3;48;5.9;-;-;-
RAG;18720511;-;-;-;-;951.1;2;7.4;-;-;-
RAG;18720512;-;-;-;-;946.2;2;7.6;-;-;-
RAG;18720513;-;-;-;-;951.6;6;6.4;-;-;-
RAG;18720514;-;-;-;-;956.4;10;11.2;-;-;-
RAG;18720515;-;-;-;-;956.6;0;14;-;-;-
RAG;18720516;-;-;-;-;954.6;0;17.8;-;-;-
RAG;18720517;-;-;-;-;948.8;0;19.5;-;-;-
RAG;18720518;-;-;-;-;948.3;0;15.4;-;-;-
RAG;18720519;-;-;-;-;950.2;0;18.6;-;-;-
RAG;18720520;-;-;-;-;952.2;0;16.1;-;-;-
RAG;18720521;-;-;-;-;948.8;2.5;13.9;-;-;-
RAG;18720522;-;-;-;-;954.1;76;8.6;-;-;-
RAG;18720523;-;-;-;-;956.4;0;12.4;-;-;-
RAG;18720524;-;-;-;-;951.4;0;15.9;-;-;-
RAG;18720525;-;-;-;-;953.4;24.5;10.3;-;-;-
RAG;18720526;-;-;-;-;963.9;6;11.4;-;-;-
RAG;18720527;-;-;-;-;963;0;12.8;-;-;-
RAG;18720528;-;-;-;-;962.4;1;12.1;-;-;-
RAG;18720529;-;-;-;-;960.3;12;12.8;-;-;-
RAG;18720530;-;-;-;-;957.6;0.5;14.6;-;-;-
RAG;18720531;-;-;-;-;955.9;2;12.9;-;-;-
RAG;18720601;-;-;-;-;955.8;35.5;11.4;-;-;-
RAG;18720602;-;-;-;-;956.1;9.5;12.5;-;-;-
RAG;18720603;-;-;-;-;950.1;1.5;12.8;-;-;-
RAG;18720604;-;-;-;-;954.4;45;10.7;-;-;-
RAG;18720605;-;-;-;-;955.8;1;9.5;-;-;-
RAG;18720606;-;-;-;-;956.2;0;12.3;-;-;-
RAG;18720607;-;-;-;-;954.1;0;17.1;-;-;-
RAG;18720608;-;-;-;-;957.6;5.5;14.4;-;-;-
RAG;18720609;-;-;-;-;952.2;0;16.7;-;-;-
RAG;18720610;-;-;-;-;951.9;23.5;13.3;-;-;-
RAG;18720611;-;-;-;-;955.9;2.5;12.9;-;-;-
RAG;18720612;-;-;-;-;956;8;12.3;-;-;-
RAG;18720613;-;-;-;-;956.5;32;15.5;-;-;-
RAG;18720614;-;-;-;-;959;0;19.2;-;-;-
RAG;18720615;-;-;-;-;964.8;0;19.9;-;-;-
RAG;18720616;-;-;-;-;966.3;0;20.8;-;-;-
RAG;18720617;-;-;-;-;963.3;0;20.5;-;-;-
RAG;18720618;-;-;-;-;958.5;0;20.3;-;-;-
RAG;18720619;-;-;-;-;955.3;0;19;-;-;-
RAG;18720620;-;-;-;-;956.7;0;16.6;-;-;-
RAG;18720621;-;-;-;-;961.1;20;15.7;-;-;-
RAG;18720622;-;-;-;-;961.1;0;19.8;-;-;-
RAG;18720623;-;-;-;-;960.6;12.5;16;-;-;-
RAG;18720624;-;-;-;-;957.5;0;17.8;-;-;-
RAG;18720625;-;-;-;-;955.5;6;19.7;-;-;-
RAG;18720626;-;-;-;-;959.4;15;13.9;-;-;-
RAG;18720627;-;-;-;-;962.6;18;14.8;-;-;-
RAG;18720628;-;-;-;-;958.9;7;18.1;-;-;-
RAG;18720629;-;-;-;-;957.1;0;21;-;-;-
RAG;18720630;-;-;-;-;956.5;0;18.2;-;-;-
RAG;18720701;-;-;-;-;957.6;0;20.3;-;-;-
RAG;18720702;-;-;-;-;960.8;7.5;15.8;-;-;-
RAG;18720703;-;-;-;-;962.3;3.5;15.3;-;-;-
RAG;18720704;-;-;-;-;963.2;13.5;14;-;-;-
RAG;18720705;-;-;-;-;961.2;0;16.8;-;-;-
RAG;18720706;-;-;-;-;956.2;0;16.9;-;-;-
RAG;18720707;-;-;-;-;954.1;0;19.5;-;-;-
RAG;18720708;-;-;-;-;954.2;0;21.3;-;-;-
RAG;18720709;-;-;-;-;956.9;0;16.3;-;-;-
RAG;18720710;-;-;-;-;958.6;15;16.5;-;-;-
RAG;18720711;-;-;-;-;958.3;0;20.3;-;-;-
RAG;18720712;-;-;-;-;960.2;0;21.5;-;-;-
RAG;18720713;-;-;-;-;959;13.5;19.4;-;-;-
RAG;18720714;-;-;-;-;957.6;11.5;16.1;-;-;-
RAG;18720715;-;-;-;-;955.3;2;17.3;-;-;-
RAG;18720716;-;-;-;-;957.3;1.5;15.1;-;-;-
RAG;18720717;-;-;-;-;955.5;0;18.3;-;-;-
RAG;18720718;-;-;-;-;957.3;2;16.5;-;-;-
RAG;18720719;-;-;-;-;961.6;2.5;17.3;-;-;-
RAG;18720720;-;-;-;-;963;0;20.6;-;-;-
RAG;18720721;-;-;-;-;962.8;0;22.6;-;-;-
RAG;18720722;-;-;-;-;959.6;0;21.4;-;-;-
RAG;18720723;-;-;-;-;957.1;0;24;-;-;-
RAG;18720724;-;-;-;-;958.3;0;23.6;-;-;-
RAG;18720725;-;-;-;-;957.8;0;24.1;-;-;-
RAG;18720726;-;-;-;-;959.1;0;24.5;-;-;-
RAG;18720727;-;-;-;-;961.1;0;24.9;-;-;-
RAG;18720728;-;-;-;-;960.4;18;24;-;-;-
RAG;18720729;-;-;-;-;957;3;22.2;-;-;-
RAG;18720730;-;-;-;-;953.4;2;19.9;-;-;-
RAG;18720731;-;-;-;-;954.4;36;17.7;-;-;-
RAG;18720801;-;-;-;-;951.9;7.5;17.5;-;-;-
RAG;18720802;-;-;-;-;950.9;7;16.4;-;-;-
RAG;18720803;-;-;-;-;953.3;54.5;11.5;-;-;-
RAG;18720804;-;-;-;-;957.3;36.5;11.7;-;-;-
RAG;18720805;-;-;-;-;956.3;0;17.3;-;-;-
RAG;18720806;-;-;-;-;956;0;18.2;-;-;-
RAG;18720807;-;-;-;-;953.1;0;18.9;-;-;-
RAG;18720808;-;-;-;-;952.6;40;13.4;-;-;-
RAG;18720809;-;-;-;-;960.8;35;12.3;-;-;-
RAG;18720810;-;-;-;-;959.9;2.5;15.4;-;-;-
RAG;18720811;-;-;-;-;960.4;0.5;17.5;-;-;-
RAG;18720812;-;-;-;-;962.1;3;18;-;-;-
RAG;18720813;-;-;-;-;962.5;0.5;16.9;-;-;-
RAG;18720814;-;-;-;-;961.7;0;17.6;-;-;-
RAG;18720815;-;-;-;-;959.7;2.5;18.9;-;-;-
RAG;18720816;-;-;-;-;960.6;0.7;17.5;-;-;-
RAG;18720817;-;-;-;-;960.5;0;19.3;-;-;-
RAG;18720818;-;-;-;-;960.6;0;16.1;-;-;-
RAG;18720819;-;-;-;-;957.7;0;18.9;-;-;-
RAG;18720820;-;-;-;-;956.2;0;18.1;-;-;-
RAG;18720821;-;-;-;-;957.5;0;20.4;-;-;-
RAG;18720822;-;-;-;-;957.8;5.5;15.2;-;-;-
RAG;18720823;-;-;-;-;957.1;32.5;15.9;-;-;-
RAG;18720824;-;-;-;-;960.4;14;14.9;-;-;-
RAG;18720825;-;-;-;-;963;0;15.7;-;-;-
RAG;18720826;-;-;-;-;958.1;0;18;-;-;-
RAG;18720827;-;-;-;-;957.8;5;13.9;-;-;-
RAG;18720828;-;-;-;-;961.8;17.5;13.6;-;-;-
RAG;18720829;-;-;-;-;961.6;7;14.4;-;-;-
RAG;18720830;-;-;-;-;957.2;0;16.2;-;-;-
RAG;18720831;-;-;-;-;954.7;9;14;-;-;-
RAG;18720901;-;-;-;-;961.4;14;13.5;-;-;-
RAG;18720902;-;-;-;-;960.7;0;17;-;-;-
RAG;18720903;-;-;-;-;958.9;0;19.6;-;-;-
RAG;18720904;-;-;-;-;958.7;0;23;-;-;-
RAG;18720905;-;-;-;-;959.6;0;22.5;-;-;-
RAG;18720906;-;-;-;-;960.6;0;20.1;-;-;-
RAG;18720907;-;-;-;-;958.7;0;18.7;-;-;-
RAG;18720908;-;-;-;-;958.6;0;18.5;-;-;-
RAG;18720909;-;-;-;-;958.7;27.5;18;-;-;-
RAG;18720910;-;-;-;-;959.8;0.5;18.9;-;-;-
RAG;18720911;-;-;-;-;964.9;3.5;17.3;-;-;-
RAG;18720912;-;-;-;-;968.1;0;18.4;-;-;-
RAG;18720913;-;-;-;-;968.5;0;19.1;-;-;-
RAG;18720914;-;-;-;-;962.7;0;20.8;-;-;-
RAG;18720915;-;-;-;-;960.2;0;19;-;-;-
RAG;18720916;-;-;-;-;957.8;4;16.5;-;-;-
RAG;18720917;-;-;-;-;956.4;0;17.4;-;-;-
RAG;18720918;-;-;-;-;954.2;0;17.5;-;-;-
RAG;18720919;-;-;-;-;950.5;0.5;15.8;-;-;-
RAG;18720920;-;-;-;-;949.7;13;10.5;-;-;-
