stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
JUN;19340415;-;47;664.3;-1.8;50.7;-;-;-
JUN;19340416;-;27;665.3;2.3;44;-;-;-
JUN;19340417;-;60;661.4;0.6;44.3;-;-;-
JUN;19340418;-;100;653.8;-6.1;98.7;-;-;-
JUN;19340419;-;100;653.2;-7;100;-;-;-
JUN;19340420;-;100;653.3;-7.6;93;-;-;-
JUN;19340421;-;57;653.8;-8.7;67;-;-;-
JUN;19340422;-;100;641.8;-7.4;100;-;-;-
JUN;19340423;-;100;642;-9.5;94.7;-;-;-
JUN;19340424;-;100;639.9;-12.4;100;-;-;-
JUN;19340425;-;67;642.3;-10.7;81.3;-;-;-
JUN;19340426;-;43;645.8;-6.9;54;-;-;-
JUN;19340427;-;100;648.9;-9.8;91.3;-;-;-
JUN;19340428;-;100;652.7;-9.4;99.3;-;-;-
JUN;19340429;-;77;653.9;-10.1;92.7;-;-;-
JUN;19340430;-;100;654.3;-5.8;100;-;-;-
JUN;19340501;-;100;654;-4.8;100;-;-;-
JUN;19340502;-;100;652.8;-8.1;100;-;-;-
JUN;19340503;-;97;648.8;-5.2;96.7;-;-;-
JUN;19340504;-;100;649;-5.9;100;-;-;-
JUN;19340505;-;100;653.8;-5.2;88.7;-;-;-
JUN;19340506;-;83;656.6;-4.3;93.3;-;-;-
JUN;19340507;-;83;659.1;-3.6;93.3;-;-;-
JUN;19340508;-;70;660.7;-2.9;82.7;-;-;-
JUN;19340509;-;83;662;-2.3;82.7;-;-;-
JUN;19340510;-;100;662.5;-5.2;100;-;-;-
JUN;19340511;-;37;664.2;-2.9;56;-;-;-
JUN;19340512;-;87;661.7;-3.2;59.3;-;-;-
JUN;19340513;-;43;658.6;-2;68.7;-;-;-
JUN;19340514;-;87;655.1;-3.5;93.3;-;-;-
JUN;19340515;-;40;651.4;-2.5;78.7;-;-;-
JUN;19340516;-;100;648.9;-5.6;60;-;-;-
JUN;19340517;-;100;648;-3.9;10;-;-;-
JUN;19340518;-;90;651.6;-3.7;10;-;-;-
JUN;19340519;-;20;657.8;-1.8;75.3;-;-;-
JUN;19340520;-;53;662;-3.3;79.3;-;-;-
JUN;19340521;-;17;665;-1.4;84.3;-;-;-
JUN;19340522;-;23;666.8;-1.4;56.7;-;-;-
JUN;19340523;-;3;664.5;-0.3;57.7;-;-;-
JUN;19340524;-;13;660.4;-1.6;66.7;-;-;-
JUN;19340525;-;10;658;-1.4;76;-;-;-
JUN;19340526;-;63;658;-3;88;-;-;-
JUN;19340527;-;80;657.3;-4.9;89;-;-;-
JUN;19340528;-;33;658.6;-4.8;64.3;-;-;-
JUN;19340529;-;0;659.9;-3.7;66;-;-;-
JUN;19340530;-;73;659.6;-0.7;70;-;-;-
JUN;19340531;-;100;658.9;-1.5;100;-;-;-
JUN;19340601;-;87;660.2;-2;94;-;-;-
JUN;19340602;-;100;660.7;-2.7;100;-;-;-
JUN;19340603;-;97;656.4;-3.5;97.3;-;-;-
JUN;19340604;-;63;653.8;-0.7;66;-;-;-
JUN;19340605;-;100;648.5;-3.5;96.7;-;-;-
JUN;19340606;-;70;650.2;-4.9;75.7;-;-;-
JUN;19340607;-;100;654.6;-3.8;95;-;-;-
JUN;19340608;-;7;660.1;-3.2;59;-;-;-
JUN;19340609;-;70;660.5;-2.7;85;-;-;-
JUN;19340610;-;67;657.6;-2.7;81.3;-;-;-
JUN;19340611;-;67;655.9;-3;92;-;-;-
JUN;19340612;-;83;653.8;-6;100;-;-;-
JUN;19340613;-;0;657.3;-0.8;77.3;-;-;-
JUN;19340614;-;100;659.2;-3.9;97;-;-;-
JUN;19340615;-;100;659.4;-3.3;100;-;-;-
JUN;19340616;-;7;661.3;2.6;44.7;-;-;-
JUN;19340617;-;40;665;3.6;38;-;-;-
JUN;19340618;-;33;666.5;4.9;29.7;-;-;-
JUN;19340619;-;67;663.3;2.1;56.3;-;-;-
JUN;19340620;-;100;653.2;-3;100;-;-;-
JUN;19340621;-;100;654.7;-5.7;100;-;-;-
JUN;19340622;-;40;660.2;-1.3;88.7;-;-;-
JUN;19340623;-;33;663.1;2.7;59.3;-;-;-
JUN;19340624;-;77;662.6;1.8;93.3;-;-;-
JUN;19340625;-;83;662.1;1.1;90;-;-;-
JUN;19340626;-;97;661.3;-1.3;97;-;-;-
JUN;19340627;-;7;661.6;-1.9;63.3;-;-;-
JUN;19340628;-;57;657.9;1.1;65.3;-;-;-
JUN;19340629;-;93;651.2;-3.2;98.3;-;-;-
JUN;19340630;-;93;655.2;-1.2;100;-;-;-
JUN;19340701;-;73;660.9;-1;97.7;-;-;-
JUN;19340702;-;0;664.6;2.3;58;-;-;-
JUN;19340703;-;60;664.1;1;79.3;-;-;-
JUN;19340704;-;10;661;1.7;79;-;-;-
JUN;19340705;-;40;661.1;3;70.3;-;-;-
JUN;19340706;-;37;663.6;2.5;44.3;-;-;-
JUN;19340707;-;33;666.1;2.8;50;-;-;-
JUN;19340708;-;10;666.3;3.9;34;-;-;-
JUN;19340709;-;7;666;1.5;26.7;-;-;-
JUN;19340710;-;40;665.2;4.1;38.7;-;-;-
JUN;19340711;-;77;663.4;2.2;78.7;-;-;-
JUN;19340712;-;87;659.9;1.7;93.7;-;-;-
JUN;19340713;-;100;657.5;-0.7;95.3;-;-;-
JUN;19340714;-;100;658.2;-0.5;98.7;-;-;-
JUN;19340715;-;100;658.5;-4;100;-;-;-
JUN;19340716;-;10;662.7;-0.6;78.3;-;-;-
JUN;19340717;-;0;664.6;4;21;-;-;-
JUN;19340718;-;47;663.4;2.5;45;-;-;-
JUN;19340719;-;57;661.3;4;48.3;-;-;-
JUN;19340720;-;100;659.8;2.1;84;-;-;-
JUN;19340721;-;100;658.5;1.5;81.3;-;-;-
JUN;19340722;-;93;657.6;-0.3;91.3;-;-;-
JUN;19340723;-;100;657.9;-2.8;100;-;-;-
JUN;19340724;-;93;660.6;-1.5;99;-;-;-
JUN;19340725;-;100;658.2;-4.9;100;-;-;-
JUN;19340726;-;3;663;-3.2;47.3;-;-;-
JUN;19340727;-;90;662.6;-0.2;100;-;-;-
JUN;19340728;-;50;661.5;1.1;31.7;-;-;-
JUN;19340729;-;10;662.3;3.3;24.7;-;-;-
JUN;19340730;-;3;663;4.2;24.7;-;-;-
JUN;19340731;-;73;661;1.7;73.3;-;-;-
JUN;19340801;-;70;659.5;1.6;88.7;-;-;-
JUN;19340802;-;100;658.8;2.9;90.7;-;-;-
JUN;19340803;-;100;654.4;-0.6;100;-;-;-
JUN;19340804;-;100;651.4;-4.7;100;-;-;-
JUN;19340805;-;47;658;-2.1;82.7;-;-;-
JUN;19340806;-;10;660.1;1.7;57.7;-;-;-
JUN;19340807;-;100;654.7;-2.6;90.7;-;-;-
JUN;19340808;-;47;656.2;0.3;89;-;-;-
JUN;19340809;-;100;658.3;-1.5;100;-;-;-
JUN;19340810;-;43;661.1;1.1;70.7;-;-;-
JUN;19340811;-;70;660.9;1.7;63;-;-;-
JUN;19340812;-;100;658.5;-2.3;96.7;-;-;-
JUN;19340813;-;97;655.6;-4.7;95;-;-;-
JUN;19340814;-;100;652.9;-6.2;100;-;-;-
JUN;19340815;-;100;656.8;-5.5;100;-;-;-
JUN;19340816;-;0;662.6;1;25.3;-;-;-
JUN;19340817;-;0;664.8;3.8;19.3;-;-;-
JUN;19340818;-;17;664.2;3.3;29.3;-;-;-
JUN;19340819;-;40;664.8;2.2;30.7;-;-;-
JUN;19340820;-;33;664.2;4.1;28;-;-;-
JUN;19340821;-;60;663.1;3.2;53.7;-;-;-
JUN;19340822;-;70;662.8;3.2;72.7;-;-;-
JUN;19340823;-;47;661.6;2.8;68.7;-;-;-
JUN;19340824;-;30;660.1;0.7;56.7;-;-;-
JUN;19340825;-;100;659.2;0.2;88.7;-;-;-
JUN;19340826;-;100;656.6;-1;95.3;-;-;-
JUN;19340827;-;77;656.4;2.8;78.7;-;-;-
JUN;19340828;-;67;657.4;1.2;88.7;-;-;-
JUN;19340829;-;100;655.9;-0.7;91.3;-;-;-
JUN;19340830;-;63;655.2;-4.2;89.7;-;-;-
JUN;19340831;-;100;652.8;-5;95.3;-;-;-
JUN;19340901;-;70;646.3;-8;97.3;-;-;-
JUN;19340902;-;100;650.4;-7.2;100;-;-;-
JUN;19340903;-;13;659.9;-3.1;65.7;-;-;-
JUN;19340904;-;10;664.4;0.2;45;-;-;-
JUN;19340905;-;53;665.3;-0.6;87.7;-;-;-
JUN;19340906;-;20;665.2;-0.7;70;-;-;-
JUN;19340907;-;23;667.4;3;45;-;-;-
JUN;19340908;-;10;665.3;3.1;26.7;-;-;-
JUN;19340909;-;53;661.7;0.2;45.3;-;-;-
JUN;19340910;-;100;659.3;-2.7;100;-;-;-
JUN;19340911;-;17;660.2;-0.2;60.3;-;-;-
JUN;19340912;-;70;662.3;-0.1;77;-;-;-
JUN;19340913;-;50;663;0.5;80.7;-;-;-
JUN;19340914;-;87;662.7;0.3;95;-;-;-
JUN;19340915;-;47;661.8;-1.2;78;-;-;-
JUN;19340916;-;70;663.1;-0.3;80.3;-;-;-
JUN;19340917;-;33;664.6;0.2;85.3;-;-;-
JUN;19340918;-;73;664.1;-1.7;86;-;-;-
JUN;19340919;-;100;659.7;-3;100;-;-;-
JUN;19340920;-;50;656.7;-0.9;76.3;-;-;-
JUN;19340921;-;77;658.2;-2;84;-;-;-
JUN;19340922;-;20;659.6;-2.2;77.3;-;-;-
JUN;19340923;-;73;659.3;-3.6;85;-;-;-
JUN;19340924;-;37;659.4;-2.5;64;-;-;-
JUN;19340925;-;50;661;-1.1;69.7;-;-;-
JUN;19340926;-;37;664.1;0.2;34;-;-;-
JUN;19340927;-;10;667.9;2;31.7;-;-;-
JUN;19340928;-;10;668.2;2.8;26.3;-;-;-
JUN;19340929;-;0;666.7;0;36.7;-;-;-
JUN;19340930;-;10;666.6;0.7;27.3;-;-;-
JUN;19341001;-;23;664.2;2.8;40.3;-;-;-
JUN;19341002;-;70;660;-0.6;78;-;-;-
JUN;19341003;-;100;655;-4.6;100;-;-;-
JUN;19341004;-;100;651.2;-4.4;100;-;-;-
JUN;19341005;-;80;652;-7.7;97.3;-;-;-
JUN;19341006;-;100;658.8;-11;100;-;-;-
JUN;19341007;-;30;664.7;-6.9;80;-;-;-
JUN;19341008;-;20;663.6;-2.5;61;-;-;-
JUN;19341009;-;87;660;-4.2;83.7;-;-;-
JUN;19341010;-;40;658.4;-9.8;98;-;-;-
JUN;19341011;-;27;663.3;-6.1;51.7;-;-;-
JUN;19341012;-;20;666.3;-1.6;41.3;-;-;-
JUN;19341013;-;23;663.9;-4.2;53.3;-;-;-
JUN;19341014;-;100;660.7;-4.2;99.3;-;-;-
JUN;19341015;-;100;645.3;-8.6;100;-;-;-
JUN;19341016;-;100;642.6;-15.6;100;-;-;-
JUN;19341017;-;100;648.2;-14.1;100;-;-;-
JUN;19341018;-;43;649.8;-14;100;-;-;-
JUN;19341019;-;43;655.8;-7.8;43.3;-;-;-
JUN;19341020;-;33;657;-4.2;54.7;-;-;-
JUN;19341021;-;10;657.9;-2.8;42.3;-;-;-
JUN;19341022;-;23;656.6;-3.1;18.7;-;-;-
JUN;19341023;-;83;657.1;-3.6;63.3;-;-;-
JUN;19341024;-;43;659.6;-4.2;65.3;-;-;-
JUN;19341025;-;27;661;-2.7;28.7;-;-;-
JUN;19341026;-;47;662.4;-1.9;23.7;-;-;-
JUN;19341027;-;63;662.8;-2.7;61;-;-;-
JUN;19341028;-;23;659.4;-4.3;49.3;-;-;-
JUN;19341029;-;93;655.1;-5.9;92;-;-;-
JUN;19341030;-;77;651.9;-5.6;40;-;-;-
JUN;19341031;-;97;647.5;-8.2;98;-;-;-
JUN;19341101;-;100;644.5;-18.3;100;-;-;-
JUN;19341102;-;33;649.5;-15.9;58;-;-;-
JUN;19341103;-;73;653;-9.4;46.3;-;-;-
JUN;19341104;-;100;652.2;-9.5;100;-;-;-
JUN;19341105;-;100;648.8;-8.4;100;-;-;-
JUN;19341106;-;100;641.9;-10;100;-;-;-
JUN;19341107;-;100;642;-12.6;100;-;-;-
JUN;19341108;-;100;643.5;-13.2;100;-;-;-
JUN;19341109;-;100;646.7;-11.6;77.7;-;-;-
JUN;19341110;-;100;643.8;-11;100;-;-;-
JUN;19341111;-;100;641.7;-11;100;-;-;-
JUN;19341112;-;40;639.2;-15.3;79.7;-;-;-
JUN;19341113;-;43;643.2;-13.8;67;-;-;-
JUN;19341114;-;100;642.3;-11.7;100;-;-;-
JUN;19341115;-;100;644.3;-10;100;-;-;-
JUN;19341116;-;80;649.2;-12.2;86.3;-;-;-
JUN;19341117;-;80;646.8;-12.2;92.7;-;-;-
JUN;19341118;-;97;650.7;-10.5;95.7;-;-;-
JUN;19341119;-;7;652;-13.6;76.7;-;-;-
JUN;19341120;-;17;654.4;-9.4;28.3;-;-;-
JUN;19341121;-;7;654.7;-7.5;43.7;-;-;-
JUN;19341122;-;3;655.8;-8.6;30;-;-;-
JUN;19341123;-;10;656.9;-8.3;37.7;-;-;-
JUN;19341124;-;10;658.7;-8.4;37;-;-;-
JUN;19341125;-;7;661.5;-7.1;39;-;-;-
JUN;19341126;-;17;662.8;-6.9;22.3;-;-;-
JUN;19341127;-;67;663.5;-4.6;47.7;-;-;-
JUN;19341128;-;0;666.2;-2.7;47.3;-;-;-
JUN;19341129;-;0;664.6;-4.4;35.7;-;-;-
JUN;19341130;-;7;662.4;-5.4;39;-;-;-
JUN;19341201;-;7;661.9;-5.3;31.7;-;-;-
JUN;19341202;-;80;658.4;-5.3;50.7;-;-;-
JUN;19341203;-;100;654.8;-6.7;100;-;-;-
JUN;19341204;-;93;655.2;-6.5;84.7;-;-;-
JUN;19341205;-;100;653;-8.1;100;-;-;-
JUN;19341206;-;87;657.1;-5.6;60.7;-;-;-
JUN;19341207;-;80;654.9;-8.3;56;-;-;-
JUN;19341208;-;57;656.3;-7;28;-;-;-
JUN;19341209;-;77;652.8;-7.3;73.7;-;-;-
JUN;19341210;-;100;646.2;-9.8;100;-;-;-
JUN;19341211;-;37;645.1;-12.1;80.3;-;-;-
JUN;19341212;-;70;642;-9.8;80.7;-;-;-
JUN;19341213;-;100;641.9;-11.4;100;-;-;-
JUN;19341214;-;100;640.1;-10.9;100;-;-;-
JUN;19341215;-;100;637.2;-10.8;100;-;-;-
JUN;19341216;-;100;636.1;-11.5;100;-;-;-
JUN;19341217;-;77;638.9;-12.7;100;-;-;-
JUN;19341218;-;93;645.9;-9.4;100;-;-;-
JUN;19341219;-;93;643.1;-12;100;-;-;-
JUN;19341220;-;80;644;-11.4;94.7;-;-;-
JUN;19341221;-;100;646.1;-12.2;100;-;-;-
JUN;19341222;-;7;644.9;-13;60;-;-;-
JUN;19341223;-;93;644.7;-14.5;96.7;-;-;-
JUN;19341224;-;63;646;-12.7;100;-;-;-
JUN;19341225;-;63;649;-11.7;95.3;-;-;-
JUN;19341226;-;80;651.4;-6.7;100;-;-;-
JUN;19341227;-;73;651.4;-12.1;100;-;-;-
JUN;19341228;-;57;655.4;-7.4;88.7;-;-;-
JUN;19341229;-;93;652.6;-9.3;83.3;-;-;-
JUN;19341230;-;17;656.4;-13.5;80;-;-;-
JUN;19341231;-;93;657.1;-10.6;98.7;-;-;-
JUN;19350101;-;100;652.3;-14.3;100;-;-;-
JUN;19350102;-;43;647.6;-14.2;89.3;-;-;-
JUN;19350103;-;40;656;-12.5;66.7;-;-;-
JUN;19350104;-;100;649.2;-13.4;100;-;-;-
JUN;19350105;-;100;640.4;-19.2;100;-;-;-
JUN;19350106;-;40;637.7;-20.7;76.3;-;-;-
JUN;19350107;-;70;639.8;-21.8;92.3;-;-;-
JUN;19350108;-;70;641.1;-22.9;91;-;-;-
JUN;19350109;-;43;643;-22.3;82.7;-;-;-
JUN;19350110;-;60;648.1;-21;78;-;-;-
JUN;19350111;-;7;649.9;-19;55;-;-;-
JUN;19350112;-;80;641.6;-18.6;93.7;-;-;-
JUN;19350113;-;23;640.8;-23.2;67.7;-;-;-
JUN;19350114;-;100;643.6;-15.2;100;-;-;-
JUN;19350115;-;43;650.8;-16.4;86.3;-;-;-
JUN;19350116;-;10;657;-11.7;54.7;-;-;-
JUN;19350117;-;83;654.4;-11.8;91;-;-;-
JUN;19350118;-;7;651.2;-13.6;66.3;-;-;-
JUN;19350119;-;10;652.4;-14;30;-;-;-
JUN;19350120;-;10;652.7;-15.1;31.3;-;-;-
JUN;19350121;-;10;651.7;-15.5;41.7;-;-;-
JUN;19350122;-;10;651.9;-14.1;39.3;-;-;-
JUN;19350123;-;7;656.6;-8.2;46.7;-;-;-
JUN;19350124;-;47;654.5;-9.9;69;-;-;-
JUN;19350125;-;77;646.9;-10.4;95.3;-;-;-
JUN;19350126;-;93;629.8;-19.4;100;-;-;-
JUN;19350127;-;83;630.3;-23.1;96;-;-;-
JUN;19350128;-;83;637.2;-17.7;98.7;-;-;-
JUN;19350129;-;57;639.4;-17.5;74.3;-;-;-
JUN;19350130;-;3;642.4;-17.7;61.7;-;-;-
JUN;19350131;-;87;646.3;-15.2;96.7;-;-;-
JUN;19350201;-;100;646.9;-19;100;-;-;-
JUN;19350202;-;100;648.7;-10.7;100;-;-;-
JUN;19350203;-;100;647.9;-14.3;100;-;-;-
JUN;19350204;-;100;648.6;-12.1;100;-;-;-
JUN;19350205;-;100;643.8;-12.3;100;-;-;-
JUN;19350206;-;83;638.8;-19.1;83.7;-;-;-
JUN;19350207;-;100;638.3;-18;90;-;-;-
JUN;19350208;-;70;634.9;-20.3;92;-;-;-
JUN;19350209;-;87;635;-17.6;96.3;-;-;-
JUN;19350210;-;43;637.7;-20.7;84;-;-;-
JUN;19350211;-;70;645.4;-20;94;-;-;-
JUN;19350212;-;10;649;-15.2;40.7;-;-;-
JUN;19350213;-;90;648.6;-16.5;84.7;-;-;-
JUN;19350214;-;100;647.4;-11.3;100;-;-;-
JUN;19350215;-;90;651.5;-16.1;84;-;-;-
JUN;19350216;-;83;654.5;-10.5;83;-;-;-
JUN;19350217;-;57;653.2;-13.9;75.3;-;-;-
JUN;19350218;-;40;656.7;-10.5;55;-;-;-
JUN;19350219;-;7;657.6;-6.4;33;-;-;-
JUN;19350220;-;10;655.6;-6.1;19.3;-;-;-
JUN;19350221;-;83;648.5;-8.5;62.3;-;-;-
JUN;19350222;-;100;638.8;-14;100;-;-;-
JUN;19350223;-;100;629.8;-14.5;100;-;-;-
JUN;19350224;-;100;637.6;-16;100;-;-;-
JUN;19350225;-;100;637.4;-14.6;100;-;-;-
JUN;19350226;-;100;632.9;-19.2;100;-;-;-
JUN;19350227;-;53;641.3;-14.4;83.3;-;-;-
JUN;19350228;-;100;636.1;-15.7;100;-;-;-
JUN;19350301;-;100;632;-16.4;97.7;-;-;-
JUN;19350302;-;100;634.7;-15.7;100;-;-;-
JUN;19350303;-;100;644.1;-17.5;100;-;-;-
JUN;19350304;-;100;647.2;-17.7;100;-;-;-
JUN;19350305;-;100;649.3;-19.4;100;-;-;-
JUN;19350306;-;100;649.1;-19.7;100;-;-;-
JUN;19350307;-;40;647.3;-20.5;77.7;-;-;-
JUN;19350308;-;10;641.6;-25.4;70;-;-;-
JUN;19350309;-;10;644.3;-22.5;59;-;-;-
JUN;19350310;-;100;648.6;-21.5;92;-;-;-
JUN;19350311;-;83;651.5;-16.1;88.7;-;-;-
JUN;19350312;-;20;653;-15.4;49.3;-;-;-
JUN;19350313;-;10;651.9;-12.2;26.3;-;-;-
JUN;19350314;-;73;651.5;-11.8;92.7;-;-;-
JUN;19350315;-;53;649.4;-12.5;80.7;-;-;-
JUN;19350316;-;70;646;-12.3;62;-;-;-
JUN;19350317;-;73;647.3;-11;82.7;-;-;-
JUN;19350318;-;100;651.1;-12.2;100;-;-;-
JUN;19350319;-;7;654.2;-8.1;39.3;-;-;-
JUN;19350320;-;7;656.7;-6;16.7;-;-;-
JUN;19350321;-;13;657;-10.2;33.3;-;-;-
JUN;19350322;-;10;655.8;-6.3;18;-;-;-
JUN;19350323;-;87;653.9;-13.4;94.7;-;-;-
JUN;19350324;-;100;655.2;-11.3;100;-;-;-
JUN;19350325;-;13;657.8;-13.1;74.3;-;-;-
JUN;19350326;-;33;660.8;-5.1;65.7;-;-;-
JUN;19350327;-;47;660.6;-6.7;58.7;-;-;-
JUN;19350328;-;30;657;-7.9;40.3;-;-;-
JUN;19350329;-;100;650.4;-14.5;81;-;-;-
JUN;19350330;-;3;646.8;-20.2;46;-;-;-
JUN;19350331;-;100;650.3;-14.2;100;-;-;-
JUN;19350401;-;80;649;-11.3;86;-;-;-
JUN;19350402;-;100;639.6;-14.7;100;-;-;-
JUN;19350403;-;100;636.7;-20.6;100;-;-;-
JUN;19350404;-;67;639.4;-21.1;88.3;-;-;-
JUN;19350405;-;100;639.6;-19.5;100;-;-;-
JUN;19350406;-;100;645.3;-17.8;100;-;-;-
JUN;19350407;-;100;647.4;-15.4;100;-;-;-
JUN;19350408;-;100;649.6;-12.9;100;-;-;-
JUN;19350409;-;100;655.5;-7.2;100;-;-;-
JUN;19350410;-;40;658;-2.7;50.3;-;-;-
JUN;19350411;-;67;656.9;-4.1;80;-;-;-
JUN;19350412;-;100;647.9;-6.3;87;-;-;-
JUN;19350413;-;83;646.5;-11.9;95.3;-;-;-
JUN;19350414;-;100;642.9;-13.4;100;-;-;-
JUN;19350415;-;73;649.1;-13.9;94;-;-;-
JUN;19350416;-;100;649.3;-10;95.7;-;-;-
JUN;19350417;-;100;639.7;-12.9;100;-;-;-
JUN;19350418;-;100;644.3;-16.2;100;-;-;-
JUN;19350419;-;33;651.2;-11.2;49.3;-;-;-
JUN;19350420;-;77;650.7;-10.1;70.3;-;-;-
JUN;19350421;-;97;648.9;-11.5;94;-;-;-
JUN;19350422;-;100;648.7;-11.6;100;-;-;-
JUN;19350423;-;100;648.7;-12.2;100;-;-;-
JUN;19350424;-;100;646.7;-11;100;-;-;-
JUN;19350425;-;97;646.9;-12.1;93.3;-;-;-
JUN;19350426;-;100;646.6;-9.9;100;-;-;-
JUN;19350427;-;100;647.5;-9.9;100;-;-;-
JUN;19350428;-;40;652.5;-11;81.3;-;-;-
JUN;19350429;-;7;654.2;-8.4;46.7;-;-;-
JUN;19350430;-;37;650.7;-11.5;55.7;-;-;-
JUN;19350501;-;100;648.9;-13.4;100;-;-;-
JUN;19350502;-;3;652.1;-14.1;54.7;-;-;-
JUN;19350503;-;3;654;-9.6;29.3;-;-;-
JUN;19350504;-;43;655.1;-3;61.3;-;-;-
JUN;19350505;-;93;657.3;-5.2;86;-;-;-
JUN;19350506;-;93;659.9;-6.3;97.3;-;-;-
JUN;19350507;-;63;658.3;-5.2;88.3;-;-;-
JUN;19350508;-;100;653.2;-8;100;-;-;-
JUN;19350509;-;100;652.2;-10.1;100;-;-;-
JUN;19350510;-;73;655.7;-4.6;76;-;-;-
JUN;19350511;-;40;654.7;-3.7;72;-;-;-
JUN;19350512;-;100;650.2;-3.9;100;-;-;-
JUN;19350513;-;30;649.1;-6.7;46.3;-;-;-
JUN;19350514;-;10;650.4;-6.1;39.7;-;-;-
JUN;19350515;-;87;648.9;-6.5;90.7;-;-;-
JUN;19350516;-;100;644.7;-8.6;100;-;-;-
JUN;19350517;-;100;642.6;-14.4;100;-;-;-
JUN;19350518;-;80;643.4;-13.1;91.3;-;-;-
JUN;19350519;-;73;648.7;-12.5;91.3;-;-;-
JUN;19350520;-;67;652.7;-9.7;84.7;-;-;-
JUN;19350521;-;53;653.8;-7;60.7;-;-;-
JUN;19350522;-;100;648.7;-8.6;97.3;-;-;-
JUN;19350523;-;97;646.1;-5.9;96.7;-;-;-
JUN;19350524;-;100;652.7;-5.3;100;-;-;-
JUN;19350525;-;73;654.5;-2.8;68.7;-;-;-
JUN;19350526;-;73;655.7;-3.1;72.3;-;-;-
JUN;19350527;-;87;656.4;-5.2;95;-;-;-
JUN;19350528;-;73;656.4;-2.2;67.7;-;-;-
JUN;19350529;-;100;654.3;-2.3;98.7;-;-;-
JUN;19350530;-;100;650.1;-4.2;100;-;-;-
JUN;19350531;-;83;652.6;-1.5;74;-;-;-
JUN;19350601;-;100;653.7;-1.2;82.7;-;-;-
JUN;19350602;-;57;654.6;-2;70.3;-;-;-
JUN;19350603;-;97;654.5;-3.2;100;-;-;-
JUN;19350604;-;83;655.1;-4.3;94;-;-;-
JUN;19350605;-;100;653.8;-4.6;100;-;-;-
JUN;19350606;-;13;657.3;-6.8;56;-;-;-
JUN;19350607;-;10;662.4;0;27.3;-;-;-
JUN;19350608;-;13;666.1;0.8;39.3;-;-;-
JUN;19350609;-;53;664.1;-0.3;57.3;-;-;-
JUN;19350610;-;10;662.4;2.5;32.3;-;-;-
JUN;19350611;-;100;660;0.6;75;-;-;-
JUN;19350612;-;3;659.7;-3.5;81.7;-;-;-
JUN;19350613;-;10;662.7;-0.2;66.3;-;-;-
JUN;19350614;-;40;661.6;-0.6;83.3;-;-;-
JUN;19350615;-;100;655.1;-3.6;100;-;-;-
JUN;19350616;-;13;654.2;-5;94.7;-;-;-
JUN;19350617;-;87;657.4;-4.1;100;-;-;-
JUN;19350618;-;90;661.5;-1.1;95.3;-;-;-
JUN;19350619;-;30;662.4;-1.5;64.3;-;-;-
JUN;19350620;-;77;662.8;-1.2;78.7;-;-;-
JUN;19350621;-;100;662.8;-0.1;100;-;-;-
JUN;19350622;-;0;662.8;2.2;36;-;-;-
JUN;19350623;-;40;662.5;0;61.3;-;-;-
JUN;19350624;-;37;662.2;0.6;78.3;-;-;-
JUN;19350625;-;13;663.1;1.1;52.3;-;-;-
JUN;19350626;-;73;668.3;4.2;69;-;-;-
JUN;19350627;-;73;673;5.8;57;-;-;-
JUN;19350628;-;83;673.5;4.2;77.3;-;-;-
JUN;19350629;-;33;669.4;2.8;80.3;-;-;-
JUN;19350630;-;17;665.7;3.7;62.7;-;-;-
JUN;19350701;-;43;665.8;4.5;64.7;-;-;-
JUN;19350702;-;90;666;3.6;75.7;-;-;-
JUN;19350703;-;50;665.5;-0.3;68.3;-;-;-
JUN;19350704;-;47;664.4;-2.5;90.3;-;-;-
JUN;19350705;-;0;665.9;-0.7;58.7;-;-;-
JUN;19350706;-;70;662.6;-1.6;79;-;-;-
JUN;19350707;-;40;660.6;-1.3;83;-;-;-
JUN;19350708;-;0;662.8;-0.3;39.3;-;-;-
JUN;19350709;-;40;663.8;0.7;41.3;-;-;-
JUN;19350710;-;87;661.4;-1.8;83;-;-;-
JUN;19350711;-;3;664.6;0.7;57.3;-;-;-
JUN;19350712;-;17;665.8;2.8;45;-;-;-
JUN;19350713;-;33;664.6;2.6;70.7;-;-;-
JUN;19350714;-;60;661.4;1.7;54.3;-;-;-
JUN;19350715;-;50;663.2;0.3;51.3;-;-;-
JUN;19350716;-;33;665.9;0.9;45.7;-;-;-
JUN;19350717;-;17;665.6;4.2;53.7;-;-;-
JUN;19350718;-;87;660.4;1.9;79.3;-;-;-
JUN;19350719;-;50;658.5;-0.2;91;-;-;-
JUN;19350720;-;77;659.2;2;76.3;-;-;-
JUN;19350721;-;0;659.8;-3.2;71.7;-;-;-
JUN;19350722;-;13;662.8;-4.1;80;-;-;-
JUN;19350723;-;7;665.1;1.2;33;-;-;-
JUN;19350724;-;20;665.3;1.5;61.3;-;-;-
JUN;19350725;-;37;664.6;1.2;81;-;-;-
JUN;19350726;-;97;662.3;1;93;-;-;-
JUN;19350727;-;43;663.5;-0.1;76.3;-;-;-
JUN;19350728;-;20;665.6;1.5;49.3;-;-;-
