stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur
MER;18901010;-;-;-;-;-;-;-;-;0;7.5
MER;18901011;-;-;-;-;-;-;-;-;0;7.5
MER;18901012;-;-;-;-;-;-;-;-;0;7.8
MER;18901013;-;-;-;-;-;-;-;-;0;8.1
MER;18901014;-;-;-;-;-;-;-;-;0;9
MER;18901015;-;-;-;-;-;-;-;-;0;10
MER;18901016;-;-;-;-;-;-;-;-;25;6.3
MER;18901017;-;-;-;-;-;-;-;-;1.4;5.2
MER;18901018;-;-;-;-;-;-;-;-;18.5;6.3
MER;18901019;-;-;-;-;-;-;-;-;32;4.8
MER;18901020;-;-;-;-;-;-;-;-;3.6;4.1
MER;18901021;-;-;-;-;-;-;-;-;0;4.2
MER;18901022;-;-;-;-;-;-;-;-;0;0.8
MER;18901023;-;-;-;-;-;-;-;-;0.6;0.5
MER;18901024;-;-;-;-;-;-;-;-;16.4;0.6
MER;18901025;-;-;-;-;-;-;-;-;12.6;2.8
MER;18901026;-;-;-;-;-;-;-;-;8;6.8
MER;18901027;-;-;-;-;-;-;-;-;0.7;2.3
MER;18901028;-;-;-;-;-;-;-;-;0;1.2
MER;18901029;-;-;-;-;-;-;-;-;0;1.4
MER;18901030;-;-;-;-;-;-;-;-;0;2
MER;18901031;-;-;-;-;-;-;-;-;0;1.8
MER;18901101;-;-;-;-;-;-;-;-;0;6.1
MER;18901102;-;-;-;-;-;-;-;-;0;8.5
MER;18901103;-;-;-;-;-;-;-;-;0;5.6
MER;18901104;-;-;-;-;-;-;-;-;16.3;5.6
MER;18901105;-;-;-;-;-;-;-;-;5;5
MER;18901106;-;-;-;-;-;-;-;-;2.1;3.2
MER;18901107;-;-;-;-;-;-;-;-;4.7;3
MER;18901108;-;-;-;-;-;-;-;-;0;3.3
MER;18901109;-;-;-;-;-;-;-;-;0;2
MER;18901110;-;-;-;-;-;-;-;-;6.3;1.4
MER;18901111;-;-;-;-;-;-;-;-;4.6;2.7
MER;18901112;-;-;-;-;-;-;-;-;3.4;3.4
MER;18901113;-;-;-;-;-;-;-;-;0;1.9
MER;18901114;-;-;-;-;-;-;-;-;0;2.8
MER;18901115;-;-;-;-;-;-;-;-;0;4.2
MER;18901116;-;-;-;-;-;-;-;-;0;2.5
MER;18901117;-;-;-;-;-;-;-;-;0;4.1
MER;18901118;-;-;-;-;-;-;-;-;0;3.5
MER;18901119;-;-;-;-;-;-;-;-;0;5
MER;18901120;-;-;-;-;-;-;-;-;0.8;3.7
MER;18901121;-;-;-;-;-;-;-;-;4.6;4.6
MER;18901122;-;-;-;-;-;-;-;-;1.7;3.8
MER;18901123;-;-;-;-;-;-;-;-;10.9;2.8
MER;18901124;-;-;-;-;-;-;-;-;12.1;6.8
MER;18901125;-;-;-;-;-;-;-;-;9;0.5
MER;18901126;-;-;-;-;-;-;-;-;1.3;-2.1
MER;18901127;-;-;-;-;-;-;-;-;0;-6.1
MER;18901128;-;-;-;-;-;-;-;-;0;-4.8
MER;18901129;-;-;-;-;-;-;-;-;0;-5
MER;18901130;-;-;-;-;-;-;-;-;0;-5.1
MER;18901201;-;-;-;-;-;-;-;-;0;-2.5
MER;18901202;-;-;-;-;-;-;-;-;19.9;0.6
MER;18901203;-;-;-;-;-;-;-;-;0;1.6
MER;18901204;-;-;-;-;-;-;-;-;0;1.1
MER;18901205;-;-;-;-;-;-;-;-;0;-0.2
MER;18901206;-;-;-;-;-;-;-;-;0;-1.3
MER;18901207;-;-;-;-;-;-;-;-;0;-3.1
MER;18901208;-;-;-;-;-;-;-;-;0;-4.8
MER;18901209;-;-;-;-;-;-;-;-;0;-4.9
MER;18901210;-;-;-;-;-;-;-;-;0;-4.6
MER;18901211;-;-;-;-;-;-;-;-;0;-4.7
MER;18901212;-;-;-;-;-;-;-;-;0;-5.2
MER;18901213;-;-;-;-;-;-;-;-;0;-7.7
MER;18901214;-;-;-;-;-;-;-;-;0;-7.9
MER;18901215;-;-;-;-;-;-;-;-;0;-10.5
MER;18901216;-;-;-;-;-;-;-;-;0;-6.8
MER;18901217;-;-;-;-;-;-;-;-;10.1;-1.8
MER;18901218;-;-;-;-;-;-;-;-;1.5;-3.9
MER;18901219;-;-;-;-;-;-;-;-;1;-3.7
MER;18901220;-;-;-;-;-;-;-;-;0;-7.7
MER;18901221;-;-;-;-;-;-;-;-;0;-4.8
MER;18901222;-;-;-;-;-;-;-;-;0;-6.3
MER;18901223;-;-;-;-;-;-;-;-;0;-6.1
MER;18901224;-;-;-;-;-;-;-;-;0;-5.6
MER;18901225;-;-;-;-;-;-;-;-;0;-9.9
MER;18901226;-;-;-;-;-;-;-;-;0;-5.4
MER;18901227;-;-;-;-;-;-;-;-;0;-4.7
MER;18901228;-;-;-;-;-;-;-;-;0;-7.3
MER;18901229;-;-;-;-;-;-;-;-;0;-5.3
MER;18901230;-;-;-;-;-;-;-;-;0;-3.2
MER;18901231;-;-;-;-;-;-;-;-;0;-1.5
MER;18910101;-;-;-;-;-;-;-;-;0;-2.6
MER;18910102;-;-;-;-;-;-;-;-;0;-5.3
MER;18910103;-;-;-;-;-;-;-;-;0;-5
MER;18910104;-;-;-;-;-;-;-;-;8.2;-2.8
MER;18910105;-;-;-;-;-;-;-;-;8.3;-1.5
MER;18910106;-;-;-;-;-;-;-;-;0;-8.9
MER;18910107;-;-;-;-;-;-;-;-;0;-9.9
MER;18910108;-;-;-;-;-;-;-;-;0;-10.9
MER;18910109;-;-;-;-;-;-;-;-;0;-10.7
MER;18910110;-;-;-;-;-;-;-;-;0;-9.5
MER;18910111;-;-;-;-;-;-;-;-;0;-11
MER;18910112;-;-;-;-;-;-;-;-;3.2;-5.7
MER;18910113;-;-;-;-;-;-;-;-;0;-2.5
MER;18910114;-;-;-;-;-;-;-;-;6.7;-3.6
MER;18910115;-;-;-;-;-;-;-;-;1.1;-6.8
MER;18910116;-;-;-;-;-;-;-;-;0;-11.9
MER;18910117;-;-;-;-;-;-;-;-;0;-14.5
MER;18910118;-;-;-;-;-;-;-;-;0;-17.1
MER;18910119;-;-;-;-;-;-;-;-;0;-17.5
MER;18910120;-;-;-;-;-;-;-;-;0;-14.2
MER;18910121;-;-;-;-;-;-;-;-;15.5;-7.1
MER;18910122;-;-;-;-;-;-;-;-;2;-0.6
MER;18910123;-;-;-;-;-;-;-;-;0;1.6
MER;18910124;-;-;-;-;-;-;-;-;0;-2.4
MER;18910125;-;-;-;-;-;-;-;-;3.2;-1.6
MER;18910126;-;-;-;-;-;-;-;-;0;-7.4
MER;18910127;-;-;-;-;-;-;-;-;0;-6.4
MER;18910128;-;-;-;-;-;-;-;-;0;-5.3
MER;18910129;-;-;-;-;-;-;-;-;0;-6.6
MER;18910130;-;-;-;-;-;-;-;-;0;-1.9
MER;18910131;-;-;-;-;-;-;-;-;0;-0.6
MER;18910201;-;-;-;-;-;-;-;-;0;0.2
MER;18910202;-;-;-;-;-;-;-;-;0;1.9
MER;18910203;-;-;-;-;-;-;-;-;0;-1.4
MER;18910204;-;-;-;-;-;-;-;-;1.7;0.1
MER;18910205;-;-;-;-;-;-;-;-;0;-0.2
MER;18910206;-;-;-;-;-;-;-;-;0;-7.1
MER;18910207;-;-;-;-;-;-;-;-;0;-8.1
MER;18910208;-;-;-;-;-;-;-;-;0;-7.3
MER;18910209;-;-;-;-;-;-;-;-;0;-8.6
MER;18910210;-;-;-;-;-;-;-;-;0;-7.5
MER;18910211;-;-;-;-;-;-;-;-;0;-7.5
MER;18910212;-;-;-;-;-;-;-;-;3.2;-3.7
MER;18910213;-;-;-;-;-;-;-;-;2.9;-1.2
MER;18910214;-;-;-;-;-;-;-;-;0;-9.3
MER;18910215;-;-;-;-;-;-;-;-;0;-7.4
MER;18910216;-;-;-;-;-;-;-;-;0;-4.4
MER;18910217;-;-;-;-;-;-;-;-;0;-1.6
MER;18910218;-;-;-;-;-;-;-;-;0;-3.6
MER;18910219;-;-;-;-;-;-;-;-;0;-3.8
MER;18910220;-;-;-;-;-;-;-;-;0;-2.8
MER;18910221;-;-;-;-;-;-;-;-;0;-2.3
MER;18910222;-;-;-;-;-;-;-;-;0;-3.8
MER;18910223;-;-;-;-;-;-;-;-;0;-1.1
MER;18910224;-;-;-;-;-;-;-;-;0;-1.9
MER;18910225;-;-;-;-;-;-;-;-;0;-1.8
MER;18910226;-;-;-;-;-;-;-;-;0;-1.1
MER;18910227;-;-;-;-;-;-;-;-;0;-0.1
MER;18910228;-;-;-;-;-;-;-;-;0;0.3
MER;18910301;-;-;-;-;-;-;-;-;0;2.4
MER;18910302;-;-;-;-;-;-;-;-;0;4.9
MER;18910303;-;-;-;-;-;-;-;-;8.8;2.5
MER;18910304;-;-;-;-;-;-;-;-;0;-0.4
MER;18910305;-;-;-;-;-;-;-;-;0;1.8
MER;18910306;-;-;-;-;-;-;-;-;0;2
MER;18910307;-;-;-;-;-;-;-;-;0;2
MER;18910308;-;-;-;-;-;-;-;-;0;6.9
MER;18910309;-;-;-;-;-;-;-;-;0;9.8
MER;18910310;-;-;-;-;-;-;-;-;5.7;12.1
MER;18910311;-;-;-;-;-;-;-;-;19.1;1
MER;18910312;-;-;-;-;-;-;-;-;0;2.3
MER;18910313;-;-;-;-;-;-;-;-;0;7.7
MER;18910314;-;-;-;-;-;-;-;-;0;3.8
MER;18910315;-;-;-;-;-;-;-;-;0;5.5
MER;18910316;-;-;-;-;-;-;-;-;0;7
MER;18910317;-;-;-;-;-;-;-;-;0;9.8
MER;18910318;-;-;-;-;-;-;-;-;0;10.2
MER;18910319;-;-;-;-;-;-;-;-;9.3;7
MER;18910320;-;-;-;-;-;-;-;-;0.3;2.2
MER;18910321;-;-;-;-;-;-;-;-;4.8;0.9
MER;18910322;-;-;-;-;-;-;-;-;0.1;-1
MER;18910323;-;-;-;-;-;-;-;-;0.3;-1.5
MER;18910324;-;-;-;-;-;-;-;-;0;-1
MER;18910325;-;-;-;-;-;-;-;-;0;0.9
MER;18910326;-;-;-;-;-;-;-;-;11.8;6.1
MER;18910327;-;-;-;-;-;-;-;-;0;3.3
MER;18910328;-;-;-;-;-;-;-;-;11.7;2.8
MER;18910329;-;-;-;-;-;-;-;-;0.7;3.1
MER;18910330;-;-;-;-;-;-;-;-;7.5;2.3
MER;18910331;-;-;-;-;-;-;-;-;1.1;-0.8
MER;18910401;-;-;-;-;-;-;-;-;0;-0.3
MER;18910402;-;-;-;-;-;-;-;-;0;2.9
MER;18910403;-;-;-;-;-;-;-;-;14.1;4.6
MER;18910404;-;-;-;-;-;-;-;-;0;5.8
MER;18910405;-;-;-;-;-;-;-;-;9.5;5.8
MER;18910406;-;-;-;-;-;-;-;-;0;8.2
MER;18910407;-;-;-;-;-;-;-;-;13.6;6.6
MER;18910408;-;-;-;-;-;-;-;-;0;6.3
MER;18910409;-;-;-;-;-;-;-;-;0;5.9
MER;18910410;-;-;-;-;-;-;-;-;1.2;5.5
MER;18910411;-;-;-;-;-;-;-;-;4.5;4.3
MER;18910412;-;-;-;-;-;-;-;-;0.3;4
MER;18910413;-;-;-;-;-;-;-;-;2.3;5
MER;18910414;-;-;-;-;-;-;-;-;1.8;3.7
MER;18910415;-;-;-;-;-;-;-;-;1.2;4.1
MER;18910416;-;-;-;-;-;-;-;-;0.2;3.7
MER;18910417;-;-;-;-;-;-;-;-;6.4;5.3
MER;18910418;-;-;-;-;-;-;-;-;0;5.9
MER;18910419;-;-;-;-;-;-;-;-;0;5.6
MER;18910420;-;-;-;-;-;-;-;-;0;7.8
MER;18910421;-;-;-;-;-;-;-;-;0;8.3
MER;18910422;-;-;-;-;-;-;-;-;7.3;10.3
MER;18910423;-;-;-;-;-;-;-;-;5.5;7.3
MER;18910424;-;-;-;-;-;-;-;-;13.4;4.4
MER;18910425;-;-;-;-;-;-;-;-;0.2;4.4
MER;18910426;-;-;-;-;-;-;-;-;0;5
MER;18910427;-;-;-;-;-;-;-;-;0;11.3
MER;18910428;-;-;-;-;-;-;-;-;13;11.4
MER;18910429;-;-;-;-;-;-;-;-;0.4;9.4
MER;18910430;-;-;-;-;-;-;-;-;0;12.4
MER;18910501;-;-;-;-;-;-;-;-;0;15.9
MER;18910502;-;-;-;-;-;-;-;-;0.9;15.8
MER;18910503;-;-;-;-;-;-;-;-;1.8;12.8
MER;18910504;-;-;-;-;-;-;-;-;0.7;12.7
MER;18910505;-;-;-;-;-;-;-;-;0;14.3
MER;18910506;-;-;-;-;-;-;-;-;0;14.4
MER;18910507;-;-;-;-;-;-;-;-;18.8;12.3
MER;18910508;-;-;-;-;-;-;-;-;7.4;9.6
MER;18910509;-;-;-;-;-;-;-;-;0;12.2
MER;18910510;-;-;-;-;-;-;-;-;0;13.6
MER;18910511;-;-;-;-;-;-;-;-;0;14.2
MER;18910512;-;-;-;-;-;-;-;-;0;15.4
MER;18910513;-;-;-;-;-;-;-;-;10.3;14.9
MER;18910514;-;-;-;-;-;-;-;-;0;15.7
MER;18910515;-;-;-;-;-;-;-;-;7.4;13.6
MER;18910516;-;-;-;-;-;-;-;-;7.8;7.1
MER;18910517;-;-;-;-;-;-;-;-;2;3.4
MER;18910518;-;-;-;-;-;-;-;-;0;9.4
MER;18910519;-;-;-;-;-;-;-;-;0;10.1
MER;18910520;-;-;-;-;-;-;-;-;0;15.6
MER;18910521;-;-;-;-;-;-;-;-;7.8;18.1
MER;18910522;-;-;-;-;-;-;-;-;9.7;9.7
MER;18910523;-;-;-;-;-;-;-;-;14.8;14
MER;18910524;-;-;-;-;-;-;-;-;0;10.2
MER;18910525;-;-;-;-;-;-;-;-;7;9.1
MER;18910526;-;-;-;-;-;-;-;-;15;10.2
MER;18910527;-;-;-;-;-;-;-;-;2.7;10.3
MER;18910528;-;-;-;-;-;-;-;-;0;11.7
MER;18910529;-;-;-;-;-;-;-;-;0;14
MER;18910530;-;-;-;-;-;-;-;-;0;13.3
MER;18910531;-;-;-;-;-;-;-;-;0;15.6
MER;18910601;-;-;-;-;-;-;-;-;3;15.8
MER;18910602;-;-;-;-;-;-;-;-;2.4;15.5
MER;18910603;-;-;-;-;-;-;-;-;0;14.5
MER;18910604;-;-;-;-;-;-;-;-;5;17.4
MER;18910605;-;-;-;-;-;-;-;-;3.4;17
MER;18910606;-;-;-;-;-;-;-;-;0;17.9
MER;18910607;-;-;-;-;-;-;-;-;0;17
MER;18910608;-;-;-;-;-;-;-;-;18.1;16.3
MER;18910609;-;-;-;-;-;-;-;-;3.1;13.9
MER;18910610;-;-;-;-;-;-;-;-;2.7;13.8
MER;18910611;-;-;-;-;-;-;-;-;16.1;12.2
MER;18910612;-;-;-;-;-;-;-;-;0;10.6
MER;18910613;-;-;-;-;-;-;-;-;0;11.8
MER;18910614;-;-;-;-;-;-;-;-;0;13.8
MER;18910615;-;-;-;-;-;-;-;-;10.7;15.6
MER;18910616;-;-;-;-;-;-;-;-;14.7;12.6
MER;18910617;-;-;-;-;-;-;-;-;0;13.4
MER;18910618;-;-;-;-;-;-;-;-;0;16.3
MER;18910619;-;-;-;-;-;-;-;-;26.5;16.8
MER;18910620;-;-;-;-;-;-;-;-;8.4;12.2
MER;18910621;-;-;-;-;-;-;-;-;6.1;12.3
MER;18910622;-;-;-;-;-;-;-;-;0;14.6
MER;18910623;-;-;-;-;-;-;-;-;0;17.5
MER;18910624;-;-;-;-;-;-;-;-;0;17.4
MER;18910625;-;-;-;-;-;-;-;-;7.5;17.4
MER;18910626;-;-;-;-;-;-;-;-;1.6;17.7
MER;18910627;-;-;-;-;-;-;-;-;0.5;19.3
MER;18910628;-;-;-;-;-;-;-;-;0;21
MER;18910629;-;-;-;-;-;-;-;-;0;21.7
MER;18910630;-;-;-;-;-;-;-;-;0;20.8
MER;18910701;-;-;-;-;-;-;-;-;8.2;20.5
MER;18910702;-;-;-;-;-;-;-;-;32.4;19.6
MER;18910703;-;-;-;-;-;-;-;-;27.7;17.6
MER;18910704;-;-;-;-;-;-;-;-;62.3;11.4
MER;18910705;-;-;-;-;-;-;-;-;1.2;11.7
MER;18910706;-;-;-;-;-;-;-;-;15.1;14.8
MER;18910707;-;-;-;-;-;-;-;-;10.3;13.7
MER;18910708;-;-;-;-;-;-;-;-;1;14.6
MER;18910709;-;-;-;-;-;-;-;-;0;15.2
MER;18910710;-;-;-;-;-;-;-;-;0;16
MER;18910711;-;-;-;-;-;-;-;-;0;16.1
MER;18910712;-;-;-;-;-;-;-;-;0;17.1
MER;18910713;-;-;-;-;-;-;-;-;0;17.9
MER;18910714;-;-;-;-;-;-;-;-;0;17
MER;18910715;-;-;-;-;-;-;-;-;11.4;16
MER;18910716;-;-;-;-;-;-;-;-;6.5;16.8
MER;18910717;-;-;-;-;-;-;-;-;5.4;16.6
MER;18910718;-;-;-;-;-;-;-;-;0;18.4
MER;18910719;-;-;-;-;-;-;-;-;6.4;15.8
MER;18910720;-;-;-;-;-;-;-;-;3.5;16.8
MER;18910721;-;-;-;-;-;-;-;-;0;17.9
MER;18910722;-;-;-;-;-;-;-;-;7.8;18.1
MER;18910723;-;-;-;-;-;-;-;-;28.4;15.3
MER;18910724;-;-;-;-;-;-;-;-;7.7;12.7
MER;18910725;-;-;-;-;-;-;-;-;0;15
MER;18910726;-;-;-;-;-;-;-;-;0;17.5
MER;18910727;-;-;-;-;-;-;-;-;6.7;18.2
MER;18910728;-;-;-;-;-;-;-;-;0;17.3
MER;18910729;-;-;-;-;-;-;-;-;15.8;15
MER;18910730;-;-;-;-;-;-;-;-;4.1;14.6
MER;18910731;-;-;-;-;-;-;-;-;12;13.9
MER;18910801;-;-;-;-;-;-;-;-;4.7;11.7
MER;18910802;-;-;-;-;-;-;-;-;0;15.4
MER;18910803;-;-;-;-;-;-;-;-;2.7;16.7
MER;18910804;-;-;-;-;-;-;-;-;6.5;15.1
MER;18910805;-;-;-;-;-;-;-;-;8.4;12.4
MER;18910806;-;-;-;-;-;-;-;-;1.1;11.4
MER;18910807;-;-;-;-;-;-;-;-;3.3;12.2
MER;18910808;-;-;-;-;-;-;-;-;0;14.5
MER;18910809;-;-;-;-;-;-;-;-;0;16.5
MER;18910810;-;-;-;-;-;-;-;-;4.3;18.2
MER;18910811;-;-;-;-;-;-;-;-;0.5;14.7
MER;18910812;-;-;-;-;-;-;-;-;2;16.2
MER;18910813;-;-;-;-;-;-;-;-;0;17.7
MER;18910814;-;-;-;-;-;-;-;-;0;18.5
MER;18910815;-;-;-;-;-;-;-;-;1.6;18.8
MER;18910816;-;-;-;-;-;-;-;-;11.9;16.3
MER;18910817;-;-;-;-;-;-;-;-;0;17.2
MER;18910818;-;-;-;-;-;-;-;-;17.1;19.6
MER;18910819;-;-;-;-;-;-;-;-;15.3;14.6
MER;18910820;-;-;-;-;-;-;-;-;0;14.6
MER;18910821;-;-;-;-;-;-;-;-;10;15.7
MER;18910822;-;-;-;-;-;-;-;-;1.9;14.4
MER;18910823;-;-;-;-;-;-;-;-;24.8;11.7
MER;18910824;-;-;-;-;-;-;-;-;2.2;13.1
MER;18910825;-;-;-;-;-;-;-;-;0;13.7
MER;18910826;-;-;-;-;-;-;-;-;0;15.8
MER;18910827;-;-;-;-;-;-;-;-;0;20.2
MER;18910828;-;-;-;-;-;-;-;-;1.7;15.8
MER;18910829;-;-;-;-;-;-;-;-;0;17.3
MER;18910830;-;-;-;-;-;-;-;-;7.6;17.1
MER;18910831;-;-;-;-;-;-;-;-;8.6;13.2
MER;18910901;-;-;-;-;-;-;-;-;0;14.6
MER;18910902;-;-;-;-;-;-;-;-;0;18
MER;18910903;-;-;-;-;-;-;-;-;0;18.6
MER;18910904;-;-;-;-;-;-;-;-;3.9;18
MER;18910905;-;-;-;-;-;-;-;-;36.3;14.7
MER;18910906;-;-;-;-;-;-;-;-;0.3;13.2
MER;18910907;-;-;-;-;-;-;-;-;0;12.8
MER;18910908;-;-;-;-;-;-;-;-;0;14.1
MER;18910909;-;-;-;-;-;-;-;-;0;14.9
MER;18910910;-;-;-;-;-;-;-;-;0;15
MER;18910911;-;-;-;-;-;-;-;-;0;16
MER;18910912;-;-;-;-;-;-;-;-;0;15.3
MER;18910913;-;-;-;-;-;-;-;-;0;19.3
MER;18910914;-;-;-;-;-;-;-;-;5.4;17.9
MER;18910915;-;-;-;-;-;-;-;-;6.4;16.1
MER;18910916;-;-;-;-;-;-;-;-;0;13.2
MER;18910917;-;-;-;-;-;-;-;-;0;13
MER;18910918;-;-;-;-;-;-;-;-;0;16.9
MER;18910919;-;-;-;-;-;-;-;-;0;15.1
MER;18910920;-;-;-;-;-;-;-;-;0;15.5
MER;18910921;-;-;-;-;-;-;-;-;11.1;10.2
MER;18910922;-;-;-;-;-;-;-;-;6.6;8.2
MER;18910923;-;-;-;-;-;-;-;-;0.1;8.2
MER;18910924;-;-;-;-;-;-;-;-;0;10
MER;18910925;-;-;-;-;-;-;-;-;0;9.3
MER;18910926;-;-;-;-;-;-;-;-;0;9.8
MER;18910927;-;-;-;-;-;-;-;-;7.2;10.8
MER;18910928;-;-;-;-;-;-;-;-;0;11.3
MER;18910929;-;-;-;-;-;-;-;-;0;11.8
MER;18910930;-;-;-;-;-;-;-;-;0;12.5
MER;18911001;-;-;-;-;-;-;-;-;0;12.6
MER;18911002;-;-;-;-;-;-;-;-;29.1;10.8
MER;18911003;-;-;-;-;-;-;-;-;0;8.6
MER;18911004;-;-;-;-;-;-;-;-;0;9.4
MER;18911005;-;-;-;-;-;-;-;-;0;8.6
MER;18911006;-;-;-;-;-;-;-;-;0;13.3
MER;18911007;-;-;-;-;-;-;-;-;10.7;13.6
MER;18911008;-;-;-;-;-;-;-;-;0;10.1
MER;18911009;-;-;-;-;-;-;-;-;0;7.4
MER;18911010;-;-;-;-;-;-;-;-;0;9.2
MER;18911011;-;-;-;-;-;-;-;-;0;10.9
MER;18911012;-;-;-;-;-;-;-;-;11;15.8
MER;18911013;-;-;-;-;-;-;-;-;4.1;7.9
MER;18911014;-;-;-;-;-;-;-;-;0;10
MER;18911015;-;-;-;-;-;-;-;-;0;11.4
MER;18911016;-;-;-;-;-;-;-;-;0;12.2
MER;18911017;-;-;-;-;-;-;-;-;5.4;11.3
MER;18911018;-;-;-;-;-;-;-;-;0;9.8
MER;18911019;-;-;-;-;-;-;-;-;0;7
MER;18911020;-;-;-;-;-;-;-;-;0;14.7
MER;18911021;-;-;-;-;-;-;-;-;27.9;12.3
MER;18911022;-;-;-;-;-;-;-;-;0;8.3
MER;18911023;-;-;-;-;-;-;-;-;0;8.3
MER;18911024;-;-;-;-;-;-;-;-;0;9.9
MER;18911025;-;-;-;-;-;-;-;-;0;10.7
MER;18911026;-;-;-;-;-;-;-;-;0;11.1
MER;18911027;-;-;-;-;-;-;-;-;0;9.9
MER;18911028;-;-;-;-;-;-;-;-;0;7.3
MER;18911029;-;-;-;-;-;-;-;-;0;4.5
MER;18911030;-;-;-;-;-;-;-;-;0;0
MER;18911031;-;-;-;-;-;-;-;-;0;0.9
MER;18911101;-;-;-;-;-;-;-;-;0;-1.6
MER;18911102;-;-;-;-;-;-;-;-;0;2.6
MER;18911103;-;-;-;-;-;-;-;-;0;1.5
MER;18911104;-;-;-;-;-;-;-;-;0;2.8
MER;18911105;-;-;-;-;-;-;-;-;0;1.4
MER;18911106;-;-;-;-;-;-;-;-;0;-1.9
MER;18911107;-;-;-;-;-;-;-;-;0;-2
MER;18911108;-;-;-;-;-;-;-;-;0;-1.6
MER;18911109;-;-;-;-;-;-;-;-;0;0.5
MER;18911110;-;-;-;-;-;-;-;-;0;3.3
MER;18911111;-;-;-;-;-;-;-;-;6.4;11
MER;18911112;-;-;-;-;-;-;-;-;0;5.6
MER;18911113;-;-;-;-;-;-;-;-;7.1;11.6
MER;18911114;-;-;-;-;-;-;-;-;9.9;3
MER;18911115;-;-;-;-;-;-;-;-;0;3.2
MER;18911116;-;-;-;-;-;-;-;-;2.3;4.5
MER;18911117;-;-;-;-;-;-;-;-;12.1;5.6
MER;18911118;-;-;-;-;-;-;-;-;10.6;5.4
MER;18911119;-;-;-;-;-;-;-;-;0;3.7
MER;18911120;-;-;-;-;-;-;-;-;0;3.9
MER;18911121;-;-;-;-;-;-;-;-;4.2;5.4
MER;18911122;-;-;-;-;-;-;-;-;4.4;3.8
MER;18911123;-;-;-;-;-;-;-;-;8;1.9
MER;18911124;-;-;-;-;-;-;-;-;2.5;4.5
MER;18911125;-;-;-;-;-;-;-;-;0;3.4
MER;18911126;-;-;-;-;-;-;-;-;8;4.6
MER;18911127;-;-;-;-;-;-;-;-;2;3.2
MER;18911128;-;-;-;-;-;-;-;-;0;-0.5
MER;18911129;-;-;-;-;-;-;-;-;0;1.2
MER;18911130;-;-;-;-;-;-;-;-;0;-0.1
MER;18911201;-;-;-;-;-;-;-;-;0;-1.2
MER;18911202;-;-;-;-;-;-;-;-;0;0.4
MER;18911203;-;-;-;-;-;-;-;-;0;2.1
MER;18911204;-;-;-;-;-;-;-;-;0;0.6
MER;18911205;-;-;-;-;-;-;-;-;0;0.8
MER;18911206;-;-;-;-;-;-;-;-;0;-0.1
MER;18911207;-;-;-;-;-;-;-;-;0;-1.8
MER;18911208;-;-;-;-;-;-;-;-;0;2
MER;18911209;-;-;-;-;-;-;-;-;0;-0.2
MER;18911210;-;-;-;-;-;-;-;-;6.5;2
MER;18911211;-;-;-;-;-;-;-;-;2;2.5
MER;18911212;-;-;-;-;-;-;-;-;0;0.6
MER;18911213;-;-;-;-;-;-;-;-;5.7;3.4
MER;18911214;-;-;-;-;-;-;-;-;5.9;5.6
MER;18911215;-;-;-;-;-;-;-;-;35;3.5
MER;18911216;-;-;-;-;-;-;-;-;7.7;4.9
MER;18911217;-;-;-;-;-;-;-;-;2;1.5
MER;18911218;-;-;-;-;-;-;-;-;0;-5.2
MER;18911219;-;-;-;-;-;-;-;-;0;-11
MER;18911220;-;-;-;-;-;-;-;-;0;-10.8
MER;18911221;-;-;-;-;-;-;-;-;0;-11.9
MER;18911222;-;-;-;-;-;-;-;-;0;-10.5
MER;18911223;-;-;-;-;-;-;-;-;0;-9.8
MER;18911224;-;-;-;-;-;-;-;-;0;-7.1
MER;18911225;-;-;-;-;-;-;-;-;0;-3
MER;18911226;-;-;-;-;-;-;-;-;0;0.3
MER;18911227;-;-;-;-;-;-;-;-;9;1.1
MER;18911228;-;-;-;-;-;-;-;-;1.5;0.7
MER;18911229;-;-;-;-;-;-;-;-;44;0.9
MER;18911230;-;-;-;-;-;-;-;-;51.5;2.8
MER;18911231;-;-;-;-;-;-;-;-;1.2;1.9
MER;18920101;-;-;-;-;-;-;-;-;16.8;1.1
MER;18920102;-;-;-;-;-;-;-;-;0;-0.3
MER;18920103;-;-;-;-;-;-;-;-;0;-5.8
MER;18920104;-;-;-;-;-;-;-;-;1.4;-2.5
MER;18920105;-;-;-;-;-;-;-;-;0;-1.9
MER;18920106;-;-;-;-;-;-;-;-;0;0.1
MER;18920107;-;-;-;-;-;-;-;-;0;0.5
MER;18920108;-;-;-;-;-;-;-;-;13.3;1
MER;18920109;-;-;-;-;-;-;-;-;1.7;-0.4
MER;18920110;-;-;-;-;-;-;-;-;0;-6.3
MER;18920111;-;-;-;-;-;-;-;-;16.2;-5.5
MER;18920112;-;-;-;-;-;-;-;-;0;-4.4
MER;18920113;-;-;-;-;-;-;-;-;0;-1.7
MER;18920114;-;-;-;-;-;-;-;-;8.4;-2.6
MER;18920115;-;-;-;-;-;-;-;-;0;-3.5
MER;18920116;-;-;-;-;-;-;-;-;0;-7.1
MER;18920117;-;-;-;-;-;-;-;-;0;-0.1
