stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
LUG;18650125;-;-;33;975.2;0;2.1;71.7;-;-4.4;8.7
LUG;18650126;-;-;93;975.8;10.5;2.3;91;-;-0.9;4.7
LUG;18650127;-;-;100;968.9;5.2;3.8;96.3;-;2.9;4.5
LUG;18650128;-;-;63;965.7;0;5.2;71;-;3.5;7.9
LUG;18650129;-;-;0;979.6;0;2.7;38.3;-;-0.2;9.6
LUG;18650130;-;-;70;975.3;0;1.1;67.7;-;-2.8;4.2
LUG;18650131;-;-;3;967.2;0;1;78.7;-;-2.3;8
LUG;18650201;-;-;67;961.5;0;0.9;83.3;-;-1.6;5.4
LUG;18650202;-;-;40;964.3;0;3.2;75;-;-1.2;10.9
LUG;18650203;-;-;47;962;0;3.7;81.3;-;0.2;9.5
LUG;18650204;-;-;63;965.2;0;2.3;83;-;0.7;8.5
LUG;18650205;-;-;40;975.1;0;3.3;71.7;-;-1.3;9.9
LUG;18650206;-;-;80;975.2;0;2.9;77.3;-;0.5;8.4
LUG;18650207;-;-;0;979;0;4.1;54;-;-2;8.5
LUG;18650208;-;-;23;978.3;0;0.9;73;-;-2.8;6.8
LUG;18650209;-;-;33;970.2;0;1.6;59.7;-;-2.9;7.7
LUG;18650210;-;-;67;973;0;1.5;25.3;-;-3.7;5.1
LUG;18650211;-;-;40;975.1;0;-0.9;34;-;-3.2;2.5
LUG;18650212;-;-;83;976.7;0;-0.8;65.7;-;-4.9;4.1
LUG;18650213;-;-;87;983.8;0;0.1;74;-;-2.8;3.7
LUG;18650214;-;-;97;985.5;0;1.1;75.7;-;-1;4.5
LUG;18650215;-;-;37;981;0;1.3;61.7;-;-1.4;7.5
LUG;18650216;-;-;40;978.9;0;1.3;68;-;-4;7.4
LUG;18650217;-;-;67;974.5;7.2;-0.7;92;-;0.1;2.5
LUG;18650218;-;-;30;978.6;0;3.5;53.3;-;-3.3;9.5
LUG;18650219;-;-;43;979.5;0.9;4.3;69.7;-;-0.3;10.8
LUG;18650220;-;-;7;975.6;0;2.4;36;-;0;8
LUG;18650221;-;-;40;982.5;0;1.4;44.3;-;-1;5.8
LUG;18650222;-;-;0;984.1;0;2.3;29;-;-0.2;4.4
LUG;18650223;-;-;3;987.6;0;3.7;22.7;-;-0.8;11.6
LUG;18650224;-;-;10;987.1;0;2.4;59.7;-;-2.6;9.8
LUG;18650225;-;-;67;980;0;2.3;73.3;-;-0.1;8.2
LUG;18650226;-;-;7;985.5;0;3.5;60;-;-2.2;12.1
LUG;18650227;-;-;30;984.6;0;4;66.3;-;-1.4;12.2
LUG;18650228;-;-;60;980;1.3;4.7;75.3;-;-1.2;12.3
LUG;18650301;-;-;67;973.2;0;4;87;-;2.6;9.2
LUG;18650302;-;-;27;975.5;0;7.3;38.7;-;2;15.7
LUG;18650303;-;-;37;980.3;0;8.2;27;-;1.2;12.9
LUG;18650304;-;-;7;987.5;0;5.4;21;-;3.6;10.2
LUG;18650305;-;-;70;981.3;0;2.7;45.3;-;-1.9;8.5
LUG;18650306;-;-;100;972.5;11.7;3;68;-;1.2;3.7
LUG;18650307;-;-;77;963;13.7;1.1;95.7;-;0.3;3.3
LUG;18650308;-;-;100;959.8;0;5.8;43.7;-;0.2;8.9
LUG;18650309;-;-;57;965.7;0;6.4;26.7;-;4.4;10.1
LUG;18650310;-;-;0;970.6;0;6.2;46.3;-;3.2;12
LUG;18650311;-;-;83;968.3;7.2;2.3;74.7;-;-0.1;6.1
LUG;18650312;-;-;10;971.6;0;5.3;70.7;-;1.6;12.8
LUG;18650313;-;-;37;971.8;1.3;5.5;71;-;0;12.3
LUG;18650314;-;-;100;972.2;0.4;4.7;80;-;2;8.2
LUG;18650315;-;-;100;977.4;0;4.9;73.7;-;2;9.4
LUG;18650316;-;-;23;971.4;0;6.7;48.3;-;1;14.1
LUG;18650317;-;-;0;974.1;0;6.9;30.3;-;4;13.5
LUG;18650318;-;-;73;979.8;17.4;5.6;61.7;-;0;11.5
LUG;18650319;-;-;100;976.4;5.6;4.1;85.3;-;1.9;7.7
LUG;18650320;-;-;100;971.6;3.3;0.5;90.3;-;-1.4;4
LUG;18650321;-;-;83;982.2;2.2;-1.1;77.3;-;-3.2;1
LUG;18650322;-;-;100;972.3;2.6;0.9;86.7;-;-2;4.8
LUG;18650323;-;-;100;961.5;0;2.6;44.3;-;0;4
LUG;18650324;-;-;53;967.5;0;3.4;31.3;-;-0.2;7.4
LUG;18650325;-;-;17;976.3;0;1.7;36.7;-;-1.1;9.4
LUG;18650326;-;-;67;978.3;5.8;1.9;55.7;-;-3;7.2
LUG;18650327;-;-;100;971.6;13;1.8;81;-;-0.3;3.9
LUG;18650328;-;-;63;969;0;2.7;51;-;1.4;5.2
LUG;18650329;-;-;43;972.5;0;1.1;30.3;-;-0.9;3.4
LUG;18650330;-;-;53;975.7;0;3.3;54.3;-;0.8;7.9
LUG;18650331;-;-;63;983.8;0;2.7;47.7;-;-1.6;7.2
LUG;18650401;-;-;0;984.1;0;2.7;61.3;-;-2.2;8.4
LUG;18650402;-;-;27;982.8;0;4.9;59.3;-;-1.2;12.2
LUG;18650403;-;-;93;984.4;0;6.9;62;-;1;12.2
LUG;18650404;-;-;80;992.1;0;8.2;64;-;5.2;14.9
LUG;18650405;-;-;30;994.7;0;10.4;61;-;2.2;18.2
LUG;18650406;-;-;0;993;0;11.7;60.7;-;3.7;20.9
LUG;18650407;-;-;23;990.4;0;12.7;60.3;-;5.1;19.3
LUG;18650408;-;-;93;991.2;0;13.8;58;-;10.8;18.6
LUG;18650409;-;-;33;993;0;12.3;61.3;-;6.9;18.9
LUG;18650410;-;-;0;992.4;0;13.2;63.3;-;6;21.1
LUG;18650411;-;-;0;988.4;0;14.2;66;-;6.8;22.8
LUG;18650412;-;-;7;987.4;0;14.4;58.3;-;6.8;22.3
LUG;18650413;-;-;10;988.1;0;14.3;62.7;-;7.6;23.4
LUG;18650414;-;-;100;989.8;0;14.9;65.3;-;8;21.4
LUG;18650415;-;-;90;989.9;0;15.1;61.7;-;10;19.4
LUG;18650416;-;-;30;988.8;0;16.5;58.7;-;10;23.9
LUG;18650417;-;-;7;987.3;0;16;69.3;-;9.9;24.4
LUG;18650418;-;-;80;985.3;0;17.7;63;-;10.9;24.1
LUG;18650419;-;-;53;987.9;0;18.1;60;-;12.8;24.9
LUG;18650420;-;-;83;987;0;17;61.7;-;10.8;23.9
LUG;18650421;-;-;17;987.7;0;17;65;-;10.8;23.6
LUG;18650422;-;-;20;992.1;0;13.4;53;-;11.4;17.5
LUG;18650423;-;-;0;990.7;0;14.1;54.3;-;6.4;20.2
LUG;18650424;-;-;0;988.7;0;16.1;60;-;7.7;23.2
LUG;18650425;-;-;7;986.7;0;17.1;59;-;9.4;23.8
LUG;18650426;-;-;33;985.5;0;17.7;60.3;-;9.3;25.1
LUG;18650427;-;-;27;984.4;0;18.8;55.3;-;11.2;27.8
LUG;18650428;-;-;10;982.5;0;16.2;70.3;-;9.7;22.1
LUG;18650429;-;-;97;977.1;0;17.1;71.3;-;12.2;21.2
LUG;18650430;-;-;97;974.8;5.6;14.2;87;-;13.5;16.4
LUG;18650501;-;-;27;980.1;16.7;14.7;80;-;7;19.9
LUG;18650502;-;-;37;990;0;13.8;76.3;-;11.2;20
LUG;18650503;-;-;33;989.7;0;16;73.7;-;9.9;22
LUG;18650504;-;-;33;989.2;0;15.8;76.3;-;9.9;23
LUG;18650505;-;-;73;990.1;0;16.7;64.7;-;10.9;22.8
LUG;18650506;-;-;83;989.9;0;16.7;62;-;10.5;22.3
LUG;18650507;-;-;90;986.9;0;17.1;69.7;-;11;22.8
LUG;18650508;-;-;77;984.1;0;18;75.3;-;12.9;24
LUG;18650509;-;-;60;977.9;0;17.6;79;-;13.2;24.3
LUG;18650510;-;-;97;974.3;0.6;17;67.7;-;12.9;21.1
LUG;18650511;-;-;63;978.4;9.5;12.9;70.3;-;9.9;18.8
LUG;18650512;-;-;27;986.6;3.6;14.6;77;-;5.9;21.5
LUG;18650513;-;-;73;986.6;0;14.4;87;-;11.6;18.1
LUG;18650514;-;-;3;985.3;0;16.8;84;-;9.8;23.3
LUG;18650515;-;-;90;982.2;18.5;15.9;88.7;-;12.3;18.5
LUG;18650516;-;-;63;978.7;42;13.7;82;-;11.8;18.6
LUG;18650517;-;-;20;983.5;0;16.2;63;-;7.8;22.6
LUG;18650518;-;-;93;985.3;16.5;16.1;76.3;-;12.1;21.6
LUG;18650519;-;-;100;985.1;0.9;16.1;84.3;-;12;19.5
LUG;18650520;-;-;100;989.9;33;14.4;91;-;13.6;17.4
LUG;18650521;-;-;93;992.2;5.3;13.6;90;-;12.7;16.4
LUG;18650522;-;-;67;990.8;2.2;16.4;76;-;11;22.7
LUG;18650523;-;-;7;989.3;0;16.4;74.3;-;10.6;23.4
LUG;18650524;-;-;93;989.2;1.5;15.1;87.3;-;11.2;18.7
LUG;18650525;-;-;7;983;0;17.6;51.7;-;11;22.7
LUG;18650526;-;-;0;980.9;0;17.8;61.7;-;10.9;24.7
LUG;18650527;-;-;0;982.4;0;19.2;63.7;-;11;25.9
LUG;18650528;-;-;7;986.6;0;20.2;68.3;-;13;25.9
LUG;18650529;-;-;23;987.8;0;21.5;72;-;16.2;26.7
LUG;18650530;-;-;3;985;0;22.2;72;-;16;27.7
LUG;18650531;-;-;3;980.7;0;22.2;65.3;-;16.7;28
LUG;18650601;-;-;70;979;0;22.6;70.3;-;16.5;27.5
LUG;18650602;-;-;97;981.6;0.6;21.4;62.7;-;17.5;26.5
LUG;18650603;-;-;3;984.2;0;20.2;63.7;-;13.6;26.6
LUG;18650604;-;-;53;985.1;1;17;87;-;16.5;21.3
LUG;18650605;-;-;47;985.6;0;18.5;78.3;-;17.2;24.5
LUG;18650606;-;-;10;985.7;0;19.6;69.7;-;15.9;25.4
LUG;18650607;-;-;17;986;0;20.1;69;-;15.9;25.2
LUG;18650608;-;-;23;988.2;0;20.6;63;-;14;27
LUG;18650609;-;-;33;989.7;0;22.2;62.7;-;15.2;26.8
LUG;18650610;-;-;20;986.2;0;21.7;67.7;-;15.5;26.8
LUG;18650611;-;-;27;977.7;0;22.5;51;-;16.2;27.7
LUG;18650612;-;-;0;981.9;0;21.5;28;-;17.4;26.8
LUG;18650613;-;-;3;988.2;0;17;62.7;-;12.1;22.3
LUG;18650614;-;-;3;984.5;0;20.8;51;-;10;27.5
LUG;18650615;-;-;37;984.6;0.4;21.5;60.7;-;15.1;27.5
LUG;18650616;-;-;93;986.4;29.6;17.2;76.7;-;15.1;22.6
LUG;18650617;-;-;70;986.2;0;17.8;73;-;13.8;21.5
LUG;18650618;-;-;3;977.5;0;19.3;50.7;-;12.9;25.9
LUG;18650619;-;-;3;984.3;0;17.5;61.7;-;11;24
LUG;18650620;-;-;0;986.3;0;19.7;61;-;11;26.6
LUG;18650621;-;-;20;988.2;0.2;20;66.7;-;13.5;27.8
LUG;18650622;-;-;43;986.8;4.7;19.7;75.7;-;13.5;27.5
LUG;18650623;-;-;93;986;1.4;19.6;73.7;-;16.1;23.5
LUG;18650624;-;-;30;983.3;0;20;72.7;-;14;25.1
LUG;18650625;-;-;37;981.6;0.8;19.4;78.3;-;15.5;25
LUG;18650626;-;-;57;984.1;0;19.5;83.7;-;13.4;24
LUG;18650627;-;-;3;980.5;0;22.9;53.3;-;13.5;27.9
LUG;18650628;-;-;27;980.2;0;21.2;64;-;13.8;25.9
LUG;18650629;-;-;100;976.9;49;18.1;89;-;17;22.4
LUG;18650630;-;-;67;966.8;84.9;16.2;85;-;15.4;20.2
LUG;18650701;-;-;77;976.4;0.9;16.7;71.7;-;11.8;21.2
LUG;18650702;-;-;10;982.1;0;20.3;42.3;-;11.1;24.3
LUG;18650703;-;-;30;986;0;19.9;56.3;-;11.9;25.1
LUG;18650704;-;-;3;984.6;0;21.2;67.3;-;14.3;27
LUG;18650705;-;-;3;986.7;0;22.9;67;-;15;28.6
LUG;18650706;-;-;3;986.5;0;23.7;69.7;-;16.5;29.1
LUG;18650707;-;-;3;985.2;0;24.5;64.7;-;18.6;30.4
LUG;18650708;-;-;10;986.2;0;24.7;65.3;-;17.3;30.9
LUG;18650709;-;-;83;983.3;0.5;24.2;64;-;18.4;30.3
LUG;18650710;-;-;67;978.7;5.4;20.1;67.3;-;18.6;23.3
LUG;18650711;-;-;57;981.9;0.7;19.9;64.7;-;12.3;25.6
LUG;18650712;-;-;40;979.5;0.1;20.3;58.3;-;16.6;25.2
LUG;18650713;-;-;0;987.3;0;19.2;48;-;13.2;25.1
LUG;18650714;-;-;0;987.9;0;20.5;61.7;-;13;26.5
LUG;18650715;-;-;10;987;0;22.5;68.3;-;15;28.7
LUG;18650716;-;-;0;986.4;0;24.1;72;-;17;30.8
LUG;18650717;-;-;7;984.7;0;24.8;61.7;-;18.3;31.4
LUG;18650718;-;-;63;982.3;1.1;22.6;69.3;-;18.6;28.1
LUG;18650719;-;-;7;980.3;0;24.8;64.3;-;17.2;31.5
LUG;18650720;-;-;27;981;0;25.9;60.3;-;21;32.2
LUG;18650721;-;-;90;979.5;5.1;23.2;74.3;-;19.6;29.2
LUG;18650722;-;-;33;979.2;0;21.9;67.3;-;18;27.1
LUG;18650723;-;-;20;982.4;0.1;22.7;67.3;-;15.3;28.5
LUG;18650724;-;-;100;985.5;1.5;20.3;77.7;-;18.8;22.9
LUG;18650725;-;-;97;985.1;3.5;19.5;87.3;-;17.6;22.9
LUG;18650726;-;-;83;983.5;0.3;21;85;-;17.6;25
LUG;18650727;-;-;73;982.8;5.7;22;80;-;18.1;28.3
LUG;18650728;-;-;80;982.6;0;23.5;71;-;17.6;28.1
LUG;18650729;-;-;43;984.1;0;23.3;70.7;-;17.1;29.4
LUG;18650730;-;-;60;983.9;1.2;24.1;75;-;19;29.6
LUG;18650731;-;-;73;980.9;115.5;22.6;76.7;-;19.5;28.7
LUG;18650801;-;-;80;977.8;46.8;18.7;94;-;17.2;22.1
LUG;18650802;-;-;80;978.3;60.6;19.1;85.7;-;15;25.3
LUG;18650803;-;-;80;975.8;5.8;17.5;83.7;-;15.2;22.3
LUG;18650804;-;-;60;978.3;19.8;15.1;73;-;12;22.4
LUG;18650805;-;-;0;983.3;0;18.2;49.7;-;10.6;23.8
LUG;18650806;-;-;13;982.9;0;17.2;58.7;-;10.5;24
LUG;18650807;-;-;20;980.2;0;18.6;60.3;-;13.4;24.9
LUG;18650808;-;-;27;979.3;0;18.1;66.3;-;13;24.7
LUG;18650809;-;-;53;980.4;2.4;19.5;65.3;-;13.2;25.6
LUG;18650810;-;-;100;983.4;0;19.3;81.3;-;16.7;22.2
LUG;18650811;-;-;100;984.2;10.6;19.6;84.7;-;16.8;23.2
LUG;18650812;-;-;7;983.3;0;21.7;81;-;17.6;26.4
LUG;18650813;-;-;63;983.1;19.1;22;81;-;17.4;27.4
LUG;18650814;-;-;100;980.5;61.1;16.2;93.7;-;15.4;18.9
LUG;18650815;-;-;33;979.8;0;20.3;54.7;-;14.4;25.7
LUG;18650816;-;-;60;980.2;0.5;18.9;77.3;-;14.5;25.2
LUG;18650817;-;-;3;979.8;0;20.9;58.7;-;13.6;26.7
LUG;18650818;-;-;13;981.1;0;19.8;68.7;-;14.2;24.8
LUG;18650819;-;-;37;976.5;0;20.6;56;-;16.1;27.4
LUG;18650820;-;-;10;981;0;19;66.7;-;13.6;24.9
LUG;18650821;-;-;63;979.6;0;19.9;75.7;-;14.8;25.2
LUG;18650822;-;-;100;977.3;9.3;19.7;85.3;-;17.2;23.4
LUG;18650823;-;-;87;975.4;1.7;21.2;87;-;17.8;25.2
LUG;18650824;-;-;60;979.1;6.2;21.1;80;-;17.2;27.1
LUG;18650825;-;-;100;983.6;12.3;19.9;91;-;16.3;24.1
LUG;18650826;-;-;17;988.5;0;20.8;84.7;-;17.5;26.4
LUG;18650827;-;-;10;992.3;0;22.1;85;-;15.8;27.6
LUG;18650828;-;-;40;989.2;0;24.3;70.7;-;21.3;28.2
LUG;18650829;-;-;43;982.5;0;24.6;82.7;-;20.2;29.6
LUG;18650830;-;-;77;980.1;11.4;20.3;77;-;20.2;25.6
LUG;18650831;-;-;87;983.4;3.4;17.8;84.7;-;15.3;21.9
LUG;18650901;-;-;7;983.2;0;17.8;80.7;-;12.6;24.8
LUG;18650902;-;-;10;985.4;0;20.8;58.7;-;13.3;28.2
LUG;18650903;-;-;0;990;0;19.5;71;-;13.5;26.9
LUG;18650904;-;-;7;990.6;0;20.7;77;-;14.8;26.7
LUG;18650905;-;-;20;991.9;0;21.3;79.7;-;16.9;27
LUG;18650906;-;-;13;990.5;0;21.3;79;-;16.6;27.1
LUG;18650907;-;-;27;989.5;0;20.1;79.3;-;16.1;27.3
LUG;18650908;-;-;43;988;21.5;17.7;82;-;15.8;26.5
LUG;18650909;-;-;0;988.7;0;18.9;79;-;13.5;26.3
LUG;18650910;-;-;0;991.8;0;19.9;78.3;-;14;27.3
LUG;18650911;-;-;0;991.1;0;20.5;78.7;-;14.8;27.8
LUG;18650912;-;-;17;987.1;0;23.1;52;-;15.3;29.4
LUG;18650913;-;-;57;992;0;19.3;66.3;-;16;23.6
LUG;18650914;-;-;0;991.2;0;17.7;74.7;-;12;23.5
LUG;18650915;-;-;0;989.3;0;18.3;80.3;-;13;26.3
LUG;18650916;-;-;3;989.3;0;19.3;76;-;14;27.5
LUG;18650917;-;-;47;989.4;0;19.3;80.7;-;16.3;24.5
LUG;18650918;-;-;0;990;0;19.2;81.7;-;13.5;26.5
LUG;18650919;-;-;0;990.4;0;19;76.3;-;12.5;26.4
LUG;18650920;-;-;13;989.8;0;19.1;74.3;-;16.7;25.5
LUG;18650921;-;-;23;986.3;0;19.2;80;-;14;25.7
LUG;18650922;-;-;53;988.2;0;20.8;78.3;-;16.6;25.1
LUG;18650923;-;-;47;991.5;0;19.7;74.7;-;18.3;23.8
LUG;18650924;-;-;37;994.1;0;17.7;77;-;15.8;23.2
LUG;18650925;-;-;10;994.2;0;18;72.7;-;15.9;23.5
LUG;18650926;-;-;43;994.9;0;18.1;63;-;13.3;22.8
LUG;18650927;-;-;37;996.1;0;14.4;65.3;-;12;20.6
LUG;18650928;-;-;47;992.2;0;14.7;64.7;-;11.5;20.3
LUG;18650929;-;-;27;988.3;0;14.2;75.3;-;9;22.2
LUG;18650930;-;-;37;986.3;0;15.2;68;-;9;21.4
LUG;18651001;-;-;100;986;0.7;14.6;81.3;-;13.5;17.7
LUG;18651002;-;-;50;985.9;0;13.9;80.3;-;10.9;20
LUG;18651003;-;-;23;988;0.6;14.8;77.3;-;9.3;22.5
LUG;18651004;-;-;70;989.2;0;16.1;63.3;-;13;20.1
LUG;18651005;-;-;40;984.5;0;12.6;63;-;9;17.3
LUG;18651006;-;-;97;986.4;0;10.2;69.3;-;8.6;14.5
LUG;18651007;-;-;3;985.5;0;10;76;-;5.2;16.8
LUG;18651008;-;-;37;982.1;7.1;12;79.7;-;5.5;18.4
LUG;18651009;-;-;100;976.5;29.1;11.6;96.3;-;10.8;12.4
LUG;18651010;-;-;100;971.6;0.7;13;94;-;11.4;15.5
LUG;18651011;-;-;10;975.1;0;13.6;84;-;9.6;20.2
LUG;18651012;-;-;93;978.8;15.1;12.2;93.3;-;10.9;15.4
LUG;18651013;-;-;80;977.4;16.6;12.5;85.7;-;9;16.6
LUG;18651014;-;-;67;976.8;2;11.9;87.3;-;9.8;15.3
LUG;18651015;-;-;67;981.9;19.5;12.1;87.3;-;9;17.6
LUG;18651016;-;-;30;984.1;0;11.1;84.7;-;9;17.4
LUG;18651017;-;-;27;976.1;0.1;10.3;83.3;-;6.1;17
LUG;18651018;-;-;93;970.5;6.8;9.9;93;-;6.6;12.3
LUG;18651019;-;-;100;965.2;63.5;12.5;92.7;-;9.6;15.3
LUG;18651020;-;-;67;975.4;0;11.6;87.7;-;8.5;16.2
LUG;18651021;-;-;37;981.8;0;11.3;87;-;7.6;17.7
LUG;18651022;-;-;100;982.2;29.4;11.1;94.3;-;9.5;12.4
LUG;18651023;-;-;67;973.3;7.6;12.6;88.7;-;9;17.7
LUG;18651024;-;-;7;978.4;0;12.7;84;-;8.7;17.8
LUG;18651025;-;-;47;977.8;0;10.9;81.7;-;6;17.2
LUG;18651026;-;-;27;982;0.4;11;50.7;-;6.7;18.6
LUG;18651027;-;-;67;973.6;5.4;7.7;93;-;5.8;8.7
LUG;18651028;-;-;23;967.2;0;7.5;84.3;-;4;14.2
LUG;18651029;-;-;30;980.8;0;10;54.3;-;5.5;17
LUG;18651030;-;-;37;983.6;3.9;9.7;75.7;-;3.3;15.3
LUG;18651031;-;-;100;981.1;28.3;8.6;96.3;-;8;9.7
LUG;18651101;-;-;100;981.2;68.2;8.4;94.7;-;7.8;10
LUG;18651102;-;-;100;979.2;34.2;8.5;97;-;6.7;10.1
LUG;18651103;-;-;87;973.4;9.6;10;97;-;8.2;11.8
LUG;18651104;-;-;87;974.8;3.9;10.8;92.3;-;8.9;14.4
LUG;18651105;-;-;67;978.2;2.8;10.3;89;-;7;14.5
LUG;18651106;-;-;100;982.4;9.4;9.9;92.7;-;8.3;12.5
LUG;18651107;-;-;73;983.7;0.6;9.8;89.7;-;8.8;12.4
LUG;18651108;-;-;100;980.7;47.4;8.6;96.3;-;8.2;12.6
LUG;18651109;-;-;37;975.4;4.1;7.2;88;-;7.4;12.8
LUG;18651110;-;-;0;975.1;0;9.9;53.3;-;2;14.8
LUG;18651111;-;-;0;987;0;8.5;53.7;-;1.9;14.7
LUG;18651112;-;-;0;991.8;0;6;82;-;2.2;12.9
LUG;18651113;-;-;33;998.1;0;7.4;70;-;1.1;14.3
LUG;18651114;-;-;0;1001.5;0;4.4;78.3;-;1.5;11.5
LUG;18651115;-;-;3;999.7;0;3.3;82.3;-;-0.3;11.3
LUG;18651116;-;-;3;996.2;0;3.6;70.3;-;-1;11.4
LUG;18651117;-;-;43;992.6;0;4.5;75;-;0;9
LUG;18651118;-;-;30;989.6;0;4.8;76.7;-;2.2;11.9
LUG;18651119;-;-;33;992;0;3.7;89;-;0.1;8.9
LUG;18651120;-;-;7;989.5;0;3.8;76.7;-;-0.5;10.5
LUG;18651121;-;-;67;985.6;2.6;4.4;84.7;-;-0.3;9.3
LUG;18651122;-;-;70;983.2;0;7.7;88;-;4.2;11.8
LUG;18651123;-;-;97;988.3;1;8.5;89.7;-;6.7;10.3
LUG;18651124;-;-;87;989.2;3;9.4;95.3;-;7.8;11.6
LUG;18651125;-;-;100;987.2;16;9.1;98.7;-;8.2;10
LUG;18651126;-;-;100;983.2;22.2;9.6;94.7;-;8.2;10.1
LUG;18651127;-;-;97;983.4;4.9;9.7;95.3;-;8.9;11.7
LUG;18651128;-;-;97;982.8;20.9;8.3;87.3;-;6.7;9.5
LUG;18651129;-;-;73;982.1;1.6;8.1;91.7;-;4.9;10.2
LUG;18651130;-;-;93;986;7.6;8.2;94.7;-;6;10.1
LUG;18651201;-;-;100;983.4;14.3;8;94.7;-;7.2;11
LUG;18651202;-;-;100;981.3;18.6;8.1;96.7;-;7;8.6
LUG;18651203;-;-;100;982.8;13.1;8.4;94.3;-;7.4;9.7
LUG;18651204;-;-;100;977.8;9.8;8.6;93.7;-;7.5;10
LUG;18651205;-;-;100;979.6;23.3;7.4;93.3;-;6.2;8.5
LUG;18651206;-;-;30;985.8;0;7.3;91;-;5.1;13.4
LUG;18651207;-;-;7;995.4;0;5.4;82.7;-;1.6;11.7
LUG;18651208;-;-;0;1000.6;0;3.8;81.3;-;0.8;10.3
LUG;18651209;-;-;0;1002.3;0;3;84;-;0.1;9
LUG;18651210;-;-;0;1000.2;0;1.7;81.7;-;-1.2;8.3
LUG;18651211;-;-;27;991.8;0;2.1;81;-;-1;8
LUG;18651212;-;-;3;994.3;0.1;2.2;75.7;-;-2;7
LUG;18651213;-;-;67;995.3;0;-0.1;78.3;-;-1.8;2
LUG;18651214;-;-;0;992.9;0;-0.8;69;-;-3;4.6
LUG;18651215;-;-;3;988.5;0;3.2;55.3;-;-4.2;9
LUG;18651216;-;-;0;995.5;0;1.4;53.3;-;-0.8;6.2
LUG;18651217;-;-;0;994.5;0;0.9;68.7;-;-2.6;6.8
LUG;18651218;-;-;0;993.9;0;0.9;67.7;-;-2.6;7.8
LUG;18651219;-;-;0;993.8;0;0.4;72.3;-;-2.8;6.9
LUG;18651220;-;-;0;993.8;0;0.5;74.7;-;-3.7;7.3
LUG;18651221;-;-;0;995.8;0;0.3;79.7;-;-3;7.5
LUG;18651222;-;-;0;999.6;0;0.9;77;-;-2.7;6.7
LUG;18651223;-;-;0;996.6;0;1.2;78;-;-2.9;7.9
LUG;18651224;-;-;0;998;0;0.5;89.3;-;-2.8;7.5
LUG;18651225;-;-;0;996.8;0;0.8;83;-;-2.7;8.3
LUG;18651226;-;-;0;1001.9;0;0.7;81.7;-;-2.5;6.8
LUG;18651227;-;-;0;998.4;0;0.1;82.3;-;-3.5;7
LUG;18651228;-;-;0;995.6;0;0;77.3;-;-3.9;7.3
LUG;18651229;-;-;0;993;1.3;0;75.7;-;-3.8;7.5
LUG;18651230;-;-;100;990;15.9;1.1;94.7;-;-2.5;2.5
LUG;18651231;-;-;100;995.1;1.7;2.7;96.3;-;0.1;4.5
LUG;18660101;-;-;100;989.7;14.6;1.9;98.7;-;0.2;4.1
LUG;18660102;-;-;60;994.5;0;3.5;89.7;-;0.5;8
LUG;18660103;-;-;70;993.6;0;2.4;88;-;1;6.2
LUG;18660104;-;-;40;992.7;0;3.8;83;-;0.8;8.8
LUG;18660105;-;-;0;988.5;0;2.3;83.3;-;-0.5;8.8
LUG;18660106;-;-;37;989.2;0;3;85;-;-1.3;8.9
LUG;18660107;-;-;53;986.1;0;1.9;87.3;-;0.4;5
LUG;18660108;-;-;40;977.8;0;1;90.3;-;0;3.8
LUG;18660109;-;-;100;968.2;0.9;1.1;94;-;-1;2.5
LUG;18660110;-;-;23;967.8;0;1.5;72.3;-;-1.2;7.2
LUG;18660111;-;-;100;972.2;31.2;0.7;92;-;-1;2.9
LUG;18660112;-;-;40;973.9;0;4.9;73;-;0;7.8
LUG;18660113;-;-;0;986.5;0;3.3;36;-;-0.7;9.5
LUG;18660114;-;-;0;994.4;0;0.4;71.7;-;-3;8.4
LUG;18660115;-;-;7;994.8;0;1.1;79.3;-;-2.8;7.7
LUG;18660116;-;-;3;991.8;0;2.1;85.3;-;-1.2;8.5
LUG;18660117;-;-;13;990.3;0;7.2;53.7;-;-1.2;13
LUG;18660118;-;-;3;995.2;0;2.7;77.3;-;-0.2;9.8
LUG;18660119;-;-;13;992.9;0;3.5;80;-;-1.6;8.7
LUG;18660120;-;-;100;991.3;0;4.2;84;-;1.8;8.2
LUG;18660121;-;-;53;994.6;0;3.9;88.3;-;1.1;9.2
LUG;18660122;-;-;100;996.7;0;-0.3;98.3;-;-1.3;1.8
LUG;18660123;-;-;77;987.8;0;0.7;92.3;-;-2.4;3.5
LUG;18660124;-;-;3;996.9;0;2.5;84;-;-0.9;8.6
LUG;18660125;-;-;53;998;0;2.9;76.3;-;-1.4;7.4
LUG;18660126;-;-;0;1001.2;0;3.1;83.7;-;0.2;10.7
LUG;18660127;-;-;0;999.2;0;2.9;83;-;-1;9.3
LUG;18660128;-;-;0;994.6;0;2.9;78.3;-;-0.8;10
LUG;18660129;-;-;3;989.1;0;3.3;82;-;-0.9;10.3
LUG;18660130;-;-;27;988.3;0;2;83.3;-;-0.2;7.3
