stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Sonnenscheindauer (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
GVE;19510406;-;-;-;-;967.9;0;-;-;-;-
GVE;19510407;-;-;-;-;960.3;11.9;-;-;-;-
GVE;19510408;-;-;-;-;961.6;0;-;-;-;-
GVE;19510409;-;-;-;-;959;1.2;-;-;-;-
GVE;19510410;-;-;-;-;961;0.9;-;-;-;-
GVE;19510411;-;-;-;-;965.4;0;-;-;-;-
GVE;19510412;-;-;-;-;968.4;0;-;-;-;-
GVE;19510413;-;-;-;-;966.5;0;-;-;-;-
GVE;19510414;-;-;-;-;968.9;0;-;-;-;-
GVE;19510415;-;-;-;-;974.2;0;-;-;-;-
GVE;19510416;-;-;-;-;972.5;0;-;-;-;-
GVE;19510417;-;-;-;-;969.3;0;-;-;-;-
GVE;19510418;-;-;-;-;967;2.6;-;-;-;-
GVE;19510419;-;-;-;-;964;0;-;-;-;-
GVE;19510420;-;-;-;-;963.6;0;-;-;-;-
GVE;19510421;-;-;-;-;962.2;0;-;-;-;-
GVE;19510422;-;-;-;-;965.6;0;-;-;-;-
GVE;19510423;-;-;-;-;969.4;0;-;-;-;-
GVE;19510424;-;-;-;-;968.3;0;-;-;-;-
GVE;19510425;-;-;-;-;966.3;0;-;-;-;-
GVE;19510426;-;-;-;-;964.1;5;-;-;-;-
GVE;19510427;-;-;-;-;960.6;7;-;-;-;-
GVE;19510428;-;-;-;-;962.4;8.6;-;-;-;-
GVE;19510429;-;-;-;-;965.4;2.2;-;-;-;-
GVE;19510430;-;-;-;-;966.9;0;-;-;-;-
GVE;19510501;-;-;-;-;966.1;0;-;-;-;-
GVE;19510502;-;-;-;-;964.1;0;-;-;-;-
GVE;19510503;-;-;-;-;960.8;3.2;-;-;-;-
GVE;19510504;-;-;-;-;960.9;5;-;-;-;-
GVE;19510505;-;-;-;-;963.5;0;-;-;-;-
GVE;19510506;-;-;-;-;959.7;6;-;-;-;-
GVE;19510507;-;-;-;-;956.6;1.3;-;-;-;-
GVE;19510508;-;-;-;-;955.3;0;-;-;-;-
GVE;19510509;-;-;-;-;957;5.3;-;-;-;-
GVE;19510510;-;-;-;-;953;0.8;-;-;-;-
GVE;19510511;-;-;-;-;957.7;0;-;-;-;-
GVE;19510512;-;-;-;-;962;0;-;-;-;-
GVE;19510513;-;-;-;-;962.7;0;-;-;-;-
GVE;19510514;-;-;-;-;963.7;0.6;-;-;-;-
GVE;19510515;-;-;-;-;966.2;0;-;-;-;-
GVE;19510516;-;-;-;-;962.7;0.6;-;-;-;-
GVE;19510517;-;-;-;-;958.9;7.4;-;-;-;-
GVE;19510518;-;-;-;-;960.6;0.1;-;-;-;-
GVE;19510519;-;-;-;-;957.7;0;-;-;-;-
GVE;19510520;-;-;-;-;960.8;0;-;-;-;-
GVE;19510521;-;-;-;-;963.8;0;-;-;-;-
GVE;19510522;-;-;-;-;965.3;1.2;-;-;-;-
GVE;19510523;-;-;-;-;968;0;-;-;-;-
GVE;19510524;-;-;-;-;968.2;0;-;-;-;-
GVE;19510525;-;-;-;-;964.7;0;-;-;-;-
GVE;19510526;-;-;-;-;958.8;19.7;-;-;-;-
GVE;19510527;-;-;-;-;956.8;16.9;-;-;-;-
GVE;19510528;-;-;-;-;960.8;0;-;-;-;-
GVE;19510529;-;-;-;-;962.5;0;-;-;-;-
GVE;19510530;-;-;-;-;962.6;4.3;-;-;-;-
GVE;19510531;-;-;-;-;963;20.6;-;-;-;-
GVE;19510601;-;-;-;-;965.3;0;-;-;-;-
GVE;19510602;-;-;-;-;963.4;1.6;-;-;-;-
GVE;19510603;-;-;-;-;963;0;-;-;-;-
GVE;19510604;-;-;-;-;961.9;0;-;-;-;-
GVE;19510605;-;-;-;-;961.7;0.3;-;-;-;-
GVE;19510606;-;-;-;-;960.9;0;-;-;-;-
GVE;19510607;-;-;-;-;959.3;3.6;-;-;-;-
GVE;19510608;-;-;-;-;956.5;6.8;-;-;-;-
GVE;19510609;-;-;-;-;962;0;-;-;-;-
GVE;19510610;-;-;-;-;966.5;0;-;-;-;-
GVE;19510611;-;-;-;-;971;0;-;-;-;-
GVE;19510612;-;-;-;-;972.2;7.1;-;-;-;-
GVE;19510613;-;-;-;-;974.5;0;-;-;-;-
GVE;19510614;-;-;-;-;973.2;0;-;-;-;-
GVE;19510615;-;-;-;-;971.2;0;-;-;-;-
GVE;19510616;-;-;-;-;970.4;1.3;-;-;-;-
GVE;19510617;-;-;-;-;968.6;10.2;-;-;-;-
GVE;19510618;-;-;-;-;967.7;7.6;-;-;-;-
GVE;19510619;-;-;-;-;969.7;1.5;-;-;-;-
GVE;19510620;-;-;-;-;970.4;0;-;-;-;-
GVE;19510621;-;-;-;-;968.2;0.9;-;-;-;-
GVE;19510622;-;-;-;-;964.3;9.2;-;-;-;-
GVE;19510623;-;-;-;-;961.8;10.7;-;-;-;-
GVE;19510624;-;-;-;-;963;0.6;-;-;-;-
GVE;19510625;-;-;-;-;964.5;0.5;-;-;-;-
GVE;19510626;-;-;-;-;970.1;2.5;-;-;-;-
GVE;19510627;-;-;-;-;972.8;0;-;-;-;-
GVE;19510628;-;-;-;-;971.6;5.1;-;-;-;-
GVE;19510629;-;-;-;-;970.1;0;-;-;-;-
GVE;19510630;-;-;-;-;970;0;-;-;-;-
GVE;19510701;-;-;-;-;970.7;0;-;-;-;-
GVE;19510702;-;-;-;-;971.7;0;-;-;-;-
GVE;19510703;-;-;-;-;970.7;0;-;-;-;-
GVE;19510704;-;-;-;-;966.6;0;-;-;-;-
GVE;19510705;-;-;-;-;965.5;0;-;-;-;-
GVE;19510706;-;-;-;-;968.8;0;-;-;-;-
GVE;19510707;-;-;-;-;968.7;0;-;-;-;-
GVE;19510708;-;-;-;-;965.1;6.5;-;-;-;-
GVE;19510709;-;-;-;-;965.1;5.5;-;-;-;-
GVE;19510710;-;-;-;-;966.5;0;-;-;-;-
GVE;19510711;-;-;-;-;965;4;-;-;-;-
GVE;19510712;-;-;-;-;968.6;0;-;-;-;-
GVE;19510713;-;-;-;-;967.8;2.4;-;-;-;-
GVE;19510714;-;-;-;-;966.8;21.9;-;-;-;-
GVE;19510715;-;-;-;-;967.4;9.5;-;-;-;-
GVE;19510716;-;-;-;-;970.3;4;-;-;-;-
GVE;19510717;-;-;-;-;971.1;0;-;-;-;-
GVE;19510718;-;-;-;-;971.7;0;-;-;-;-
GVE;19510719;-;-;-;-;971;0;-;-;-;-
GVE;19510720;-;-;-;-;970;0;-;-;-;-
GVE;19510721;-;-;-;-;970.2;0;-;-;-;-
GVE;19510722;-;-;-;-;966.7;0;-;-;-;-
GVE;19510723;-;-;-;-;964.2;5.6;-;-;-;-
GVE;19510724;-;-;-;-;968.2;0;-;-;-;-
GVE;19510725;-;-;-;-;972;0;-;-;-;-
GVE;19510726;-;-;-;-;972.5;0;-;-;-;-
GVE;19510727;-;-;-;-;973.1;0;-;-;-;-
GVE;19510728;-;-;-;-;972.1;0;-;-;-;-
GVE;19510729;-;-;-;-;969.6;0;-;-;-;-
GVE;19510730;-;-;-;-;967.8;0;-;-;-;-
GVE;19510731;-;-;-;-;967.2;0;-;-;-;-
GVE;19510801;-;-;-;-;967.1;0;-;-;-;-
GVE;19510802;-;-;-;-;967.9;0;-;-;-;-
GVE;19510803;-;-;-;-;968;4.3;-;-;-;-
GVE;19510804;-;-;-;-;967.1;8.5;-;-;-;-
GVE;19510805;-;-;-;-;965.7;0;-;-;-;-
GVE;19510806;-;-;-;-;961.9;0;-;-;-;-
GVE;19510807;-;-;-;-;961.9;12.4;-;-;-;-
GVE;19510808;-;-;-;-;956.8;6.1;-;-;-;-
GVE;19510809;-;-;-;-;960.5;0.5;-;-;-;-
GVE;19510810;-;-;-;-;965.1;2.6;-;-;-;-
GVE;19510811;-;-;-;-;968;0;-;-;-;-
GVE;19510812;-;-;-;-;964.5;0.6;-;-;-;-
GVE;19510813;-;-;-;-;965.6;8.4;-;-;-;-
GVE;19510814;-;-;-;-;967.7;0;-;-;-;-
GVE;19510815;-;-;-;-;967.4;10;-;-;-;-
GVE;19510816;-;-;-;-;968.3;0;-;-;-;-
GVE;19510817;-;-;-;-;970.3;0;-;-;-;-
GVE;19510818;-;-;-;-;969.6;0;-;-;-;-
GVE;19510819;-;-;-;-;965.2;0;-;-;-;-
GVE;19510820;-;-;-;-;964.7;21.5;-;-;-;-
GVE;19510821;-;-;-;-;970.6;0.3;-;-;-;-
GVE;19510822;-;-;-;-;971.4;0;-;-;-;-
GVE;19510823;-;-;-;-;969.4;0;-;-;-;-
GVE;19510824;-;-;-;-;966.9;0;-;-;-;-
GVE;19510825;-;-;-;-;964.1;0;-;-;-;-
GVE;19510826;-;-;-;-;961.9;0.9;-;-;-;-
GVE;19510827;-;-;-;-;964.3;2.2;-;-;-;-
GVE;19510828;-;-;-;-;966.1;0;-;-;-;-
GVE;19510829;-;-;-;-;966.6;0;-;-;-;-
GVE;19510830;-;-;-;-;963.6;0.1;-;-;-;-
GVE;19510831;-;-;-;-;964.7;13.9;-;-;-;-
GVE;19510901;-;-;-;-;967.4;1;-;-;-;-
GVE;19510902;-;-;-;-;966;5.1;-;-;-;-
GVE;19510903;-;-;-;-;967.7;0;-;-;-;-
GVE;19510904;-;-;-;-;973.6;0;-;-;-;-
GVE;19510905;-;-;-;-;971;0;-;-;-;-
GVE;19510906;-;-;-;-;970;0;-;-;-;-
GVE;19510907;-;-;-;-;968.9;0;-;-;-;-
GVE;19510908;-;-;-;-;964.8;0;-;-;-;-
GVE;19510909;-;-;-;-;962.4;0;-;-;-;-
GVE;19510910;-;-;-;-;966.8;0;-;-;-;-
GVE;19510911;-;-;-;-;969;0;-;-;-;-
GVE;19510912;-;-;-;-;969.1;0;-;-;-;-
GVE;19510913;-;-;-;-;964.7;0.5;-;-;-;-
GVE;19510914;-;-;-;-;967;1.2;-;-;-;-
GVE;19510915;-;-;-;-;970.2;0;-;-;-;-
GVE;19510916;-;-;-;-;972.5;0;-;-;-;-
GVE;19510917;-;-;-;-;970.4;0;-;-;-;-
GVE;19510918;-;-;-;-;969.4;0;-;-;-;-
GVE;19510919;-;-;-;-;971.3;0;-;-;-;-
GVE;19510920;-;-;-;-;972.4;0;-;-;-;-
GVE;19510921;-;-;-;-;972.5;0;-;-;-;-
GVE;19510922;-;-;-;-;969.7;0;-;-;-;-
GVE;19510923;-;-;-;-;964.5;35.2;-;-;-;-
GVE;19510924;-;-;-;-;967.7;0;-;-;-;-
GVE;19510925;-;-;-;-;964.9;3;-;-;-;-
GVE;19510926;-;-;-;-;964.5;3;-;-;-;-
GVE;19510927;-;-;-;-;967;0;-;-;-;-
GVE;19510928;-;-;-;-;965.3;3.3;-;-;-;-
GVE;19510929;-;-;-;-;967.4;2.4;-;-;-;-
GVE;19510930;-;-;-;-;963;0;-;-;-;-
GVE;19511001;-;-;-;-;962.1;0;-;-;-;-
GVE;19511002;-;-;-;-;966.1;0;-;-;-;-
GVE;19511003;-;-;-;-;970;0;-;-;-;-
GVE;19511004;-;-;-;-;969;0;-;-;-;-
GVE;19511005;-;-;-;-;964.5;0;-;-;-;-
GVE;19511006;-;-;-;-;964.2;0;-;-;-;-
GVE;19511007;-;-;-;-;967.3;0;-;-;-;-
GVE;19511008;-;-;-;-;970.2;0;-;-;-;-
GVE;19511009;-;-;-;-;970.6;0;-;-;-;-
GVE;19511010;-;-;-;-;970;0;-;-;-;-
GVE;19511011;-;-;-;-;967.1;0;-;-;-;-
GVE;19511012;-;-;-;-;966.7;0;-;-;-;-
GVE;19511013;-;-;-;-;969.6;5;-;-;-;-
GVE;19511014;-;-;-;-;968.6;1;-;-;-;-
GVE;19511015;-;-;-;-;970.9;0;-;-;-;-
GVE;19511016;-;-;-;-;972.7;0;-;-;-;-
GVE;19511017;-;-;-;-;972.8;0;-;-;-;-
GVE;19511018;-;-;-;-;967.7;0;-;-;-;-
GVE;19511019;-;-;-;-;961.7;0.8;-;-;-;-
GVE;19511020;-;-;-;-;964.8;0;-;-;-;-
GVE;19511021;-;-;-;-;965.7;7.6;-;-;-;-
GVE;19511022;-;-;-;-;962.8;28.7;-;-;-;-
GVE;19511023;-;-;-;-;963.6;0;-;-;-;-
GVE;19511024;-;-;-;-;965.6;0;-;-;-;-
GVE;19511025;-;-;-;-;963;0;-;-;-;-
GVE;19511026;-;-;-;-;964.4;0;-;-;-;-
GVE;19511027;-;-;-;-;964.7;0;-;-;-;-
GVE;19511028;-;-;-;-;969.4;5.2;-;-;-;-
GVE;19511029;-;-;-;-;971.4;0.1;-;-;-;-
GVE;19511030;-;-;-;-;969.4;0.7;-;-;-;-
GVE;19511031;-;-;-;-;965.3;12;-;-;-;-
GVE;19511101;-;-;-;-;964.9;5;-;-;-;-
GVE;19511102;-;-;-;-;965.7;4.6;-;-;-;-
GVE;19511103;-;-;-;-;961.3;3.1;-;-;-;-
GVE;19511104;-;-;-;-;958.2;0;-;-;-;-
GVE;19511105;-;-;-;-;958;0;-;-;-;-
GVE;19511106;-;-;-;-;958.1;7.1;-;-;-;-
GVE;19511107;-;-;-;-;955.2;0.2;-;-;-;-
GVE;19511108;-;-;-;-;945.4;14.2;-;-;-;-
GVE;19511109;-;-;-;-;947.6;0;-;-;-;-
GVE;19511110;-;-;-;-;948.4;20.1;-;-;-;-
GVE;19511111;-;-;-;-;951.6;16.1;-;-;-;-
GVE;19511112;-;-;-;-;948.7;5.5;-;-;-;-
GVE;19511113;-;-;-;-;953.5;1.6;-;-;-;-
GVE;19511114;-;-;-;-;961.7;2.2;-;-;-;-
GVE;19511115;-;-;-;-;969.3;0.1;-;-;-;-
GVE;19511116;-;-;-;-;968.3;0;-;-;-;-
GVE;19511117;-;-;-;-;962.5;1.4;-;-;-;-
GVE;19511118;-;-;-;-;954.4;15.8;-;-;-;-
GVE;19511119;-;-;-;-;953;12.2;-;-;-;-
GVE;19511120;-;-;-;-;957.8;12.8;-;-;-;-
GVE;19511121;-;-;-;-;955.3;12.5;-;-;-;-
GVE;19511122;-;-;-;-;958.9;1.1;-;-;-;-
GVE;19511123;-;-;-;-;960.6;1.8;-;-;-;-
GVE;19511124;-;-;-;-;965.5;0.4;-;-;-;-
GVE;19511125;-;-;-;-;965.8;0;-;-;-;-
GVE;19511126;-;-;-;-;974.3;0;-;-;-;-
GVE;19511127;-;-;-;-;983.5;0;-;-;-;-
GVE;19511128;-;-;-;-;980.6;0;-;-;-;-
GVE;19511129;-;-;-;-;979.5;0;-;-;-;-
GVE;19511130;-;-;-;-;980.5;0;-;-;-;-
GVE;19511201;-;-;-;-;974;0;-;-;-;-
GVE;19511202;-;-;-;-;968.2;3;-;-;-;-
GVE;19511203;-;-;-;-;970.1;0;-;-;-;-
GVE;19511204;-;-;-;-;978.5;0;-;-;-;-
GVE;19511205;-;-;-;-;978.4;0;-;-;-;-
GVE;19511206;-;-;-;-;968.7;1.7;-;-;-;-
GVE;19511207;-;-;-;-;966.1;1.8;-;-;-;-
GVE;19511208;-;-;-;-;970.8;0;-;-;-;-
GVE;19511209;-;-;-;-;964.8;11.2;-;-;-;-
GVE;19511210;-;-;-;-;968.5;0;-;-;-;-
GVE;19511211;-;-;-;-;974.1;0;-;-;-;-
GVE;19511212;-;-;-;-;979.7;0;-;-;-;-
GVE;19511213;-;-;-;-;979.1;0;-;-;-;-
GVE;19511214;-;-;-;-;977.6;0;-;-;-;-
GVE;19511215;-;-;-;-;977.4;0;-;-;-;-
GVE;19511216;-;-;-;-;975.8;0;-;-;-;-
GVE;19511217;-;-;-;-;975;0;-;-;-;-
GVE;19511218;-;-;-;-;977.3;0;-;-;-;-
GVE;19511219;-;-;-;-;978.8;0;-;-;-;-
GVE;19511220;-;-;-;-;975.9;0;-;-;-;-
GVE;19511221;-;-;-;-;981.7;0;-;-;-;-
GVE;19511222;-;-;-;-;980.9;0;-;-;-;-
GVE;19511223;-;-;-;-;975.7;0;-;-;-;-
GVE;19511224;-;-;-;-;968.7;0;-;-;-;-
GVE;19511225;-;-;-;-;959.7;12.6;-;-;-;-
GVE;19511226;-;-;-;-;959;3.8;-;-;-;-
GVE;19511227;-;-;-;-;961.9;2.4;-;-;-;-
GVE;19511228;-;-;-;-;958.5;1.3;-;-;-;-
GVE;19511229;-;-;-;-;951.6;0;-;-;-;-
GVE;19511230;-;-;-;-;969;0;-;-;-;-
GVE;19511231;-;-;-;-;970.3;1.3;-;-;-;-
GVE;19520101;-;-;-;-;966.7;1.2;-;-;-;-
GVE;19520102;-;-;-;-;969.5;0;-;-;-;-
GVE;19520103;-;-;-;-;961.7;1;-;-;-;-
GVE;19520104;-;-;-;-;972.5;0;-;-;-;-
GVE;19520105;-;-;-;-;973.8;0;-;-;-;-
GVE;19520106;-;-;-;-;981.4;0;-;-;-;-
GVE;19520107;-;-;-;-;987.8;0;-;-;-;-
GVE;19520108;-;-;-;-;983.8;0;-;-;-;-
GVE;19520109;-;-;-;-;973;0.5;-;-;-;-
GVE;19520110;-;-;-;-;967;26.2;-;-;-;-
GVE;19520111;-;-;-;-;951.8;14.8;-;-;-;-
GVE;19520112;-;-;-;-;950.5;0;-;-;-;-
GVE;19520113;-;-;-;-;964.8;0;-;-;-;-
GVE;19520114;-;-;-;-;975.8;0;-;-;-;-
GVE;19520115;-;-;-;-;977.4;0;-;-;-;-
GVE;19520116;-;-;-;-;971.2;0;-;-;-;-
GVE;19520117;-;-;-;-;960;7.2;-;-;-;-
GVE;19520118;-;-;-;-;955.1;4.4;-;-;-;-
GVE;19520119;-;-;-;-;962.2;3.8;-;-;-;-
GVE;19520120;-;-;-;-;963.3;0.6;-;-;-;-
GVE;19520121;-;-;-;-;965.5;0;-;-;-;-
GVE;19520122;-;-;-;-;970.2;0;-;-;-;-
GVE;19520123;-;-;-;-;965;0;-;-;-;-
GVE;19520124;-;-;-;-;952.4;0;-;-;-;-
GVE;19520125;-;-;-;-;947.1;0.8;-;-;-;-
GVE;19520126;-;-;-;-;952.3;0;-;-;-;-
GVE;19520127;-;-;-;-;951.3;0;-;-;-;-
GVE;19520128;-;-;-;-;963.1;0;-;-;-;-
GVE;19520129;-;-;-;-;965.2;0;-;-;-;-
GVE;19520130;-;-;-;-;964.4;0;-;-;-;-
GVE;19520131;-;-;-;-;953.5;13.6;-;-;-;-
GVE;19520201;-;-;-;-;948.3;8;-;-;-;-
GVE;19520202;-;-;-;-;954.9;0;-;-;-;-
GVE;19520203;-;-;-;-;955.3;6;-;-;-;-
GVE;19520204;-;-;-;-;963.2;0;-;-;-;-
GVE;19520205;-;-;-;-;976;0;-;-;-;-
GVE;19520206;-;-;-;-;981.2;0;-;-;-;-
GVE;19520207;-;-;-;-;975.1;0.5;-;-;-;-
GVE;19520208;-;-;-;-;961.2;2.4;-;-;-;-
GVE;19520209;-;-;-;-;964.4;0;-;-;-;-
GVE;19520210;-;-;-;-;969.2;0;-;-;-;-
GVE;19520211;-;-;-;-;961.1;2;-;-;-;-
GVE;19520212;-;-;-;-;955;16.1;-;-;-;-
GVE;19520213;-;-;-;-;958.8;0;-;-;-;-
GVE;19520214;-;-;-;-;958.5;0;-;-;-;-
GVE;19520215;-;-;-;-;955.4;0;-;-;-;-
GVE;19520216;-;-;-;-;964.4;0;-;-;-;-
GVE;19520217;-;-;-;-;968.3;0;-;-;-;-
GVE;19520218;-;-;-;-;966.4;0;-;-;-;-
GVE;19520219;-;-;-;-;969.8;0;-;-;-;-
GVE;19520220;-;-;-;-;974.3;0;-;-;-;-
GVE;19520221;-;-;-;-;978.4;0;-;-;-;-
GVE;19520222;-;-;-;-;976.7;0;-;-;-;-
GVE;19520223;-;-;-;-;973.2;0;-;-;-;-
GVE;19520224;-;-;-;-;973.4;0;-;-;-;-
GVE;19520225;-;-;-;-;976.4;0;-;-;-;-
GVE;19520226;-;-;-;-;975.5;0;-;-;-;-
GVE;19520227;-;-;-;-;973.3;0;-;-;-;-
GVE;19520228;-;-;-;-;973.8;0;-;-;-;-
GVE;19520229;-;-;-;-;973.8;0;-;-;-;-
GVE;19520301;-;-;-;-;971.1;0;-;-;-;-
GVE;19520302;-;-;-;-;966.8;0;-;-;-;-
GVE;19520303;-;-;-;-;963.8;0;-;-;-;-
GVE;19520304;-;-;-;-;963.5;0;-;-;-;-
GVE;19520305;-;-;-;-;964.5;6.5;-;-;-;-
GVE;19520306;-;-;-;-;968.5;2.2;-;-;-;-
GVE;19520307;-;-;-;-;967.7;3.2;-;-;-;-
GVE;19520308;-;-;-;-;966.7;0;-;-;-;-
GVE;19520309;-;-;-;-;967.6;2.6;-;-;-;-
GVE;19520310;-;-;-;-;971.1;1.6;-;-;-;-
GVE;19520311;-;-;-;-;966.9;0;-;-;-;-
GVE;19520312;-;-;-;-;961.7;0;-;-;-;-
GVE;19520313;-;-;-;-;961.5;0;-;-;-;-
GVE;19520314;-;-;-;-;965.5;0;-;-;-;-
GVE;19520315;-;-;-;-;965.9;0.2;-;-;-;-
GVE;19520316;-;-;-;-;964.8;1.2;-;-;-;-
GVE;19520317;-;-;-;-;965.9;0.6;-;-;-;-
GVE;19520318;-;-;-;-;967;0.9;-;-;-;-
GVE;19520319;-;-;-;-;964.9;0.6;-;-;-;-
GVE;19520320;-;-;-;-;966.4;4.7;-;-;-;-
GVE;19520321;-;-;-;-;966.2;1.9;-;-;-;-
GVE;19520322;-;-;-;-;966.3;1.7;-;-;-;-
GVE;19520323;-;-;-;-;966;0;-;-;-;-
GVE;19520324;-;-;-;-;962.3;9.2;-;-;-;-
GVE;19520325;-;-;-;-;960.8;6.7;-;-;-;-
GVE;19520326;-;-;-;-;958.9;0;-;-;-;-
GVE;19520327;-;-;-;-;955.8;0.2;-;-;-;-
GVE;19520328;-;-;-;-;947.4;8.6;-;-;-;-
GVE;19520329;-;-;-;-;941.8;26.1;-;-;-;-
GVE;19520330;-;-;-;-;946;6.8;-;-;-;-
GVE;19520331;-;-;-;-;949.9;11.4;-;-;-;-
GVE;19520401;-;-;-;-;943.2;5.7;-;-;-;-
GVE;19520402;-;-;-;-;956.8;0;-;-;-;-
GVE;19520403;-;-;-;-;966.3;0;-;-;-;-
GVE;19520404;-;-;-;-;971.2;0;-;-;-;-
GVE;19520405;-;-;-;-;968.3;0;-;-;-;-
GVE;19520406;-;-;-;-;971.2;0;-;-;-;-
GVE;19520407;-;-;-;-;974.9;0;-;-;-;-
GVE;19520408;-;-;-;-;975.3;0;-;-;-;-
GVE;19520409;-;-;-;-;971;0;-;-;-;-
GVE;19520410;-;-;-;-;966.1;0;-;-;-;-
GVE;19520411;-;-;-;-;966;0;-;-;-;-
GVE;19520412;-;-;-;-;967.8;0;-;-;-;-
GVE;19520413;-;-;-;-;971.3;0;-;-;-;-
GVE;19520414;-;-;-;-;971.1;0;-;-;-;-
GVE;19520415;-;-;-;-;967.9;0;-;-;-;-
GVE;19520416;-;-;-;-;965.7;0;-;-;-;-
GVE;19520417;-;-;-;-;966.5;0;-;-;-;-
GVE;19520418;-;-;-;-;969.2;0;-;-;-;-
GVE;19520419;-;-;-;-;968.3;10;-;-;-;-
GVE;19520420;-;-;-;-;964.4;2.8;-;-;-;-
GVE;19520421;-;-;-;-;959.8;2.7;-;-;-;-
GVE;19520422;-;-;-;-;959.6;0.5;-;-;-;-
GVE;19520423;-;-;-;-;965;6.3;-;-;-;-
GVE;19520424;-;-;-;-;967.8;5.2;-;-;-;-
GVE;19520425;-;-;-;-;967.2;0;-;-;-;-
GVE;19520426;-;-;-;-;966.6;0;-;-;-;-
GVE;19520427;-;-;-;-;963.1;0;-;-;-;-
GVE;19520428;-;-;-;-;963.2;0;-;-;-;-
GVE;19520429;-;-;-;-;963.7;0;-;-;-;-
GVE;19520430;-;-;-;-;961;6.6;-;-;-;-
GVE;19520501;-;-;-;-;958.9;5.5;-;-;-;-
GVE;19520502;-;-;-;-;958.6;4;-;-;-;-
GVE;19520503;-;-;-;-;956.6;1.1;-;-;-;-
GVE;19520504;-;-;-;-;951.3;20.4;-;-;-;-
GVE;19520505;-;-;-;-;958.3;9.6;-;-;-;-
GVE;19520506;-;-;-;-;960.1;8.7;-;-;-;-
GVE;19520507;-;-;-;-;965.3;0;-;-;-;-
GVE;19520508;-;-;-;-;966.3;0.4;-;-;-;-
GVE;19520509;-;-;-;-;966.2;0.8;-;-;-;-
GVE;19520510;-;-;-;-;965.7;0;-;-;-;-
GVE;19520511;-;-;-;-;965.4;7.6;-;-;-;-
GVE;19520512;-;-;-;-;970.8;0;-;-;-;-
GVE;19520513;-;-;-;-;972.7;0;-;-;-;-
GVE;19520514;-;-;-;-;971;0;-;-;-;-
GVE;19520515;-;-;-;-;967.5;0;-;-;-;-
GVE;19520516;-;-;-;-;967.8;0;-;-;-;-
GVE;19520517;-;-;-;-;968;0;-;-;-;-
GVE;19520518;-;-;-;-;966.4;0;-;-;-;-
GVE;19520519;-;-;-;-;966.1;0;-;-;-;-
GVE;19520520;-;-;-;-;964.9;0;-;-;-;-
GVE;19520521;-;-;-;-;968.3;0;-;-;-;-
GVE;19520522;-;-;-;-;973.3;0;-;-;-;-
GVE;19520523;-;-;-;-;974.3;0;-;-;-;-
GVE;19520524;-;-;-;-;974.7;0;-;-;-;-
GVE;19520525;-;-;-;-;971.8;0;-;-;-;-
GVE;19520526;-;-;-;-;970.7;0;-;-;-;-
GVE;19520527;-;-;-;-;969.1;0;-;-;-;-
GVE;19520528;-;-;-;-;965.4;0;-;-;-;-
GVE;19520529;-;-;-;-;964.5;0;-;-;-;-
GVE;19520530;-;-;-;-;966.8;0;-;-;-;-
GVE;19520531;-;-;-;-;966.3;0;-;-;-;-
GVE;19520601;-;-;-;-;966.4;5.1;-;-;-;-
GVE;19520602;-;-;-;-;970.9;2;-;-;-;-
GVE;19520603;-;-;-;-;975;0;-;-;-;-
GVE;19520604;-;-;-;-;974.5;0;-;-;-;-
GVE;19520605;-;-;-;-;972;0;-;-;-;-
GVE;19520606;-;-;-;-;968.6;13.9;-;-;-;-
GVE;19520607;-;-;-;-;967;14.3;-;-;-;-
GVE;19520608;-;-;-;-;969.8;0;-;-;-;-
GVE;19520609;-;-;-;-;969.8;0;-;-;-;-
GVE;19520610;-;-;-;-;970;0;-;-;-;-
GVE;19520611;-;-;-;-;967.7;0;-;-;-;-
GVE;19520612;-;-;-;-;965.2;13.2;-;-;-;-
GVE;19520613;-;-;-;-;963.7;0;-;-;-;-
GVE;19520614;-;-;-;-;964.2;0;-;-;-;-
GVE;19520615;-;-;-;-;961;5.8;-;-;-;-
GVE;19520616;-;-;-;-;963.1;9.6;-;-;-;-
GVE;19520617;-;-;-;-;964.5;2.7;-;-;-;-
GVE;19520618;-;-;-;-;965;13.7;-;-;-;-
GVE;19520619;-;-;-;-;970;0;-;-;-;-
GVE;19520620;-;-;-;-;972;0;-;-;-;-
GVE;19520621;-;-;-;-;973.8;0;-;-;-;-
GVE;19520622;-;-;-;-;969.6;0;-;-;-;-
GVE;19520623;-;-;-;-;968.4;0;-;-;-;-
GVE;19520624;-;-;-;-;971.8;0;-;-;-;-
GVE;19520625;-;-;-;-;971;0;-;-;-;-
GVE;19520626;-;-;-;-;965.8;0;-;-;-;-
GVE;19520627;-;-;-;-;964.9;0;-;-;-;-
GVE;19520628;-;-;-;-;969.3;0;-;-;-;-
GVE;19520629;-;-;-;-;972.6;0;-;-;-;-
GVE;19520630;-;-;-;-;973.6;0;-;-;-;-
GVE;19520701;-;-;-;-;973;0;-;-;-;-
GVE;19520702;-;-;-;-;970.8;7.8;-;-;-;-
GVE;19520703;-;-;-;-;966.6;0;-;-;-;-
